contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis (1),0484::SB1,2405 SH,456,578,2,1,0,0,2,539,40,0,0,0,0,0,581,150,47,43,109,32,21,25,9,24,2,2,6,44,1,23,4,20,4,2,0,3,3,3,1,0,0,0,0,0,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MBO Rijnland,0484::SB2,2405 EN,1065,578,3,0,0,0,1,528,52,0,0,0,0,0,581,167,42,30,109,31,29,14,11,29,4,7,10,51,4,11,2,17,1,1,0,0,1,3,2,0,0,0,0,2,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Opstandingskerk,0484::SB3,2404 BB,920,624,4,1,0,0,1,571,57,0,0,0,0,0,629,103,101,47,85,32,37,22,21,23,4,27,9,51,6,17,3,21,1,0,2,0,1,4,0,1,2,0,0,4,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Jozef,0484::SB4,2405 BS,1274,573,0,0,0,2,3,538,34,0,0,2,0,0,575,146,49,34,99,26,26,35,11,36,1,2,11,40,3,14,3,17,1,2,1,5,4,2,0,1,0,1,0,3,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Volle Evangelie Gemeente De Ark,0484::SB5,2405 AK,1433,924,2,1,0,0,1,842,85,0,0,1,0,1,928,280,90,77,125,26,33,28,39,36,11,23,24,56,2,26,3,23,1,3,1,2,3,7,2,0,0,1,0,2,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Nutsgebouw Zwammerdam,0484::SB6,2471 AT,728,544,0,1,0,0,0,486,59,0,0,0,0,0,545,154,45,90,51,15,22,14,41,23,0,19,0,25,2,12,2,17,0,0,0,0,0,11,0,0,0,1,0,0,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Aarlanderveen,0484::SB7,2445 AK,932,720,0,0,0,0,1,642,77,0,0,0,0,0,720,212,59,125,76,18,9,15,34,19,3,14,3,40,5,43,2,10,0,3,0,2,1,27,0,0,0,0,0,0,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Clubgebouw Vreugdeoord,0484::SB8,2405 XJ,1089,605,1,0,0,0,5,535,66,0,0,0,0,0,606,176,55,38,98,32,32,19,27,21,4,7,5,33,2,12,6,18,0,0,0,3,5,6,1,1,0,0,0,4,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool  De Rank,0484::SB9,2406 BB,1320,1209,3,1,0,1,3,1105,106,0,0,1,0,0,1214,333,103,91,223,47,61,39,49,44,12,15,9,63,2,34,7,40,4,7,2,5,4,9,3,0,0,0,0,3,0,,
Leiden,Alphen aan den Rijn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Wielewaal,0484::SB10,2406 EP,1430,792,1,0,0,0,0,727,66,0,0,0,0,0,793,197,106,42,131,37,32,33,21,30,11,11,8,61,5,27,8,10,2,2,1,2,4,6,0,0,2,0,2,0,1,,
