contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0826::SB1,4902 ZP,3532,2110,1,11,0,3,6,1857,262,0,0,3,0,0,2125,484,339,106,324,97,127,90,11,66,34,5,131,144,9,49,8,50,4,4,1,7,5,6,1,1,4,0,1,0,2,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater de Bussel,0826::SB2,4901 EJ,4290,2644,5,3,0,1,2,2373,278,0,0,1,0,0,2653,660,375,154,406,120,182,111,23,90,40,5,77,176,10,81,16,55,5,8,4,4,11,11,3,2,0,1,0,5,0,9,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pannehoef,0826::SB3,4905 AT,2675,1581,5,4,0,0,2,1421,167,0,0,0,0,0,1590,498,208,98,258,62,97,62,7,41,21,1,7,100,5,41,7,41,2,6,0,1,6,3,0,2,0,1,0,1,0,5,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Speelgoed-& Carnavalsmuseum ""op Stelten""",0826::SB4,4901 HT,2739,1393,0,1,0,2,1,1233,162,0,0,2,0,0,1396,372,181,106,216,65,120,50,18,47,22,0,18,88,3,33,3,14,2,1,1,3,16,10,2,1,1,0,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MidZuid,0826::SB5,4902 VR,2819,305,0,0,0,0,1,267,37,0,0,0,0,0,305,66,67,16,49,11,19,8,1,8,5,0,9,29,0,7,1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Markkant,0826::SB6,4906 KB,2284,2050,4,0,0,0,2,1796,256,0,0,0,0,0,2054,768,211,135,375,80,77,66,18,52,17,3,15,96,8,57,7,38,2,3,0,1,8,6,3,0,0,0,0,4,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Obs de Pionier,0826::SB7,4904 VC,1977,1306,0,0,0,0,1,1153,155,0,0,3,0,3,1309,494,148,89,226,33,47,31,12,35,12,0,17,73,2,29,4,31,2,0,1,9,2,6,0,1,0,0,0,2,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Activiteitencentrum ""De Bunthoef""",0826::SB8,4904 CA,2070,1265,7,5,0,0,5,1105,167,0,0,0,0,0,1277,178,217,64,132,53,98,58,11,35,22,4,193,101,4,19,3,13,31,1,0,2,7,5,3,2,0,0,0,1,7,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oosterheidehal,0826::SB9,4904 LH,2382,1773,2,8,0,0,3,1598,182,0,0,0,0,0,1783,378,249,76,245,90,112,85,26,56,14,6,161,121,7,34,6,40,18,4,0,7,7,11,2,1,4,0,1,0,10,2,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ATV Scorpio,0826::SB10,4903 RA,2334,334,0,0,0,0,2,280,52,0,0,0,0,0,334,121,37,23,58,10,7,16,5,4,4,0,8,18,0,7,0,9,0,2,0,4,0,1,0,0,0,0,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Kruidenlaan,0826::SB11,4907 AB,2339,1722,1,1,0,0,1,1544,179,0,0,0,0,0,1724,492,170,121,378,71,88,76,27,46,16,3,2,98,4,46,14,40,1,1,0,4,11,8,1,1,2,0,0,1,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Arkendonk,0826::SB12,4907 ZJ,3582,1790,1,3,0,3,1,1549,247,0,0,3,0,0,1797,415,277,83,282,96,147,80,14,69,18,2,35,136,13,45,7,38,6,3,3,1,9,7,0,1,0,0,0,1,0,2,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging SCO,0826::SB13,4908 DW,2939,1144,0,1,0,0,4,1025,116,0,0,0,0,0,1145,352,161,78,198,35,62,56,5,23,8,1,6,69,1,25,3,29,5,3,0,1,16,0,3,0,1,0,0,1,1,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Twins Sporting Club,0826::SB14,4907 EA,1821,888,1,1,0,1,0,796,93,0,1,0,0,0,889,214,133,53,128,40,80,31,4,31,11,2,19,64,3,24,8,27,1,4,1,0,2,1,0,2,1,0,0,0,0,4,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeenschapshuis ""Oostquartier""",0826::SB15,4909 AL,984,786,0,0,0,0,1,699,87,1,0,1,0,0,787,288,65,150,80,19,33,25,3,11,2,2,1,31,4,18,2,12,0,3,0,0,1,32,0,1,0,0,0,2,0,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Klip,0826::SB16,4849 BG,2790,1472,10,3,5,0,2,1321,167,0,0,5,0,0,1490,466,152,135,283,68,55,37,7,55,4,6,2,85,2,42,1,35,0,3,3,5,2,14,3,2,4,1,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis ""Den Brink""",0826::SB17,4911 AW,2286,1088,0,0,0,0,2,974,112,0,0,0,0,0,1088,433,105,93,156,27,31,23,6,26,4,1,0,60,1,31,2,15,0,1,0,8,2,58,3,0,0,0,0,1,0,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0826::SB18,4902 ZP,0,4151,4,6,0,2,,,,,0,2,,,4163,1151,410,791,408,83,417,444,86,96,103,5,13,27,4,58,3,16,0,0,0,1,4,5,0,22,1,1,0,0,1,1,0,0
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0826::SB19,4902 ZP,0,140,0,0,0,0,,,,,0,0,,,140,33,9,21,17,9,13,18,2,8,0,0,2,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 1,0826::SB20,4902 ZP,0,569,0,1,0,0,4,518,48,0,0,0,0,0,570,161,75,60,82,25,52,39,8,11,6,5,11,16,0,3,0,9,0,0,0,0,0,2,1,0,2,1,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis 2,0826::SB21,4902 ZP,0,626,1,1,0,0,6,564,58,0,0,0,0,0,628,145,107,61,62,17,56,38,6,16,12,1,31,25,4,14,3,15,6,0,0,0,0,2,0,1,0,0,0,0,2,2,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pannehoef 1,0826::SB22,4905 AT,0,528,0,0,0,0,1,467,60,0,0,0,0,0,528,155,70,71,73,14,44,41,8,14,8,1,3,7,0,10,1,3,0,1,0,1,0,1,0,1,0,0,0,0,0,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pannehoef 2,0826::SB23,4905 AT,0,539,0,0,0,0,1,478,60,0,0,0,0,0,539,165,71,44,82,20,43,28,4,14,7,0,11,14,0,21,2,9,1,1,0,0,0,1,0,0,0,0,0,0,0,1,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oosterheidehal 1,0826::SB24,4904 LH,0,544,0,4,0,0,0,483,65,0,0,0,0,0,548,131,67,65,68,18,50,45,8,14,2,0,30,12,6,18,0,5,1,0,0,0,0,2,0,1,0,1,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oosterheidehal 2,0826::SB25,4904 LH,0,508,0,1,0,0,1,441,67,0,0,0,0,0,509,119,83,37,53,15,30,20,6,17,3,0,58,22,2,13,1,14,7,0,0,0,4,0,0,1,1,0,0,2,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Arkendonk 1,0826::SB26,4907 ZJ,0,796,2,0,0,0,0,720,78,0,0,0,0,0,798,226,89,78,120,21,97,65,15,25,6,2,1,11,4,17,2,11,0,0,0,0,1,1,1,2,0,1,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Arkendonk 2,0826::SB27,4907 ZJ,0,778,0,1,0,0,1,704,73,0,1,0,0,0,778,216,127,59,97,21,77,61,8,22,12,1,11,34,1,14,0,7,0,2,0,3,1,1,0,0,2,1,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Klip 1,0826::SB28,4849 BG,0,178,1,0,0,0,2,161,15,0,1,0,0,0,178,57,14,28,20,8,23,5,3,5,3,1,0,2,0,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Tilburg,Oosterhout,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Klip 2,0826::SB29,4849 BG,0,174,0,1,0,0,2,157,16,0,0,0,0,0,175,43,25,25,26,5,12,10,3,4,1,0,0,5,1,5,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,1,,
