contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Braecklant,0848::SB6,,0,1800,10,3,0,0,4,1638,171,0,0,0,0,0,1813,603,127,149,390,82,52,61,29,45,29,2,2,77,2,52,6,59,0,7,1,2,8,4,0,6,0,0,4,1,0,0,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kom van Son, Gemeentehuis",0848::SB11,,0,1434,2,0,0,0,1,1294,141,0,0,0,0,0,1436,437,120,126,300,69,71,31,22,62,9,1,9,53,2,41,2,49,0,4,0,3,9,5,3,0,1,0,1,3,0,1,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Zwaan,0848::SB15,,0,704,1,0,0,0,1,630,74,0,0,0,0,0,705,233,68,54,130,26,28,23,2,33,2,0,1,52,1,18,1,16,0,0,0,3,4,2,0,1,0,0,2,1,0,3,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau La Sonnerie,0848::SB16,,0,619,1,2,0,0,2,568,52,0,0,0,0,0,622,188,63,50,143,33,29,13,7,18,4,1,0,33,1,17,2,11,0,0,0,1,2,2,0,0,0,0,1,0,0,0,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bongerd,0848::SB17,,0,2176,4,3,0,3,2,2025,159,0,0,3,0,0,2186,523,296,224,348,94,169,85,26,76,35,3,10,129,8,54,7,32,0,4,2,6,4,23,1,2,0,0,6,2,0,7,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Combigebouw,0848::SB18,,0,1029,0,0,0,0,2,929,98,0,0,0,0,0,1029,330,103,98,182,46,37,30,10,36,9,4,6,44,0,37,3,33,0,2,0,1,5,9,2,0,0,1,1,0,0,0,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parkeerterrein Vlielandlaan/Texellaan,0848::SB19,,0,626,0,0,0,0,0,573,53,0,0,0,0,0,626,208,30,56,146,26,28,16,6,35,6,0,0,27,1,15,4,15,0,0,2,0,4,0,0,0,0,0,0,1,0,0,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kom van Son, gemeentehuis (16-03-21)",0848::SB20,,0,463,0,0,1,0,1,413,50,0,0,1,0,0,464,143,41,65,76,18,34,19,4,14,5,2,0,11,0,14,0,11,0,1,0,0,0,4,0,1,0,0,0,0,0,0,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kom van Son, gemeentehuis (15-03-21)",0848::SB21,,0,516,0,2,1,0,0,482,35,0,1,0,0,0,517,161,41,87,90,8,31,30,13,22,8,1,0,3,0,5,1,9,0,0,0,0,1,1,0,2,0,0,1,0,0,1,,
's-Hertogenbosch,Son en Breugel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parkeerterrein Vlielandlaan/Texellaan (16-03-21),0848::SB22,,0,231,0,0,0,0,0,201,30,0,0,0,0,0,231,72,11,24,44,11,19,6,3,10,6,1,0,9,0,8,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,,
