contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0590::SB1,3351 PB,1573,1088,3,3,0,0,4,967,123,0,0,0,0,0,1094,296,125,87,137,32,68,32,46,28,6,54,20,79,4,27,9,18,9,2,0,1,5,2,0,0,0,0,1,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel stembureau Marktplein,0590::SB2,3351 PB,1573,2095,5,6,0,0,1,1893,212,0,0,0,0,0,2106,499,258,195,209,66,139,137,171,64,32,95,20,97,9,52,10,18,6,6,0,2,4,1,2,3,0,0,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Morgensterkerk,0590::SB3,3353 VD,1573,691,4,4,0,0,2,618,79,0,0,0,0,0,699,111,98,58,61,26,55,36,60,26,11,30,15,69,2,15,4,6,2,1,0,0,0,1,0,1,1,1,1,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kindcentrum Oranje-Nassau,0590::SB4,3353 AT,1573,363,2,0,0,2,307,37,23,0,0,2,0,0,367,57,48,22,42,17,15,17,41,14,9,23,4,29,2,7,8,1,0,1,0,2,0,1,2,0,0,1,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RK-Parochie,0590::SB5,3353 VJ,1574,977,2,1,0,4,0,887,97,0,0,4,0,0,984,182,155,60,108,30,58,40,49,38,7,40,47,91,7,27,11,6,2,2,2,3,9,1,0,1,0,0,0,0,1,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethlehemkerk,0590::SB6,3351 HA,1573,948,5,2,0,0,0,849,106,0,0,0,0,0,955,186,132,64,117,33,50,34,96,29,5,71,7,71,2,27,3,11,0,0,0,0,2,4,1,0,0,2,0,1,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sionskerk,0590::SB7,3351 JT,1573,990,0,0,0,6,3,888,105,0,0,6,0,0,996,199,95,79,110,31,38,25,123,31,15,84,8,82,1,32,4,11,2,3,1,4,5,2,2,2,1,0,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Viermaster,0590::SB8,3351 GZ,1573,660,2,1,0,0,2,588,73,0,0,0,0,0,663,141,111,44,81,39,37,30,23,15,8,25,16,38,2,31,5,4,3,2,1,0,1,1,0,0,1,0,1,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Spil,0590::SB9,3352 BM,1573,950,0,1,0,3,0,953,1,0,0,3,0,0,954,248,87,62,158,33,46,40,58,33,8,26,11,76,1,24,9,14,1,3,2,2,5,1,0,2,0,0,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Lage Waard,0590::SB10,3352 VH,1574,758,2,1,0,2,0,759,0,0,2,0,0,0,759,196,65,74,95,19,31,30,80,27,7,11,3,56,1,25,7,20,0,1,0,3,5,1,0,1,0,0,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel Stembureau parkeerplaats Wilgendonk,0590::SB11,3355 BM,1573,2165,0,2,0,4,1,2020,150,0,0,4,0,0,2171,613,271,182,287,68,126,98,112,67,36,48,11,119,11,59,8,24,5,1,2,4,2,2,1,2,0,3,3,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wilgenhoeck,0590::SB12,3355 RP,1573,781,0,1,0,1,2,715,64,0,1,0,0,0,781,259,78,62,107,16,42,20,45,22,15,19,2,24,0,44,4,15,0,1,3,0,1,2,0,0,0,0,0,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel Stembureau Dienstencentrum,0590::SB13,3354 BR,1573,1180,2,4,0,29,0,1084,73,0,29,0,0,0,1157,292,154,101,156,40,61,51,90,37,7,47,8,68,3,28,6,16,0,0,1,1,4,3,1,0,0,0,5,0,0,,
Dordrecht,Papendrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel stembureau Gemiva,0590::SB14,3356 BG,1573,796,1,1,0,0,2,726,70,0,0,0,0,0,798,162,82,70,81,21,45,37,76,26,9,74,2,41,2,43,2,8,0,3,0,1,1,4,2,1,0,2,1,0,0,,
