contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstgebouw Herv. Gem. Rouveen-Staphorst,0180::SB3,7954 GD,929,585,0,1,0,0,1,516,69,0,0,0,0,0,586,39,38,121,7,2,6,1,161,4,0,141,0,33,0,9,1,4,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café/restaurant 't Centrum,0180::SB4,7951 EC,1081,1121,0,1,0,0,4,956,164,2,0,2,0,0,1124,36,67,68,19,12,8,5,88,3,4,619,0,116,0,42,1,5,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dr. Maarten Lutherschool,0180::SB6,7715 PM,832,691,0,0,0,0,1,585,105,0,0,0,0,0,691,41,47,52,21,6,6,4,74,5,1,333,0,59,0,15,0,0,0,1,1,0,0,23,2,0,0,0,0,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal,0180::SB8,7951 DV,898,854,0,0,0,0,0,755,99,0,0,0,0,0,854,94,115,114,26,3,21,20,75,3,8,223,0,82,1,39,2,6,0,0,1,1,1,15,0,0,1,1,2,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Spoorzicht,0180::SB10,7951 CJ,930,643,1,2,0,0,0,540,106,0,0,0,0,0,646,30,50,28,8,3,5,2,31,0,2,380,0,67,0,24,0,2,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal van der Walstraat,0180::SB11,7951 AK,879,584,0,1,0,0,0,507,78,0,0,0,0,0,585,52,73,66,14,2,11,7,52,4,2,203,0,65,0,15,0,4,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal IJhorst,0180::SB12,7955 PS,1291,983,1,0,0,0,3,894,87,0,0,0,0,0,984,238,93,89,131,22,30,44,39,39,9,75,0,51,1,33,2,25,0,0,0,3,2,47,0,1,0,1,4,0,4,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstgebouw Herv. Gem. Rouveen-Staphorst,0180::SB14,7954 GD,983,697,0,0,0,0,2,607,88,0,0,0,0,0,697,39,32,126,16,9,3,6,199,2,0,170,0,46,1,11,1,5,0,0,0,0,0,26,0,0,1,0,3,0,0,1,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal,0180::SB15,7951 DV,1021,736,0,1,0,0,0,650,87,0,0,0,0,0,737,82,88,97,31,7,14,13,108,2,4,173,0,72,0,20,2,12,0,0,0,0,1,6,0,0,0,2,2,0,0,0,0,,
Zwolle,Staphorst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal,0180::SB16,7951 DV,910,687,1,0,0,1,0,613,76,0,0,1,0,0,689,81,78,86,26,9,21,3,87,7,4,145,2,81,1,32,3,3,0,0,0,0,1,13,1,0,0,0,2,0,1,0,0,,
