contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Burgerzaal Zutphen,0301::SB1,7201 DN,1183,1255,3,7,0,1,10,1191,65,0,0,1,0,0,1266,180,40,40,308,145,69,70,18,176,3,9,5,48,15,19,8,62,0,9,5,3,4,9,0,0,0,2,4,0,4,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Walburgiskerk,0301::SB2,7201 DM,1132,1141,2,3,0,0,7,1064,78,3,0,3,0,0,1149,160,49,49,255,159,72,55,27,118,4,3,29,63,14,16,1,43,1,5,1,4,5,1,1,0,1,0,0,0,5,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeente Zutphen/GelreWerkt!,0301::SB3,7201 EV,1165,255,0,2,0,0,2,254,1,0,0,0,0,0,257,47,20,12,53,23,19,15,5,18,3,0,10,16,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Mozaïk,0301::SB4,7204 CV,1735,828,0,2,0,3,2,763,68,0,0,3,0,0,833,121,82,43,138,71,95,71,15,71,6,1,3,43,4,16,3,25,0,5,2,2,3,3,0,0,0,0,3,0,2,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Waterkracht,0301::SB5,7204 MN,1337,1331,4,4,0,2,5,1235,101,0,0,2,0,0,1341,137,215,29,126,92,143,95,30,71,7,8,152,112,16,16,8,18,11,3,0,4,9,11,1,1,1,0,3,0,12,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Waaier,0301::SB6,7204 KM,1508,494,1,1,0,0,0,438,58,0,0,0,0,0,496,50,75,14,55,34,43,22,7,28,6,4,92,20,6,8,2,5,12,0,1,0,1,2,1,0,0,0,5,0,1,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Emmanuelkerk,0301::SB7,7204 EV,1509,835,2,3,0,0,3,766,71,0,0,0,0,0,840,117,118,30,86,54,112,55,25,57,3,7,43,66,5,8,3,16,2,2,1,1,3,11,1,0,2,0,2,0,5,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Irenestraat,0301::SB8,7204 AR,1145,312,0,0,0,0,0,285,27,0,0,0,0,0,312,46,8,10,92,39,12,17,13,37,1,0,4,9,1,4,2,11,0,1,0,1,2,0,0,0,0,0,0,0,2,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Lunette,0301::SB9,7201 AA,714,717,1,1,0,0,0,657,60,0,2,0,0,0,717,108,41,41,176,66,48,40,28,65,4,3,4,31,4,9,3,31,1,1,1,1,3,3,1,0,0,0,0,1,3,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rode Kruis De Graafschap,0301::SB10,7203 EL,1609,826,1,0,0,1,0,761,65,0,1,0,0,0,826,114,74,52,149,68,61,41,40,62,8,5,6,56,5,22,7,18,1,1,0,1,2,22,2,0,0,2,5,1,1,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau St. Elisabeth,0301::SB11,7201 NC,1016,431,0,0,0,0,2,401,28,0,0,0,0,0,431,67,30,19,77,41,29,32,16,52,1,3,0,27,2,6,1,15,0,2,1,0,1,3,0,0,0,1,1,0,4,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School Theo Thijssen (gymzaal),0301::SB12,7205 BZ,1947,1258,0,1,0,0,0,1175,84,0,0,0,0,0,1259,192,134,57,196,115,101,73,42,109,12,12,6,72,4,27,7,33,0,1,0,1,9,39,3,0,0,0,5,0,8,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Serviceflat De IJssel,0301::SB13,7206 DE,1024,409,1,2,0,0,2,385,25,0,0,0,0,0,412,72,33,34,61,26,31,41,13,28,6,3,7,23,3,7,1,8,0,3,0,0,0,5,0,0,0,0,4,0,0,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Parel (gymzaal),0301::SB14,7206 CS,1908,924,0,0,0,1,1,839,85,0,0,1,0,0,925,156,123,35,138,58,76,63,38,62,7,0,12,69,7,15,5,31,0,1,0,2,3,12,2,1,0,3,4,0,1,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Uitwijk,0301::SB15,7206 KD,1743,1424,2,6,0,1,3,1324,106,0,0,1,0,0,1433,218,148,82,184,117,155,92,31,108,19,8,25,118,2,33,4,36,1,4,1,4,2,14,0,1,2,2,3,0,10,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vrije School Zutphen VO,0301::SB16,7206 BR,1169,549,3,0,0,0,2,497,53,0,0,0,0,0,552,72,37,40,97,67,38,30,6,69,4,2,3,28,4,12,2,19,0,2,0,1,3,7,0,1,0,1,0,0,4,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lea Dasbergschool (1),0301::SB17,7207 KA,1738,721,0,0,0,0,1,658,62,0,0,0,0,0,721,156,70,36,131,56,54,51,29,37,5,0,6,32,1,13,4,20,0,0,1,0,4,9,1,3,0,0,0,0,2,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lea Dasbergschool (2),0301::SB18,7207 KA,1561,975,2,0,0,1,2,898,78,0,0,1,0,0,978,227,77,60,184,80,53,69,29,66,6,0,7,42,7,22,2,17,0,2,0,1,7,13,1,1,0,0,0,0,2,,
Arnhem,Zutphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Mene (1),0301::SB19,7207 PA,1750,1240,2,0,0,0,4,1149,89,0,0,0,0,0,1242,340,90,92,247,88,58,56,21,61,11,1,5,70,1,29,6,31,2,0,0,1,11,12,3,0,0,0,1,0,3,,
