contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuisbrug 1,0344::SB1,3511 KP,1349,1592,2,1,0,1,11,1510,75,0,0,1,0,0,1596,217,26,35,531,246,30,68,24,108,4,3,2,25,47,21,0,193,0,4,1,0,2,1,2,1,0,0,0,0,0,1,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuisbrug 1,0344::SB2,3511 KP,1276,1334,7,0,11,0,11,1258,83,0,0,11,0,0,1352,173,19,40,442,202,16,51,27,96,1,1,3,22,48,13,1,168,0,5,1,2,0,0,1,0,0,1,1,0,0,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jaarbeursplein 6A,0344::SB11,3521 AL,883,678,1,0,0,0,8,637,34,0,0,0,0,0,679,89,10,22,247,91,6,28,11,36,0,2,6,14,18,13,1,75,0,6,0,0,2,0,1,0,0,0,0,0,0,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Staringstraat 1,0344::SB16,3532 VM,1915,1026,2,2,0,1,4,966,61,0,0,1,0,0,1031,91,20,15,345,213,25,36,19,63,1,3,33,13,27,8,1,90,9,4,0,1,6,0,2,0,0,0,0,0,1,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Staringstraat 1,0344::SB17,3532 VM,1977,1020,0,2,0,0,3,953,60,0,6,0,6,0,1016,118,16,23,322,181,19,52,12,64,5,0,45,15,29,5,0,87,8,5,1,3,7,2,0,0,0,0,0,0,0,1,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vleutenseweg 515,0344::SB20,3532 HK,1967,1704,2,1,0,1,9,1592,107,0,0,1,0,0,1708,133,49,41,492,337,26,82,53,107,9,5,81,37,54,26,4,137,4,8,7,3,7,1,0,0,0,0,0,0,1,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Johan Wagenaarkade 45A,0344::SB22,3533 TE,522,513,0,0,0,0,2,462,49,0,0,0,0,0,513,73,10,13,138,80,18,33,8,28,1,2,42,12,10,2,1,27,6,1,0,0,4,0,1,1,0,0,0,1,1,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Franz Schubertstraat 20,0344::SB23,3533 GW,1081,1009,0,1,0,0,1,936,73,0,0,0,0,0,1010,132,14,40,385,175,16,52,19,57,0,1,12,7,13,18,0,59,0,3,1,0,3,1,1,0,0,0,0,0,0,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leidseweg 132-213,0344::SB25,3533 HD,1738,994,4,0,0,2,2,998,0,0,0,2,0,0,1000,142,20,49,345,127,20,42,26,55,1,1,9,15,25,11,0,97,0,3,0,0,2,2,1,0,0,1,0,0,0,0,,
Utrecht,Utrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cartesiusweg 11,0344::SB26,3534 BA,1412,947,0,4,0,0,6,891,54,0,0,0,0,0,951,88,57,26,249,156,38,42,21,83,3,1,20,20,37,10,0,79,1,5,0,2,2,3,0,0,0,0,1,0,2,1,,
