contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Provinciehuis Zeeland,0687::SB1,,0,1272,4,5,0,0,27,1161,93,0,0,0,0,0,1281,227,68,64,285,110,58,101,45,107,12,20,3,72,14,25,4,36,0,3,0,6,1,3,3,1,2,0,2,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Schouwburg,0687::SB2,,0,1071,2,3,0,0,3,984,89,0,0,0,0,0,1076,206,40,74,226,84,44,91,50,78,3,41,3,32,11,15,3,45,0,2,2,2,3,3,2,2,1,1,7,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau ZB/Planbureau en Bibliotheek van Zeeland,0687::SB3,,0,672,1,2,0,0,2,623,50,0,0,0,0,0,675,113,34,27,158,43,32,50,25,56,6,13,2,38,8,12,5,28,1,1,2,1,4,2,3,1,2,1,4,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Van Cittershoff,0687::SB4,4333 KZ,0,681,0,1,0,0,4,618,60,0,0,0,0,0,682,101,31,99,83,22,16,50,56,21,7,119,3,27,1,21,0,9,1,0,0,0,1,10,0,1,0,0,2,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal de Sprong,0687::SB5,,0,688,4,0,0,0,2,612,78,0,0,0,0,0,692,139,38,37,117,52,32,56,37,50,2,53,4,31,2,14,1,10,1,2,0,2,3,1,2,0,1,1,0,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Schouwburg,0687::SB6,,0,935,3,2,0,0,5,854,81,0,0,0,0,0,940,158,38,48,217,80,49,70,43,70,2,27,3,39,7,16,3,40,1,2,1,1,8,5,0,2,2,0,3,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hof van Buren,0687::SB7,4332 VA,0,924,2,0,0,0,2,840,84,0,0,0,0,0,926,188,71,54,168,59,60,74,46,48,7,47,3,31,4,22,0,24,1,4,0,2,2,6,0,0,0,0,3,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Praktijkschool Het Bolwerk,0687::SB9,4336 LM,0,791,1,1,0,1,1,722,71,0,0,1,0,0,794,193,48,69,107,35,44,69,51,31,15,51,3,26,1,15,4,19,0,0,3,0,1,2,1,0,1,0,2,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Durps'uus op d'n oek,0687::SB10,4339 AK,0,817,1,0,0,0,4,739,75,0,0,0,0,0,818,162,96,79,83,23,51,32,50,43,17,93,0,49,0,14,3,6,0,0,1,1,1,8,0,0,0,3,2,0,,
Middelburg,Middelburg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal de Sprong,0687::SB12,,0,647,1,3,0,0,2,581,68,0,0,0,0,0,651,116,44,40,118,44,35,44,42,42,7,34,4,34,1,14,0,8,0,4,1,1,2,8,0,1,0,0,3,0,,
