contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Burgum, Gemeentehuis 17 maart",0737::SB1,9251 GH,2022,1191,5,2,0,0,5,1085,108,0,0,0,0,0,1198,176,184,175,128,36,71,80,70,38,6,15,4,110,1,25,7,17,4,7,0,2,4,19,1,0,0,1,7,1,1,1,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Burgum, Observeum 17 maart",0737::SB2,9251 LV,1520,577,0,0,0,0,2,544,31,0,0,0,0,0,577,117,53,122,75,19,28,28,36,19,7,5,0,29,0,11,1,6,0,3,0,0,1,16,1,0,0,0,0,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Burgum, De Stryp 17 maart",0737::SB3,9251 BS,1675,949,3,0,0,0,0,866,86,0,0,0,0,0,952,149,132,146,102,28,75,67,67,35,4,11,0,71,1,18,3,4,0,4,0,4,8,14,2,0,0,0,3,0,1,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Burgum, Glinstra State 17 maart",0737::SB4,9251 CT,1514,1022,2,2,0,0,4,917,105,0,0,0,0,0,1026,169,101,179,117,35,88,69,67,31,6,11,0,73,2,27,1,10,0,11,0,1,3,16,2,0,0,1,2,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Burgum, Het Martinushuis 17 maart",0737::SB5,9251 KA,899,853,0,0,0,0,0,782,71,0,0,0,0,0,853,165,90,136,109,33,62,62,58,15,3,14,0,56,1,11,1,11,0,1,0,1,2,18,1,0,0,1,2,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Noardburgum, De Balstien 17 maart",0737::SB6,9257 VW,1271,914,0,0,0,0,3,812,99,0,0,0,0,0,914,120,206,118,82,25,82,46,36,21,14,8,0,111,2,12,1,5,0,1,0,1,1,20,1,1,0,0,0,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Noardburgum, Lokaliteit Geref.Kerk (vrijgem.) 17 maart",0737::SB7,9257 DR,511,267,4,1,0,0,0,241,31,0,0,0,0,0,272,51,25,49,12,4,14,18,29,6,2,21,0,12,0,4,2,2,0,1,0,0,2,8,1,0,0,3,1,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Eastermar, Gymnastieklokaal 17 maart",0737::SB8,9261 VV,1235,916,1,0,0,3,0,832,88,0,0,3,0,0,920,105,95,194,114,33,58,44,73,31,10,16,0,63,2,26,2,15,0,1,0,0,4,27,1,0,0,1,1,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Jistrum, Kantine Sportvereniging 17 maart",0737::SB9,9258 CL,709,535,0,3,0,0,0,487,51,0,0,0,0,0,538,69,89,80,35,12,46,21,43,13,4,16,0,55,1,9,1,5,0,1,2,0,4,26,0,0,0,1,2,0,0,0,,
Leeuwarden,Tytsjerksteradiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sumar, De Kamp 17 maart",0737::SB10,9262 NG,1086,757,1,0,0,0,0,687,71,0,0,0,0,0,758,105,139,123,57,9,38,30,41,15,14,12,1,98,2,21,6,4,0,2,0,1,1,33,1,1,0,0,3,0,0,0,,
