contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Duivenwal,0345::SB1,3901 ZA,1642,683,0,1,0,0,3,622,59,0,0,0,0,0,684,129,92,72,47,15,32,15,91,19,9,61,14,42,3,16,1,10,3,2,0,0,3,3,0,1,0,1,1,0,1,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Panorama,0345::SB2,3901 KM,1640,529,0,7,0,0,1,472,64,1,0,1,0,0,537,60,50,27,33,21,22,24,50,6,3,54,81,39,15,8,1,5,24,2,0,0,2,1,0,0,0,0,1,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw Rode Kruis,0345::SB3,3901 ER,1583,723,1,2,0,0,3,665,58,0,0,0,0,0,726,108,75,63,59,40,47,14,66,14,7,85,38,58,5,13,1,9,16,0,0,0,1,1,0,0,0,0,3,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Voormalig pand V&D (2),0345::SB4,3901 AC,1511,634,4,3,0,1,2,567,73,0,0,1,0,0,642,130,65,52,62,29,24,19,47,21,5,18,49,55,5,15,3,17,11,2,0,3,1,0,0,0,0,0,1,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Voetbalvereniging De Merino's,0345::SB5,3903 LA,1599,610,0,0,0,0,1,514,95,0,0,0,0,0,610,172,93,44,46,8,19,7,35,6,2,60,12,55,0,18,8,8,7,0,0,1,1,4,1,2,0,0,1,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zaalruimte Het Trefpunt,0345::SB6,3904 KK,1514,1448,2,1,0,0,3,1268,181,1,0,1,0,0,1452,353,162,133,131,39,42,44,163,38,7,158,26,71,5,35,4,17,4,0,1,1,3,8,0,0,0,2,1,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkgebouw Shalom,0345::SB7,3904 JB,1461,664,0,0,0,0,4,582,78,0,0,0,0,0,664,123,44,51,69,21,19,9,109,12,3,133,4,31,1,16,0,11,0,0,0,0,2,2,0,0,0,1,3,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw De Groenhof,0345::SB8,3904 TG,1761,637,0,6,0,0,0,562,81,0,0,0,0,0,643,107,71,45,67,18,38,23,54,14,0,73,46,28,0,15,3,12,14,0,0,1,2,3,0,1,0,0,2,0,0,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Drive-Through (gemeentewerf),0345::SB9,3903 AP,1665,829,3,0,0,0,2,714,116,0,0,0,0,0,832,197,77,46,79,25,32,14,71,6,7,104,27,74,0,22,3,7,13,6,1,1,1,8,2,0,0,0,2,1,3,0,,
Utrecht,Veenendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sionskerk,0345::SB10,3904 TL,1275,1856,7,4,0,8,2,1619,254,0,0,8,0,0,1875,314,207,142,147,57,100,42,249,32,12,180,101,128,11,40,5,34,25,4,1,4,4,5,3,1,0,1,6,0,1,0,,
