contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC de Grous,0971::SB1,6171 HW,2255,1360,3,2,0,0,6,1222,137,0,0,0,0,0,1365,284,249,110,188,40,103,82,6,58,33,0,3,137,4,16,1,20,0,2,1,1,5,5,3,2,1,3,1,0,2,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0971::SB2,6171 KP,2266,947,0,1,0,0,3,840,105,0,0,0,0,0,948,199,189,68,107,31,83,45,5,30,16,2,6,106,1,29,6,5,1,2,1,2,3,0,1,0,0,4,3,0,2,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pintelierke,0971::SB3,6171 AM,2236,1354,2,3,0,2,3,1221,137,0,0,2,0,0,1361,252,288,93,156,44,123,100,8,46,24,1,0,140,5,19,3,19,1,4,3,3,5,10,0,2,0,2,2,0,1,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café-Brasserie Merode,0971::SB4,6171 XM,2007,1023,0,3,0,0,2,903,121,0,0,0,0,0,1026,136,286,46,73,31,79,59,5,32,23,1,5,163,3,29,6,11,16,2,0,0,0,5,0,1,0,5,1,0,4,1,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Meers,0971::SB5,6181 NX,1048,722,2,0,0,0,1,644,79,0,0,0,0,0,724,134,150,60,91,26,52,51,2,19,16,0,2,76,1,12,4,12,0,1,0,3,2,4,1,0,0,2,1,0,0,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Urmond,0971::SB6,6129 EL,2120,1258,1,2,0,2,3,1114,146,0,0,2,0,0,1263,250,287,90,150,34,96,89,1,31,30,1,3,126,2,16,6,16,0,2,0,2,4,12,4,1,1,2,1,0,1,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fanfarezaal Oud Urmond,0971::SB7,6129 CR,819,526,1,0,0,0,1,475,51,0,0,0,0,0,527,99,98,46,60,23,37,41,2,29,8,2,0,45,4,9,1,10,0,1,0,0,3,6,0,0,0,1,1,0,0,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Multifunctioneel Centrum Berg a/d M,0971::SB8,6129 PG,1716,985,1,0,0,0,3,864,119,0,0,0,0,0,986,146,240,63,115,27,91,55,0,39,8,1,4,111,2,25,6,15,0,7,3,2,7,11,0,1,1,2,3,0,0,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Joannes Riviusstaat,0971::SB9,6181 BT,2424,1360,4,2,0,2,1,1248,119,0,0,2,0,0,1368,285,285,114,148,46,85,87,9,50,16,6,3,114,1,40,9,33,0,3,1,4,6,8,0,0,0,3,3,0,1,0,,
Maastricht,Stein,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine S.V. Haslou,0971::SB10,6181 JG,1405,936,1,0,0,0,1,850,86,0,0,0,0,0,937,227,157,68,125,37,33,62,3,55,15,0,0,75,0,28,6,23,0,1,0,2,7,4,3,0,0,4,0,0,0,1,,
