contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0189::SB1,7642 EB,1454,1627,2,3,0,0,1,1467,165,1,0,1,0,0,1633,467,134,335,187,41,36,33,137,13,10,42,1,82,1,47,2,13,0,4,0,1,3,32,1,1,1,0,3,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennishal De Stouwe 1,0189::SB2,7641 AC,1210,771,2,2,1,3,3,698,78,0,0,4,0,0,779,205,72,138,106,18,30,16,59,11,6,16,2,34,0,22,1,15,0,0,0,1,1,14,0,1,1,1,1,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennishal De Stouwe 2,0189::SB3,7641 AC,1452,742,0,1,0,0,0,659,84,0,0,0,0,0,743,200,60,128,90,21,35,29,47,13,9,16,0,43,0,13,3,12,0,2,0,0,2,14,0,0,0,2,1,0,2,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Kandjoli,0189::SB4,7642 XX,1573,870,1,0,0,1,2,788,82,0,0,1,0,0,872,162,102,202,66,25,44,28,63,5,3,22,1,53,2,29,8,8,0,3,3,2,1,21,0,0,16,0,0,0,1,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Het Anker,0189::SB5,7642 CS,1369,882,0,0,1,1,3,819,62,0,0,2,0,0,884,262,98,148,78,22,32,22,37,11,2,31,3,63,0,22,8,7,0,0,0,0,4,27,0,0,0,0,4,0,1,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 'n Dikken 1,0189::SB6,7641 VZ,1384,753,2,0,38,0,2,709,82,0,0,38,0,0,793,191,73,135,71,23,34,13,45,7,6,21,2,62,1,22,6,6,1,1,0,2,0,27,2,0,0,0,1,0,1,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 'n Dikken 2,0189::SB7,7641 VZ,1540,765,0,0,38,0,1,666,60,0,38,0,0,0,727,207,73,152,77,22,26,24,51,10,4,18,1,36,2,23,3,8,0,1,0,1,1,20,1,0,2,0,1,0,1,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw VDH,0189::SB8,7641 AG,1413,917,0,0,0,0,0,850,67,0,0,0,0,0,917,303,77,178,109,25,44,25,41,17,9,11,1,25,0,23,5,6,0,2,0,1,1,10,1,0,0,0,1,0,2,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Zomp 1,0189::SB9,7468 EP,1303,886,1,1,0,1,1,793,96,0,0,2,0,1,890,274,100,179,47,8,19,12,70,4,0,26,1,51,2,44,3,6,0,0,0,0,0,35,0,0,0,1,4,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Zomp 2,0189::SB10,7468 EP,1371,956,1,2,0,0,1,850,111,3,0,3,0,0,962,227,125,217,57,14,21,14,76,19,6,28,0,62,3,35,4,4,0,3,0,1,0,34,0,0,0,1,5,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Akkerhus,0189::SB11,7468 RE,613,361,0,1,0,0,1,319,42,0,0,0,0,0,362,86,20,80,11,5,2,8,16,5,3,52,0,19,0,5,0,4,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Luchtbode,0189::SB12,7468 EZ,1390,819,1,2,0,0,2,731,89,0,0,0,0,0,822,210,84,206,41,11,9,12,84,10,6,26,0,51,0,35,1,6,0,0,0,1,0,25,0,0,1,0,0,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentewerf Enter,0189::SB13,7468 AH,1321,880,0,0,0,0,7,778,95,0,0,0,0,0,880,259,122,196,41,6,29,9,53,2,4,11,0,40,3,38,3,3,0,3,0,2,0,54,0,0,0,0,2,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus Irene,0189::SB14,7467 PL,945,641,4,0,1,0,0,587,59,0,0,1,0,0,646,115,41,156,17,3,6,5,63,2,3,100,0,29,0,15,2,5,0,1,0,1,0,76,0,0,0,1,0,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus Hoge Hexel,0189::SB15,7467 PL,812,686,0,1,0,0,6,612,69,0,0,0,0,0,687,82,62,158,42,9,15,9,71,9,2,96,0,28,0,13,5,4,0,1,0,1,0,77,0,0,0,0,2,0,0,0,0,,
Zwolle,Wierden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0189::SB16,7642 EB,0,642,0,0,0,0,2,589,51,0,0,0,0,0,642,136,57,202,64,9,23,39,50,10,2,25,0,7,0,9,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,,
