contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Infirmerie,0501::SB1,3231 AL,1517,664,2,0,0,0,4,584,78,0,0,0,0,0,666,197,95,43,93,27,30,23,7,28,6,1,1,54,3,26,8,13,0,2,0,0,2,1,1,0,0,0,1,2,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Arsenaal,0501::SB2,3231 AL,1783,1083,4,0,0,1,4,1003,81,0,0,1,0,0,1088,314,119,58,194,46,40,43,6,36,8,5,10,77,6,76,8,24,0,0,1,2,5,2,1,1,0,0,1,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scheepvaart en Transportcollege,0501::SB3,3232 AE,935,622,0,0,0,1,2,572,49,0,0,1,0,0,623,150,127,30,51,15,40,22,13,34,8,2,5,66,2,31,11,11,0,0,0,0,1,1,1,0,0,0,1,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Vlinderhof,0501::SB4,3232 SX,1982,844,1,0,0,6,0,795,56,0,0,6,0,0,851,243,90,55,143,27,54,32,13,39,19,2,0,51,0,51,4,8,0,2,1,1,3,3,0,1,2,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Rede,0501::SB5,3232 CV,1428,963,0,0,0,0,2,869,93,0,0,1,0,0,964,218,184,47,108,32,57,43,12,26,20,6,8,95,1,46,6,17,0,3,1,7,6,13,0,0,5,0,2,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Dijckhuis Vierpolders,0501::SB6,3237 AK,1454,981,3,0,0,0,0,876,108,0,0,0,0,0,984,297,150,69,87,21,54,40,14,24,13,9,2,92,1,64,7,8,1,0,0,1,4,21,0,0,0,0,1,1,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Gaffelaar,0501::SB7,3238 AD,1549,1082,3,4,0,2,0,992,99,0,0,2,0,0,1091,305,181,68,128,27,69,40,6,38,6,1,5,94,1,74,3,14,0,1,0,7,2,9,0,0,0,0,3,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wellantcollege,0501::SB9,3232 VC,1095,652,4,0,0,1,0,591,66,0,0,1,0,0,657,165,156,34,56,23,37,18,6,19,4,6,0,71,2,25,5,6,1,1,1,1,2,7,2,0,1,0,3,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maerlant,0501::SB11,3232 PX,2149,1156,4,0,0,0,3,1042,115,0,0,0,0,0,1160,397,153,65,171,22,33,40,6,29,9,0,0,110,3,82,4,13,0,2,1,1,6,5,2,0,2,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Infirmerie (maandag),0501::SB12,3231 AL,0,232,0,0,0,1,0,213,18,0,1,0,0,0,231,73,27,16,31,6,22,19,5,10,4,1,0,7,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Infirmerie (dinsdag),0501::SB13,3231 AL,0,208,0,0,0,0,4,183,21,0,0,0,0,0,208,77,17,18,23,3,13,14,1,12,2,5,0,9,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Vlinderhof (maandag),0501::SB14,3232 SX,0,350,0,0,0,0,0,324,26,0,0,0,0,0,350,96,32,48,44,5,36,31,9,11,0,0,0,8,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Vlinderhof (dinsdag),0501::SB15,3232 SX,0,355,0,0,0,0,0,317,38,0,0,0,0,0,355,85,38,36,49,10,26,25,14,14,5,0,1,19,1,16,5,6,0,0,0,1,0,2,1,0,0,0,0,1,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maerlant (maandag),0501::SB16,3232 PX,0,212,1,0,0,1,0,190,24,0,0,1,0,0,214,62,29,18,29,6,12,15,4,4,5,0,0,10,1,8,1,5,0,1,0,0,0,2,0,0,0,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maerlant (dinsdag),0501::SB17,3232 PX,0,270,0,0,0,0,3,238,29,0,0,0,0,0,270,77,46,19,33,7,21,6,6,11,7,0,2,11,1,14,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,,
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau (10 t/m 16 maart),0501::SB18,3231 AP,0,1301,4,2,0,0,,,,,0,0,,,1307,373,104,215,137,17,116,167,44,33,29,7,2,2,2,38,1,5,0,0,0,1,2,0,0,3,0,3,0,0,0,0,0
Dordrecht,Brielle,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau (woensdag 17 maart),0501::SB19,3231 AP,0,37,0,3,0,0,,,,,0,0,,,40,9,4,3,4,1,5,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
