contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Unit hoek A.Verherentstraat / Maerelaan,0396::SB1,,1998,939,2,1,0,0,1,860,81,0,0,0,0,0,942,178,149,60,133,57,56,41,7,42,8,1,32,98,6,25,5,12,4,3,0,3,5,7,2,1,1,0,0,3,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Bachstraat,0396::SB2,1962 AZ,1681,1110,2,3,0,0,6,1003,109,3,0,3,0,0,1118,179,170,51,176,68,85,46,13,62,10,3,41,119,7,26,3,22,9,4,0,3,5,4,1,0,1,1,0,0,0,1,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Unit grasveld Linthorst Homanstraat,0396::SB3,,1901,1485,2,2,0,1,4,1364,122,0,0,1,0,0,1490,341,144,101,263,91,112,73,21,77,24,3,9,94,9,34,6,37,0,1,3,2,7,16,2,0,1,11,0,3,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal de Velst,0396::SB4,1963 KL,1909,781,2,3,0,0,3,706,77,0,0,0,0,0,786,196,68,55,140,36,46,51,15,39,9,2,2,55,2,21,8,17,0,3,0,2,2,5,3,1,0,2,0,0,1,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brandweerkazerne,0396::SB5,1962 TG,1747,894,0,0,0,0,2,829,63,0,0,0,0,0,894,177,105,70,140,54,58,44,6,42,6,4,9,73,8,33,6,25,2,3,0,5,4,3,4,3,0,7,0,2,0,1,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Unit parkeerplaats buurthuis De Schuilhoek,0396::SB6,1962 TV,1624,937,3,1,0,2,0,855,88,0,0,2,0,0,943,210,111,79,163,42,60,29,12,40,9,1,14,77,7,29,4,22,1,3,1,2,7,9,0,0,0,1,0,4,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis Raadzaal,0396::SB7,1964 EZ,2449,1106,2,4,0,0,6,1007,99,0,0,0,0,0,1112,259,109,77,205,66,66,60,16,56,11,0,19,65,4,29,3,23,1,4,0,4,8,9,7,1,0,3,0,1,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kantine Tennisvereniging de Hulstenaar,0396::SB8,1964 HZ,1698,1042,0,1,0,2,0,957,88,0,0,2,0,0,1045,316,111,74,170,53,63,44,15,33,15,2,0,66,1,37,7,13,0,1,0,4,3,7,1,0,0,5,0,1,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal de Visserstraat,0396::SB9,1964 SB,1811,1038,1,2,0,3,0,959,85,0,0,3,0,0,1044,237,140,78,152,60,70,42,12,47,22,1,9,76,1,29,8,26,0,1,0,4,6,4,3,1,0,5,0,4,0,0,,
Haarlem,Heemskerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum D'Evelaer,0396::SB10,1969 MV,1446,1077,2,1,0,0,0,961,119,0,0,0,0,0,1080,375,98,92,164,32,40,25,11,44,6,3,0,76,4,26,9,27,0,0,0,1,3,33,1,0,1,6,0,0,0,0,,
