contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (Raadzaal),0327::SB1,3831 NA,3008,1746,4,2,0,2,6,1557,191,0,0,2,0,0,1754,398,148,139,341,114,94,84,72,77,12,15,19,87,10,44,7,43,3,7,0,4,6,11,3,2,0,0,2,1,3,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MHC Leusden,0327::SB2,3835 PT,1000,507,0,0,0,0,2,436,69,0,0,0,0,0,507,156,36,44,117,12,14,10,38,17,1,2,0,21,1,17,2,13,0,2,0,1,0,2,0,0,0,0,1,0,0,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau LTV Leusden Tennisvereniging,0327::SB3,3831 WE,2861,1606,4,1,0,0,9,1439,164,1,0,1,0,0,1612,419,121,96,330,75,86,68,80,84,14,21,6,70,2,40,3,52,2,2,1,4,6,11,3,2,1,1,6,0,0,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Marcuskerk,0327::SB4,3831 JJ,1913,1970,3,2,0,0,1,1777,197,0,0,0,0,0,1975,456,110,136,404,131,93,98,136,108,8,23,9,93,14,44,5,69,2,5,1,0,7,7,1,2,0,2,3,0,1,2,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bibliotheek,0327::SB5,3833 GL,1067,1608,1,1,0,0,3,1438,169,0,0,0,0,0,1610,312,97,98,331,144,107,71,92,83,9,17,10,82,8,25,8,72,1,5,2,9,12,5,1,1,0,0,5,1,0,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kastanjelaan,0327::SB6,3833 AN,1698,943,0,0,0,1,1,854,89,0,0,1,0,0,944,290,80,78,168,42,32,20,36,32,11,7,2,60,3,33,3,28,0,3,3,1,4,4,0,0,0,0,2,0,0,1,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw van Roda '46,0327::SB7,3833 BM,1350,704,1,0,0,0,2,640,63,0,0,0,0,0,705,170,57,53,128,35,42,35,46,21,4,9,8,29,6,23,2,18,1,2,1,3,2,7,1,0,0,0,0,0,1,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Groene Belevenis,0327::SB8,3833 GM,1526,1130,1,1,0,0,4,1001,128,1,0,1,0,0,1133,284,73,94,192,63,51,49,93,54,15,29,4,40,8,20,4,39,0,2,1,1,1,4,1,2,2,0,4,0,0,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Antares,0327::SB9,3832 JS,2751,1738,2,1,0,0,3,1564,174,0,0,0,0,0,1741,494,81,143,444,91,40,45,83,55,7,46,10,59,6,33,4,57,5,4,2,3,12,8,2,1,1,0,1,0,1,0,,
Utrecht,Leusden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool St Joseph,0327::SB10,3791 AR,2182,493,1,0,0,0,0,439,55,0,0,0,0,0,494,148,53,86,50,11,16,4,9,14,1,7,0,23,1,24,1,14,0,0,0,0,2,28,0,0,0,0,1,0,0,0,,
