contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1901::SB1,2411 BD,1977,1372,2,5,0,2,4,1234,143,0,0,2,0,0,1381,328,116,120,207,42,40,46,120,26,12,81,38,88,4,37,4,29,4,4,0,2,4,15,2,0,0,1,0,2,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meent,1901::SB2,2411 VV,1946,745,1,2,0,1,1,666,82,0,0,1,0,0,749,183,69,76,73,24,27,17,50,10,4,51,55,45,1,25,1,12,7,2,0,1,1,8,0,2,0,1,0,0,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau bij Everts,1901::SB3,2411 CV,1633,1223,5,2,0,1,7,1098,126,0,0,1,0,0,1231,283,115,87,192,50,46,26,111,21,13,79,24,70,6,35,4,35,2,5,0,0,10,5,2,0,0,1,0,1,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Doortocht,1901::SB4,2411 DS,1618,807,2,1,0,0,1,716,93,0,0,0,0,0,810,232,83,91,93,25,31,19,36,20,5,38,7,54,0,30,2,11,2,1,1,1,3,21,0,0,0,1,0,0,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstencentrum 'Rijngaarde',1901::SB5,2411 EV,1538,1048,1,1,0,0,0,956,94,0,0,0,0,0,1050,224,119,104,115,27,42,32,122,21,5,108,7,56,4,24,3,9,3,2,1,2,3,9,1,0,1,3,0,0,1,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging ESTO,1901::SB6,2411 LL,1413,819,0,0,0,0,1,722,96,0,0,0,0,0,819,220,83,85,80,32,27,22,60,12,6,75,11,38,1,32,1,11,7,0,0,2,4,5,2,0,1,1,0,1,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau sporthal 'De Sporthoeve' HAL 1,1901::SB7,2411 LG,1893,1230,4,3,0,0,3,1086,148,0,0,0,0,0,1237,284,101,104,158,62,48,31,81,21,7,117,47,81,3,42,7,15,6,3,1,1,3,2,2,1,1,0,0,1,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau sporthal 'De Sporthoeve' HAL 2,1901::SB8,2411 LG,2093,1160,1,1,0,0,4,1004,154,0,0,0,0,0,1162,280,92,116,148,38,55,33,86,34,9,100,20,57,4,38,2,19,11,3,0,1,2,8,2,0,0,1,0,1,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 'Hollandse Boerderij',1901::SB9,2411 PK,336,267,0,0,0,0,3,237,27,0,0,0,0,0,267,53,25,60,31,16,5,6,5,6,2,6,0,12,2,14,1,5,0,1,0,1,0,14,0,0,0,1,0,1,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Wierickehuis,1901::SB10,2415 AW,1415,1063,5,1,0,0,3,936,132,1,0,2,1,0,1071,252,136,141,115,25,31,14,66,30,5,78,2,69,3,29,4,20,0,0,0,2,3,34,1,0,0,1,0,2,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Custwijc,1901::SB11,3465 KG,1506,1063,12,1,0,0,0,933,143,0,0,0,0,0,1076,215,79,116,80,17,18,11,90,21,8,224,0,71,6,42,11,8,1,1,0,3,5,34,0,0,0,2,0,0,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huiskamer van Waarder,1901::SB12,3466 LN,1242,795,1,3,0,2,5,689,107,0,0,2,0,0,801,131,52,113,37,11,12,6,67,10,4,251,4,45,0,18,0,13,0,4,1,1,2,10,0,0,0,0,0,3,0,,
Leiden,Bodegraven-Reeuwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum De Brug Zaal 1,1901::SB13,2811 CA,2257,1060,0,3,0,5,7,943,108,0,5,0,0,0,1058,314,79,94,186,37,31,26,40,39,7,27,16,69,4,45,3,26,0,2,1,0,2,5,0,0,1,0,0,6,0,,
