contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parrotia,1674::SB1,4701 PA,1225,891,1,1,0,0,1,820,72,0,0,0,0,0,893,246,110,59,138,52,57,37,9,36,7,1,7,64,1,21,3,23,1,1,0,4,6,4,0,2,1,0,0,0,0,1,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurhuis de Suite,1674::SB2,4701 EK,1864,903,2,1,0,1,3,816,88,0,0,1,0,0,907,252,132,53,141,41,60,40,5,39,9,1,12,57,0,25,1,21,0,3,0,5,1,2,1,0,0,1,0,1,0,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Keijenburg,1674::SB3,4702 CG,1504,966,2,6,0,0,2,874,98,0,0,0,0,0,974,229,126,62,128,40,77,41,3,39,12,0,37,74,4,39,2,21,7,1,0,3,8,4,1,0,0,0,0,3,0,5,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Recreatiezaal Mimosaflat,1674::SB4,4702 BR,1509,702,3,1,0,0,0,640,66,0,0,0,0,0,706,164,107,47,101,47,68,40,1,21,7,2,9,36,2,19,0,15,0,1,0,3,4,2,3,0,3,0,0,0,0,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Fatimahuis,1674::SB5,4702 GZ,1619,1025,2,3,0,5,1,931,103,0,0,5,0,0,1035,231,114,60,156,59,60,51,7,40,10,3,97,60,3,22,3,14,18,1,0,4,9,0,1,0,0,1,0,1,0,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wiekendael,1674::SB6,4702 ZB,1369,793,2,3,0,0,1,698,99,0,0,0,0,0,798,150,130,43,96,46,69,35,8,41,13,1,25,71,2,14,4,17,7,4,0,6,1,4,0,1,0,1,0,1,1,2,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum Kalsdonk,1674::SB7,4702 NS,1816,815,2,1,0,1,2,663,154,0,0,1,0,0,819,122,148,29,71,54,58,35,4,16,5,1,161,47,3,14,1,8,22,4,0,3,2,2,1,0,0,0,0,3,1,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum Kalsdonk,1674::SB8,4702 NS,1744,1035,1,2,0,2,2,845,193,0,0,2,0,0,1040,175,156,41,112,58,48,33,4,22,11,0,231,71,3,16,2,6,22,2,0,0,5,10,1,1,2,0,0,1,1,1,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parkeerterrein Liebau,1674::SB9,4703 CC,1626,695,3,0,0,0,2,627,69,0,0,0,0,0,698,187,112,48,91,30,58,30,7,23,5,1,3,48,1,17,4,17,2,2,0,1,3,4,0,1,0,0,0,0,0,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Westrand,1674::SB10,4703 HX,1376,545,0,2,0,0,1,478,68,0,0,0,0,0,547,88,97,23,40,27,54,28,1,16,4,0,86,43,0,13,3,4,11,1,0,2,2,0,0,0,0,0,1,0,1,0,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kadeplein,1674::SB11,4703 GG,1399,688,2,3,0,1,0,620,72,0,1,0,0,0,692,164,107,31,101,31,50,26,0,21,7,0,42,50,1,17,7,13,5,1,2,0,2,4,0,3,1,0,0,1,0,1,,
Tilburg,Roosendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Moeder Godskerk,1674::SB12,4707 AW,1707,781,1,2,0,2,2,677,103,0,2,0,0,0,782,198,111,64,86,35,57,36,8,27,10,1,35,49,2,24,2,11,12,1,0,2,4,5,0,0,0,0,1,0,0,0,,
