contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0232::SB1,8161 EE,1416,1126,2,2,2,0,17,1103,12,0,0,2,0,0,1132,292,112,117,169,63,46,47,48,46,10,15,12,71,3,18,3,20,2,5,1,2,1,14,2,2,1,1,2,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Europalaan,0232::SB2,8161 ZA,1270,842,0,1,0,0,6,835,2,0,0,0,0,0,843,227,102,82,109,37,43,56,33,15,4,8,5,60,2,27,4,6,0,0,0,0,3,14,1,2,0,0,1,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Openbare Basisschool Zuuk,0232::SB3,8161 RJ,759,583,0,0,0,0,0,529,56,0,0,0,0,0,583,127,63,56,45,23,32,24,44,22,6,40,0,25,0,13,0,9,0,1,1,0,0,49,0,0,0,0,2,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hervormde gemeente Goede Herderkerk,0232::SB4,8162 VW,1485,719,3,0,0,0,6,645,71,0,0,0,0,0,722,152,96,61,83,24,41,51,55,19,9,12,25,46,4,12,0,11,1,3,0,1,0,5,1,2,0,0,5,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Regenboogkerk Epe,0232::SB5,8162 HA,1232,569,0,2,0,1,4,507,61,0,0,1,0,0,572,154,42,74,87,18,13,30,42,30,5,20,3,18,0,15,1,12,0,1,0,0,0,4,0,0,0,0,0,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prins Willem Alexander - Hal A,0232::SB6,8162 BE,1485,883,1,0,0,0,2,771,111,0,0,0,0,0,884,258,91,61,121,37,19,38,55,49,3,17,7,41,0,34,2,34,0,1,2,2,2,6,0,0,1,0,1,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prins Willem Alexander - Hal B,0232::SB7,8162 BE,1520,818,1,0,0,0,4,723,92,0,0,0,0,0,819,245,94,65,100,22,41,28,44,29,14,9,4,64,1,24,0,11,0,2,0,0,4,12,2,1,0,0,2,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau S.V. Wissel,0232::SB8,8162 PR,986,664,0,2,0,0,23,569,73,0,1,0,0,0,665,193,69,64,108,21,18,19,45,35,1,9,0,33,0,11,2,9,0,0,0,0,3,19,1,0,0,1,0,0,3,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkvereniging Burgerenk,0232::SB9,8162 ZV,1589,950,2,0,0,0,1,868,83,0,0,0,0,0,952,219,133,76,104,47,82,69,44,27,7,12,15,50,4,17,3,9,0,2,0,0,4,17,0,1,2,2,3,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hervormde Gemeente Sionskerk,0232::SB10,8161 VV,1259,672,0,1,0,0,2,594,77,0,0,0,0,0,673,152,122,82,50,23,38,42,36,22,9,14,10,28,0,17,1,4,0,1,0,0,2,8,1,0,2,4,4,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Hezebrink,0232::SB12,8166 AL,1240,887,1,0,0,2,7,787,96,0,0,2,0,0,890,217,154,55,68,14,31,37,51,30,12,80,0,77,2,18,4,9,0,1,1,0,4,17,0,3,0,0,2,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw De Hoeksteen,0232::SB13,8166 AT,1187,703,0,3,0,0,7,611,88,0,0,0,0,0,706,147,83,61,47,23,13,18,66,13,9,122,0,35,1,16,5,9,0,3,0,1,0,31,0,0,0,0,0,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kulturhus Oene,0232::SB14,8167 NL,1230,932,0,3,0,0,0,817,118,0,0,0,0,0,935,133,66,120,61,22,31,27,167,16,0,148,2,33,2,12,1,17,0,2,0,0,0,69,0,0,1,2,0,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde Tabernakel kerk,0232::SB15,8171 EH,911,647,1,1,0,0,6,581,62,0,0,0,0,0,649,179,73,66,94,22,18,16,45,35,9,10,3,25,1,25,2,7,1,1,1,1,1,10,0,0,0,0,2,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwem- en Sportcentrum De Koekoek,0232::SB16,8171 VH,1407,816,0,1,0,1,3,731,84,0,0,1,0,0,818,170,76,80,108,31,50,36,42,23,7,17,45,49,2,26,1,17,0,1,0,2,8,14,1,0,3,2,4,0,1,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw c.s.v. VIOS,0232::SB17,8172 CN,1669,1054,5,2,0,0,0,970,91,0,0,0,0,0,1061,166,144,85,121,37,100,49,34,27,9,18,80,77,6,18,2,8,6,4,0,3,1,23,1,0,24,4,7,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum De Wieken,0232::SB18,8171 CE,1348,951,2,0,0,0,6,840,107,0,0,0,0,0,953,284,90,81,136,22,55,36,41,31,10,16,12,62,0,28,5,12,0,1,1,2,2,16,2,1,3,0,2,0,0,,
Arnhem,Epe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Evangelisatiecentrum Woord en Daad,0232::SB19,8171 AC,1555,976,3,1,0,0,5,896,79,0,0,0,0,0,980,265,103,89,103,23,47,31,47,15,10,118,2,53,0,20,2,7,1,1,0,0,4,27,0,1,2,2,3,0,0,,
