contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bombardon,1640::SB1,6093 GA,1631,1187,3,1,0,0,10,1066,118,0,0,0,0,0,1194,320,176,108,190,33,77,53,7,33,20,2,3,86,1,25,4,14,0,4,1,1,6,15,3,1,0,3,1,0,0,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scholengemeenschap Sint Ursula Heythuysen,1640::SB2,6093 EN,1925,881,0,0,0,0,1,776,105,0,0,0,0,0,882,239,139,97,130,28,30,35,8,21,10,5,3,36,2,28,6,20,0,0,0,0,5,32,2,2,1,2,0,0,0,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau PDV De Vliegende Hollander,1640::SB3,6093 AT,1624,691,2,3,0,0,2,631,63,0,0,0,0,0,696,125,144,65,109,26,53,35,8,12,7,0,0,57,1,13,3,13,0,1,1,0,4,10,0,0,0,2,0,0,2,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Baexheimerhof,1640::SB4,6095 BD,1889,1251,2,1,0,0,3,1138,113,0,0,0,0,0,1254,306,172,149,224,24,75,50,10,26,11,2,0,86,1,36,2,25,0,1,1,1,4,40,1,0,0,1,2,0,1,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Meeting Point De Nassaurie,1640::SB5,6096 DZ,1346,915,3,1,0,0,0,843,78,0,0,0,0,0,921,206,143,127,127,41,60,39,5,32,16,0,1,39,0,20,4,15,0,0,0,5,3,29,2,0,0,1,0,0,0,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trefcentrum Kelpen-Oler,1640::SB6,6037 RX,880,619,1,0,0,0,2,550,68,0,0,0,0,0,620,130,124,114,81,16,28,15,5,10,5,0,2,27,0,16,1,6,2,0,0,2,3,28,0,1,0,1,2,0,0,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel-Restaurant De Beukelaer,1640::SB7,6088 EG,1705,1058,5,1,0,0,2,942,120,0,0,0,0,0,1064,259,151,104,203,42,61,31,8,24,12,2,3,55,1,37,1,15,0,0,1,1,3,33,0,3,0,2,2,1,3,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Kloeästerhoaf,1640::SB8,6088 BC,1774,1152,4,0,0,0,4,1029,123,0,0,0,0,0,1156,300,160,114,211,40,88,60,2,32,18,2,0,31,0,28,3,10,1,2,1,2,3,35,0,1,0,5,1,0,2,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Klokkestoel,1640::SB9,6089 NG,554,459,1,0,0,0,0,383,77,0,0,0,0,0,460,103,63,78,52,15,33,19,4,21,9,0,0,20,0,6,2,3,0,0,0,0,1,26,0,0,0,1,3,0,0,0,,
Maastricht,Leudal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Handbooglokaal Vriendschap & Strijd,1640::SB10,6086 NR,1265,713,4,0,0,0,0,615,102,0,0,0,0,0,717,149,104,73,145,20,22,9,3,20,9,0,0,44,1,29,0,12,0,0,1,1,1,65,0,0,0,2,1,0,2,0,,
