contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hal Stadhuis,0718::SB1,4382 LG,0,748,2,1,0,0,5,655,91,0,0,0,0,0,751,158,92,65,81,23,64,81,19,36,22,9,28,38,1,14,1,8,0,1,0,0,3,2,0,1,0,1,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal basisschool Louise de Coligny,0718::SB2,4384 EV,0,449,0,0,0,1,0,406,44,0,0,1,0,0,450,119,49,50,60,10,29,53,20,17,7,13,0,11,0,4,2,2,0,0,0,0,0,0,1,0,0,1,0,1,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting ROAT,0718::SB3,4385 AM,0,207,0,0,0,0,0,189,18,0,0,0,0,0,207,42,16,20,21,7,18,29,7,4,7,8,0,15,0,4,1,2,1,0,0,1,0,3,0,0,0,1,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal Het Kroonjuweel,0718::SB4,4388 MD,0,348,0,2,0,1,1,325,25,0,0,1,0,0,351,62,35,32,42,12,31,42,16,12,16,10,2,24,1,6,0,2,0,0,0,0,0,0,0,1,1,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hal Stadhuis,0718::SB5,4382 LG,0,663,1,4,0,0,6,594,68,0,0,0,0,0,668,122,97,50,74,30,60,51,16,37,14,2,26,35,7,15,2,11,3,2,0,0,2,2,0,2,0,0,3,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal basisschool Louise de Coligny,0718::SB6,4384 EV,0,420,1,0,0,1,2,375,45,0,0,1,0,0,422,107,40,37,65,16,24,42,12,17,6,14,5,8,0,11,4,5,0,0,0,0,2,4,1,0,0,0,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting ROAT,0718::SB7,4385 AM,0,248,2,0,0,0,0,229,21,0,0,0,0,0,250,50,39,17,31,5,24,16,8,6,5,10,3,15,1,7,2,2,0,1,0,0,1,3,0,0,0,0,2,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal Het Kroonjuweel,0718::SB8,4388 MD,0,364,0,1,0,0,0,327,41,3,0,3,0,0,368,70,52,35,49,8,35,29,16,6,10,8,7,19,1,12,1,3,0,0,0,0,0,2,0,0,1,0,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hal Stadhuis,0718::SB9,4382 LG,2604,1823,8,11,0,1,17,1644,182,0,0,1,0,0,1843,263,262,76,224,118,146,108,43,95,22,16,46,216,24,47,17,39,6,11,0,6,11,10,3,1,1,9,3,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau v/m Bibliotheek 't Spui,0718::SB10,4381 HR,2271,1089,3,1,0,0,8,1003,82,0,0,0,0,0,1093,203,136,43,179,44,81,90,27,56,17,11,2,91,2,42,7,26,1,6,1,4,3,3,2,2,7,1,2,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speelzaal lokaal De Combinatie,0718::SB11,4382 KB,1873,925,2,2,0,0,0,825,104,0,0,0,0,0,929,136,132,43,107,55,86,54,11,39,15,4,96,81,7,10,7,11,12,6,2,5,2,0,1,1,1,1,0,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Baskensburg,0718::SB12,4383 NG,1140,717,0,2,0,0,1,631,87,0,0,0,0,0,719,100,125,25,81,25,46,36,10,35,15,3,37,101,8,21,4,17,6,6,1,1,5,0,1,1,2,0,1,4,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bioscoop CineCity,0718::SB13,4381 LZ,1684,900,0,0,0,0,9,824,67,0,0,0,0,0,900,170,95,70,135,35,51,66,18,63,13,5,15,69,6,27,11,28,2,4,0,6,3,5,2,0,0,0,1,0,,
Middelburg,Vlissingen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Beheer Gemeente Vlissingen,0718::SB14,4383 AZ,1949,512,0,1,0,0,6,454,53,0,0,0,0,0,513,120,50,37,104,16,26,43,11,25,8,11,3,25,1,10,2,9,0,0,1,0,1,2,1,3,1,2,0,0,,
