contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentr.De KunstGreep,0431::SB1,1511 BD,1622,663,1,4,0,0,3,605,58,0,2,0,0,0,666,139,94,43,113,25,44,26,14,26,4,2,3,50,11,19,4,22,1,2,1,0,3,4,0,2,0,0,7,0,2,2,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent achter het gemeentehuis,0431::SB2,1511 BD,1352,783,23,3,0,0,8,687,82,0,32,0,0,0,777,187,106,38,106,47,37,29,13,41,5,5,3,80,2,26,8,20,0,3,0,0,2,3,0,2,0,0,0,0,16,4,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent bij basisschool De Rietkraag,0431::SB3,1511 WV,1581,900,2,1,0,0,4,820,79,0,0,0,0,0,903,212,129,42,136,50,37,70,21,44,4,2,1,68,4,29,9,12,1,6,2,2,3,4,3,0,0,0,1,0,8,0,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw muziekvereniging Excelsior,0431::SB4,1511 BV,1356,709,0,0,0,0,0,621,88,0,0,0,0,0,709,212,98,34,113,40,20,22,7,36,6,4,0,39,5,27,6,16,0,1,0,1,3,13,1,0,0,0,1,0,3,1,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent bij basisschool De Kweekvijver,0431::SB5,1511 LK,1660,1148,1,1,0,0,5,1032,113,0,0,0,0,0,1150,328,178,47,129,51,74,52,13,53,13,8,18,87,9,40,11,15,0,1,1,3,3,5,0,0,2,0,3,0,3,1,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-through,0431::SB6,1511 HV,0,571,2,2,0,0,3,515,57,0,0,0,0,0,575,173,113,12,60,15,29,17,2,15,3,2,3,53,2,32,5,5,0,0,0,0,2,17,0,0,0,0,7,0,4,0,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Gemeentehuis t/m 16-03-2021,0431::SB7,1511 BD,0,617,1,0,0,0,,,,,0,0,,,618,164,82,69,43,29,43,93,16,25,25,2,0,6,1,16,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Gemeentehuis 17-03-2021,0431::SB8,1511 BD,0,15,0,0,0,0,,,,,0,0,,,15,5,1,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent achter het gemeentehuis,0431::SB21,1511 BD,0,289,0,1,0,0,2,269,19,0,0,0,0,0,290,75,31,22,31,15,17,41,7,14,9,1,2,3,0,11,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent achter het gemeentehuis,0431::SB22,1511 BD,0,342,0,0,0,0,1,325,16,0,0,0,0,0,342,80,55,30,40,9,21,39,12,14,3,0,1,15,4,7,0,1,0,0,3,0,0,3,0,1,0,0,4,0,0,0,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent bij basisschool De Kweekvijver,0431::SB51,1511 LK,0,133,0,3,0,0,0,122,14,0,0,0,0,0,136,28,28,7,18,7,14,13,1,3,4,0,0,1,1,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Den Helder,Oostzaan,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent bij basisschool De Kweekvijver,0431::SB52,1511 LK,0,192,0,0,0,0,0,177,15,0,0,0,0,0,192,62,37,9,15,5,12,7,1,9,1,0,3,14,0,11,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,
