contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadskantoor,0796::SB101,5211 HH,1506,1706,6,2,0,1,8,1573,134,0,0,1,0,0,1715,444,106,78,446,142,53,77,12,90,5,3,16,47,11,29,7,112,3,8,2,1,5,2,0,2,1,0,1,1,0,2,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Groot Tuighuis,0796::SB102,5211 LJ,1314,695,4,1,0,1,3,662,34,0,1,0,0,0,699,121,33,32,202,82,28,41,5,53,2,0,0,19,12,16,1,37,0,4,0,2,3,0,0,1,0,0,1,0,0,0,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (A),0796::SB103,5211 NH,2335,1115,2,1,0,1,3,1061,55,0,0,1,0,0,1119,226,61,49,304,116,59,43,6,82,3,0,14,49,12,16,2,52,0,9,3,1,1,1,1,0,1,1,0,0,0,3,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (B),0796::SB104,5211 NH,3664,1310,1,0,0,3,10,1231,73,0,0,3,0,0,1314,285,58,43,382,128,63,57,8,72,8,4,8,63,12,23,0,79,0,3,0,3,4,1,2,0,1,0,0,3,0,0,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (A maandag),0796::SB105,5211 NH,0,376,0,1,0,2,0,354,21,0,2,0,0,0,375,79,21,34,87,36,22,31,2,25,3,1,0,12,2,4,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,1,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (B maandag),0796::SB106,5211 NH,0,445,0,1,0,2,0,416,32,0,0,2,0,0,448,103,18,40,98,34,34,37,5,27,2,0,7,11,1,12,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (A dinsdag),0796::SB107,5211 NH,0,439,2,1,0,3,0,397,42,0,3,0,0,0,439,90,26,14,95,39,27,47,5,38,1,0,4,9,5,5,0,18,5,4,1,2,3,0,0,0,0,0,1,0,0,0,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Orangerie (B dinsdag),0796::SB108,5211 NH,0,331,2,2,0,0,2,320,13,0,0,0,0,0,335,63,21,18,90,35,21,13,4,31,3,0,1,5,2,1,0,16,0,1,1,0,2,0,0,0,1,0,0,1,0,1,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadsklooster San Damiano,0796::SB109,5211 CA,1007,1176,0,0,0,0,6,1112,60,2,0,2,0,0,1178,283,30,49,368,112,38,46,14,94,3,0,2,19,7,13,0,83,2,2,0,0,6,1,0,0,0,1,1,2,0,0,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verkadefabriek,0796::SB110,5211 VD,1395,1059,2,0,0,0,6,1013,42,0,0,0,0,0,1061,159,45,37,258,143,70,43,6,95,2,1,7,31,26,17,2,79,4,7,0,4,9,5,0,1,0,0,0,5,0,3,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tijdelijke Unit Centraal Station,0796::SB111,5211 AP,0,2182,4,5,0,2,24,2057,108,0,2,0,0,0,2189,428,96,73,593,241,81,79,14,137,12,1,33,91,47,40,7,147,7,10,1,8,14,7,1,2,1,0,2,7,1,1,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tijdelijke Unit Centraal Station (maandag),0796::SB112,5211 AP,0,541,1,0,0,3,0,510,35,0,0,3,0,0,545,108,31,37,130,45,40,35,4,28,2,1,13,11,6,10,1,30,1,0,0,2,1,0,0,0,0,1,1,2,0,1,,
's-Hertogenbosch,'s-Hertogenbosch,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tijdelijke Unit Centraal Station (dinsdag),0796::SB113,5211 AP,0,657,1,2,0,3,6,615,42,0,0,3,0,0,663,108,32,35,172,68,44,31,3,43,3,0,20,15,4,9,1,47,2,6,1,2,2,0,3,1,0,0,0,4,0,1,,
