contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Aleida Kramersingel Coevorden,0109::SB1,7741 GE,1221,1043,3,4,0,0,12,931,103,0,4,0,4,0,1046,238,201,101,103,21,79,64,20,23,12,3,7,93,3,29,6,9,1,2,0,1,3,17,2,2,0,0,2,1,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater De Fabriek Coevorden,0109::SB2,7741 HB,1110,584,1,2,0,0,4,540,43,0,0,0,0,0,587,147,62,79,82,13,45,35,12,11,8,5,1,27,3,19,1,12,0,1,0,1,3,8,2,3,0,2,2,0,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Swaneburg Coevorden,0109::SB3,7742 VV,1176,994,3,1,0,0,7,905,86,0,0,0,0,0,998,246,182,125,118,22,70,36,16,8,9,6,5,72,0,25,4,6,0,4,0,1,2,27,2,2,0,1,5,0,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal de Loo Coevorden,0109::SB4,7741 EJ,1876,1508,1,6,0,0,2,1365,151,3,0,3,0,0,1518,308,333,154,136,27,119,101,30,30,10,6,5,131,2,37,9,11,0,1,0,1,5,42,1,2,1,0,5,1,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau BSV Tuindorp Coevorden,0109::SB5,7741 TP,1319,222,1,0,0,0,0,203,20,0,0,0,0,0,223,42,42,24,25,5,18,17,2,5,0,0,2,24,1,2,0,4,1,0,0,2,0,4,0,0,0,0,1,1,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau BSV De Binnenvree Coevorden,0109::SB6,7742 AJ,1600,238,0,0,0,0,0,217,21,0,0,0,0,0,238,30,75,18,22,5,7,29,1,2,4,1,0,30,0,2,1,1,0,0,0,0,0,2,0,2,0,0,6,0,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drostenhal Coevorden,0109::SB7,7742 WJ,2249,1464,1,1,0,1,1,1326,140,0,0,1,0,0,1467,321,279,142,155,53,125,83,17,28,17,8,3,122,2,34,6,19,0,0,0,0,5,36,3,0,0,0,5,1,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ravelijn Verbindt Coevorden,0109::SB8,7741 VE,941,363,2,0,0,0,1,334,30,0,0,0,0,0,365,31,100,30,41,11,44,21,10,6,2,0,5,39,1,1,0,1,3,0,0,0,2,10,0,0,0,0,3,0,2,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Schalm Steenwijksmoer,0109::SB9,7741 PL,765,612,1,1,0,0,1,554,59,0,0,0,0,0,614,126,109,74,35,11,44,29,5,13,5,2,0,58,0,27,2,3,0,2,0,1,1,63,1,0,0,0,1,0,0,,
Assen,Coevorden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Het Spectrum Dalerpeel,0109::SB10,7753 TK,729,529,3,1,0,0,0,487,46,0,0,0,0,0,533,47,143,45,24,5,47,42,6,18,14,5,0,54,2,20,3,1,0,1,0,0,1,47,0,1,2,0,1,0,0,,
