contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0823::SB1,5688 AK,1731,1009,2,2,0,1,4,907,103,0,0,1,0,0,1014,337,110,105,158,28,70,35,1,39,11,1,1,35,1,26,2,19,0,3,0,2,2,17,1,1,1,0,1,2,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool de Linde,0823::SB2,5688 BM,1563,1117,2,2,0,4,0,991,134,0,0,4,0,0,1125,327,145,124,187,33,84,40,4,26,13,1,0,39,1,24,2,24,0,3,0,0,2,30,1,1,0,1,3,0,0,2,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Hart van Spoordonk,0823::SB4,5688 KN,1888,1321,4,2,0,1,2,1209,117,0,0,1,0,0,1328,432,124,176,191,46,81,32,7,42,8,1,0,71,0,22,0,24,0,3,0,2,5,46,2,2,0,0,2,2,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Obs De Korenbloem,0823::SB6,5688 PG,1540,1222,1,2,0,0,2,1117,106,0,0,0,0,0,1225,365,159,108,201,38,102,43,7,27,15,1,1,60,3,35,7,25,0,0,1,4,2,12,2,1,1,0,1,0,0,1,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Kerk Oostelbeers,0823::SB8,5091 BE,1397,997,4,4,0,0,0,912,93,0,0,0,0,0,1005,305,130,157,111,29,59,29,11,21,5,2,0,44,0,24,3,17,0,0,0,2,0,38,1,2,2,0,3,0,0,2,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Bboys,0823::SB9,5091 EM,1578,1011,2,2,0,0,0,924,91,0,0,0,0,0,1015,345,111,139,144,22,74,37,7,18,7,2,0,44,0,20,1,21,0,1,0,2,1,9,1,0,0,0,4,0,0,1,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum Ons Mevrouw,0823::SB10,5091 CB,1492,1068,0,1,0,0,2,933,134,0,0,0,0,0,1069,376,105,165,116,20,72,27,4,25,7,0,0,44,1,22,3,6,0,2,0,1,3,66,0,1,0,0,1,1,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtvereniging de Heikneuters,0823::SB11,5688 GD,1198,634,5,1,0,0,2,565,73,0,0,0,0,0,640,220,53,72,108,22,25,16,2,21,3,3,0,30,0,19,3,17,0,3,1,1,2,9,2,0,0,0,0,2,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Halm,0823::SB12,5688 SK,1396,804,1,3,0,0,1,729,78,0,0,0,0,0,808,226,131,77,106,30,61,32,3,15,17,0,2,30,0,20,1,29,0,4,1,2,2,7,0,1,1,0,4,1,0,1,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Groot Bijstervelt (kapel),0823::SB13,5688 NM,1329,940,0,0,0,0,0,851,89,0,0,0,0,0,940,321,90,142,118,37,44,21,1,16,5,0,2,41,2,32,6,26,0,1,1,2,0,24,0,1,3,0,1,0,0,3,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (vervroegd),0823::SB14,5688 AK,0,372,0,1,0,0,0,341,32,0,0,0,0,0,373,113,27,54,62,6,33,23,1,15,5,0,0,3,1,15,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum Ons Mevrouw (vervroegd),0823::SB15,5091 CB,0,158,0,0,0,0,1,148,9,0,0,0,0,0,158,44,14,44,18,5,14,0,2,8,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (vervroegd),0823::SB16,5688 AK,0,311,0,0,0,0,0,284,27,0,0,0,0,0,311,100,40,38,21,8,38,19,5,18,6,0,1,4,0,6,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum Ons Mevrouw (vervroegd),0823::SB17,5091 CB,0,212,0,0,0,0,1,197,14,0,0,0,0,0,212,56,33,36,17,6,22,21,2,1,6,1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0823::SB18,5688 AK,0,916,1,1,0,0,,,,,0,0,,,918,290,62,271,73,15,67,62,10,18,26,2,0,4,0,10,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oirschot,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0823::SB19,5688 AK,0,390,0,0,0,0,,,,,0,1,,,391,133,32,103,30,5,27,22,7,6,8,0,0,1,0,7,0,2,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,1
