contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café De Paus,0532::SB1,1614 LH,1932,1128,2,0,0,0,3,1028,99,0,0,0,0,0,1130,312,148,172,126,22,33,20,7,14,19,0,0,105,0,73,6,25,0,3,0,6,5,22,3,0,0,0,5,1,1,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Stek,0532::SB2,1613 LA,2052,1385,2,2,0,1,1,1266,123,0,0,1,0,0,1390,457,112,149,202,56,59,43,18,51,11,1,2,93,5,53,15,26,0,1,2,1,8,14,1,2,1,0,2,0,0,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Happy Days,0532::SB3,1613 KV,1555,668,0,1,0,0,2,610,57,0,0,0,0,0,669,163,117,59,76,17,38,21,13,32,9,5,0,61,1,31,5,7,0,2,0,1,0,6,2,0,0,0,1,0,0,1,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hét Postkantoor,0532::SB4,1611 AA,1897,1425,2,2,0,0,1,1282,146,0,0,0,0,0,1429,431,171,122,199,54,83,47,17,37,14,4,4,104,2,55,10,35,0,3,0,5,6,14,0,2,2,0,3,0,1,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vereenigingsgebouw de Tuf,0532::SB5,1611 AM,1798,1129,3,1,0,0,3,1026,105,0,0,1,0,0,1134,344,122,107,175,36,58,34,11,30,12,4,9,75,2,46,11,16,0,2,0,3,9,13,1,1,0,0,4,0,1,3,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal De Helt,0532::SB6,1611 ZL,1513,1097,1,1,0,0,1,990,108,0,0,0,0,0,1099,261,158,85,157,37,84,32,12,28,11,8,2,115,4,47,7,15,0,1,0,5,7,14,3,0,0,1,3,0,0,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Flint, nr. 1",0532::SB7,1611 WS,1172,604,1,0,0,0,2,538,65,0,0,0,0,0,605,134,107,37,65,25,51,19,8,23,7,4,8,64,4,17,2,12,0,2,0,4,0,2,2,4,0,0,1,0,2,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Flint, nr. 2",0532::SB8,1611 WS,1665,540,0,2,0,0,1,483,58,0,0,0,0,0,542,104,92,29,69,27,48,16,10,30,5,9,8,50,4,10,5,5,3,1,0,0,1,5,1,0,0,0,4,0,2,2,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Kloet, nr. 1",0532::SB9,1613 KR,1527,530,0,0,0,0,0,477,53,0,0,0,0,0,530,117,83,34,81,14,42,15,9,25,12,4,4,42,4,17,2,10,0,1,0,0,3,6,0,2,1,0,1,0,1,0,0,,
Den Helder,Stede Broec,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Kloet, nr. 2",0532::SB10,1613 KR,1455,1053,2,3,0,0,18,935,105,0,0,0,0,0,1058,226,173,52,131,43,79,43,23,29,16,6,14,117,1,32,13,23,0,4,1,5,3,12,2,0,0,0,4,0,0,1,0,,
