contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0377::SB1,2051 GJ,0,1270,0,0,0,4,17,1135,122,0,0,4,0,0,1274,385,32,53,417,71,22,40,10,71,4,1,7,32,9,27,4,73,0,2,1,0,7,0,1,0,0,1,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CJG,0377::SB2,2061 HW,0,842,10,0,0,0,1,760,91,0,0,0,0,0,852,255,46,38,208,44,27,25,13,70,2,0,2,32,4,13,1,49,1,1,0,1,4,1,0,0,0,1,0,1,3,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkelijk Centrum,0377::SB3,2061 CH,0,646,2,3,0,0,0,606,45,0,0,0,0,0,651,170,31,44,172,43,20,20,7,53,3,0,3,14,5,10,2,42,0,0,2,0,2,2,0,0,0,1,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Welzijn Bloemendaal,0377::SB4,2061 CH,0,894,0,1,0,0,2,811,82,0,0,0,0,0,895,294,28,51,282,47,7,25,4,52,1,1,3,28,4,14,3,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hertenkamp,0377::SB5,2061 BE,0,394,1,1,0,0,5,367,24,0,0,0,0,0,396,149,15,15,105,6,7,7,5,23,1,0,0,24,1,7,1,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tinholt,0377::SB6,2051 LA,0,1032,1,2,0,0,2,983,50,0,0,0,0,0,1035,289,19,35,362,70,12,39,10,54,4,0,0,17,4,11,2,94,0,1,1,2,2,0,1,1,0,2,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vondelschool,0377::SB7,2111 CJ,0,897,0,0,0,0,2,798,97,0,0,0,0,0,897,359,32,45,241,22,15,26,8,38,0,4,1,23,2,24,0,45,0,0,0,3,5,1,1,0,1,1,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Nieuwe Kring,0377::SB8,2111 GS,0,634,0,0,0,0,1,565,67,0,1,0,0,0,633,257,20,35,164,19,5,20,3,27,2,0,0,21,3,20,0,33,0,2,0,1,1,0,0,0,0,0,0,0,1,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Adventskerk,0377::SB9,2111 HA,0,685,0,1,0,2,0,593,95,0,0,2,0,0,688,296,25,64,151,10,2,6,3,21,2,4,1,30,1,19,1,46,0,0,0,0,2,0,0,1,0,0,0,0,0,0,,
Haarlem,Bloemendaal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Voghelsanck,0377::SB10,2114 ES,0,362,0,1,0,0,2,330,31,0,0,0,0,0,363,103,24,44,67,14,15,13,6,13,2,2,0,15,2,11,0,19,0,2,0,1,1,6,0,0,1,0,0,0,1,0,,
