contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Heerd,0246::SB2,8181 VZ,1407,987,0,3,0,1,3,898,90,0,0,1,0,0,991,185,110,154,94,26,47,48,133,26,7,19,0,55,0,32,4,15,0,1,0,2,2,23,0,0,0,0,3,0,1,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportscenter Bijsterbosch,0246::SB3,8181 LN,1412,869,0,4,0,0,4,770,99,0,0,0,0,0,873,208,143,83,90,15,48,41,80,30,2,19,0,46,1,23,5,17,0,1,0,0,0,11,0,1,1,1,3,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymlokaal De Rhijnsberg,0246::SB4,8181 XW,1988,1306,1,3,0,0,1,1192,117,0,0,0,0,0,1310,290,186,222,117,35,46,64,155,29,6,27,0,66,0,18,3,8,1,0,0,2,3,15,2,0,0,6,5,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentekantoor Heerde,0246::SB5,8181 ET,1607,903,1,2,0,0,5,819,82,0,0,0,0,0,906,205,73,149,108,26,40,46,122,23,5,15,3,41,0,16,3,11,1,0,0,1,3,9,0,0,0,2,1,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Christelijk College de Noordgouw,0246::SB6,8181 EW,1566,948,0,0,0,0,5,844,99,0,0,0,0,0,948,213,84,132,96,35,29,26,152,29,1,15,0,70,0,26,4,14,0,0,1,0,2,19,0,0,0,0,0,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Burgemeester Faberhal,0246::SB7,8181 VK,1410,641,1,0,0,0,0,571,71,0,0,0,0,0,642,106,95,69,68,26,38,41,83,16,4,13,6,31,0,14,2,7,0,0,0,0,1,19,1,0,0,0,1,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymlokaal De Noord,0246::SB8,8194 LK,702,572,1,0,0,0,2,514,57,0,0,0,0,0,573,135,47,102,70,27,20,20,48,24,2,9,0,15,2,11,0,8,0,1,0,1,3,27,0,0,0,0,0,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hervormd Verenigingsgebouw,0246::SB9,8191 LV,1435,1076,3,0,0,0,1,969,109,0,0,0,0,0,1079,198,86,147,75,25,20,20,251,29,3,92,6,58,3,14,1,7,1,0,0,2,0,33,0,0,0,2,3,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Petrus Kerk,0246::SB10,8191 AP,1988,1186,6,5,0,0,0,1076,121,0,0,0,0,0,1197,205,163,158,78,30,66,41,195,19,14,68,9,75,1,11,4,6,0,3,0,4,2,26,0,1,0,2,4,0,1,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Wapenveld,0246::SB12,8191 DA,1416,693,1,1,0,0,2,631,62,0,0,0,0,0,695,143,90,50,81,28,33,21,98,15,3,27,7,50,0,18,0,11,0,0,0,2,2,9,0,1,0,0,3,0,1,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Heerd 15 mrt,0246::SB22,8181 VZ,0,499,0,2,0,0,2,453,46,0,0,0,0,0,501,87,45,93,50,15,33,48,77,12,4,10,0,9,0,8,1,2,0,1,0,0,1,2,0,0,0,0,0,0,1,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Heerd 16 mrt,0246::SB23,8181 VZ,0,503,0,0,0,0,4,462,37,0,0,0,0,0,503,87,69,63,53,17,20,43,75,10,8,11,1,20,1,10,0,8,0,0,0,0,1,6,0,0,0,0,0,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Wapenveld 15 mrt,0246::SB24,8191 DA,0,284,0,1,2,0,2,259,26,0,0,2,0,0,287,41,35,31,21,6,14,27,60,3,3,21,0,6,0,9,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,,
Arnhem,Heerde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Wapenveld 16 mrt,0246::SB25,8191 DA,0,232,0,0,0,0,3,207,22,0,0,0,0,0,232,44,25,37,13,5,17,14,36,10,0,12,0,8,2,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,,
