contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis (Burgerzaal),0244::SB1,8051 EZ,1295,823,2,3,0,0,8,762,58,0,0,0,0,0,828,144,58,103,115,31,33,78,113,23,3,18,5,51,3,18,0,15,0,0,1,0,3,6,2,0,0,0,0,0,0,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Emmaüskerk,0244::SB2,8051 XS,1861,918,1,0,0,0,2,876,41,0,0,0,0,0,919,133,97,116,102,32,47,76,164,21,6,20,6,39,3,16,1,11,0,3,0,3,4,13,1,0,0,0,2,0,2,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk,0244::SB3,8051 VC,1288,607,1,2,0,0,1,556,53,0,0,0,0,0,610,97,43,79,83,25,46,38,124,13,2,10,2,18,0,7,0,11,0,0,0,0,2,3,2,0,0,0,0,0,2,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Marke,0244::SB4,8051 DX,1475,1162,0,2,0,0,3,1160,1,0,0,0,0,0,1164,279,95,103,198,55,57,52,118,42,7,18,2,64,3,29,1,25,0,2,0,1,0,4,0,0,0,0,1,0,6,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vrije Baptisten Gemeente Hattem,0244::SB5,8051 LE,1679,1037,0,2,0,4,1,1039,3,0,0,4,0,0,1043,170,88,123,131,44,48,52,218,26,0,28,6,45,0,22,0,17,2,0,0,0,4,10,0,1,0,1,1,0,0,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Open Poort,0244::SB6,8052 AB,1131,1265,1,1,0,0,6,1154,107,0,0,0,0,0,1267,266,95,157,164,41,64,65,268,24,4,25,0,40,0,17,4,10,0,2,1,0,4,10,1,1,0,1,0,0,1,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau IJsbaangebouw,0244::SB7,8051 SB,759,523,0,0,0,0,0,522,1,0,0,0,0,0,523,107,28,80,77,17,12,21,89,8,0,10,3,28,0,16,1,19,0,0,1,0,1,5,0,0,0,0,0,0,0,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis (Burgerzaal) 150321,0244::SB8,8051 EZ,0,426,0,0,0,0,1,396,29,0,0,0,0,0,426,84,28,95,47,8,13,50,69,4,4,4,0,7,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis (Burgerzaal) 160321,0244::SB9,8051 EZ,0,375,0,1,0,1,3,333,39,0,1,0,0,0,375,77,34,59,43,13,19,35,39,12,1,9,2,11,0,7,1,6,2,0,0,0,0,4,1,0,0,0,0,0,0,,
Arnhem,Hattem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis (Burgerzaal) BRSTB,0244::SB10,8051 EZ,0,956,1,2,0,0,,,,,0,0,,,959,144,41,225,62,18,39,149,196,24,15,27,2,5,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
