contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Perron,1658::SB1,5591 HM,1281,781,2,2,0,0,0,692,93,0,0,0,0,0,785,227,101,93,125,42,38,27,8,21,6,1,0,31,2,15,4,14,1,1,1,2,7,8,1,0,0,0,2,1,0,2,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Handboogsportvereniging Rozen van Oranje,1658::SB2,5591 GH,1349,509,2,0,0,0,0,461,50,0,0,0,0,0,511,209,33,49,95,16,11,11,7,11,4,0,2,19,0,19,2,14,0,0,0,0,3,3,0,0,0,0,1,0,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1658::SB3,5591 HS,1384,1174,7,3,0,0,5,1033,146,0,0,0,0,0,1184,358,126,104,209,70,67,36,12,41,11,0,4,42,2,24,3,39,1,2,0,0,3,13,2,0,0,0,3,2,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Strabrecht,1658::SB4,5591 BP,1384,924,2,1,0,0,1,843,83,0,0,0,0,0,927,305,91,86,166,41,65,38,7,29,6,0,0,26,0,27,3,23,1,0,1,0,3,5,0,1,0,0,0,0,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Heemkundekring de Heerlijkheid HLZ,1658::SB5,5591 NE,1270,892,1,0,0,0,3,812,78,0,0,0,0,0,893,248,93,82,192,34,59,35,10,35,7,0,2,36,1,13,3,22,0,1,0,3,5,5,1,1,0,1,1,2,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Trumakkers,1658::SB6,5591 NG,1311,732,1,0,0,0,1,666,66,0,0,0,0,0,733,193,83,80,153,36,33,25,6,24,4,0,2,31,0,19,3,23,0,2,0,2,4,6,0,0,0,0,1,2,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA de Schammert,1658::SB7,5595 CD,1245,1508,1,0,0,0,2,1356,151,0,0,0,0,0,1509,555,147,148,233,42,76,37,8,46,12,1,0,84,2,41,4,35,0,4,0,2,5,17,1,1,0,0,2,2,1,2,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Sint Jan,1658::SB8,5595 GN,1136,404,2,0,0,0,2,347,57,0,0,0,0,0,406,106,32,85,53,7,21,5,2,9,3,0,0,22,0,10,0,6,0,0,0,1,1,40,0,0,0,0,1,0,0,0,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Daycafé 't Brouwershuis,1658::SB9,5595 XC,1210,428,0,0,0,0,0,377,51,0,0,0,0,0,428,129,43,56,55,10,33,14,7,10,3,0,0,29,0,9,4,7,0,0,2,0,1,14,0,0,0,0,0,1,0,1,,
's-Hertogenbosch,Heeze-Leende,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Valentijn,1658::SB10,6029 RJ,1417,925,3,2,0,0,4,829,98,0,0,1,0,1,931,248,118,110,133,37,45,24,8,45,4,0,1,51,2,18,6,19,1,1,0,1,8,37,0,0,0,0,3,3,0,2,,
