contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0451::SB1,1423 AJ,1346,1611,0,0,0,5,2,1440,174,0,0,5,0,0,1616,439,155,116,321,66,58,64,16,76,12,4,29,107,10,58,10,39,2,4,1,4,7,7,0,1,0,4,0,0,0,1,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis - 1503,0451::SB115,1423 AJ,0,595,0,1,0,2,4,541,49,0,2,0,0,0,594,151,67,55,95,28,34,59,11,28,7,0,0,24,0,22,2,8,0,0,1,0,3,0,0,0,0,0,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis - 1603,0451::SB116,1423 AJ,0,624,1,5,0,1,3,562,64,0,1,0,0,0,629,171,89,60,100,24,46,36,11,18,9,0,2,8,6,25,0,13,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Meerwijk,0451::SB2,1423 ET,1551,1276,0,2,0,1,0,1134,145,0,0,1,0,0,1279,408,93,82,271,54,52,37,17,39,10,4,1,83,4,50,8,43,0,4,0,2,5,1,0,2,0,4,0,0,2,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau KnA-gebouw (muziek ver),0451::SB3,1422 RG,1623,1295,5,7,0,0,2,1213,92,0,0,0,0,0,1307,322,172,60,199,39,59,70,11,54,22,1,28,117,15,56,5,39,0,2,0,2,3,10,6,0,0,1,0,2,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Quakel,0451::SB4,1424 BK,1397,1184,2,0,0,1,0,1047,138,0,1,0,0,0,1185,396,127,109,159,28,48,28,16,39,7,5,3,86,5,60,5,21,2,3,1,2,3,26,2,1,0,1,0,1,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Quakel - 1503,0451::SB415,1424 BK,0,177,0,0,0,0,1,159,17,0,0,0,0,0,177,57,24,36,17,2,12,8,3,2,1,1,0,3,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Quakel - 1603,0451::SB416,1424 BK,0,129,0,1,0,0,0,120,10,0,0,0,0,0,130,41,17,22,21,2,2,3,2,4,1,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Alkwin Kollege,0451::SB5,1422 MT,1588,1160,0,4,0,2,2,1066,94,0,2,0,0,0,1162,399,108,77,219,47,37,45,6,43,11,2,1,51,3,43,2,44,3,2,0,1,4,3,1,0,1,7,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Ponderosa,0451::SB6,1421 XM,1459,719,1,2,0,0,1,665,56,0,0,0,0,0,722,133,119,50,83,34,48,30,10,39,6,0,17,77,11,22,4,13,7,0,0,3,3,3,0,1,0,4,0,2,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Bilderdijkhof,0451::SB7,1422 DT,1591,973,1,1,0,0,2,893,80,0,0,0,0,0,975,246,116,64,138,63,67,43,13,38,15,0,25,54,10,24,5,18,2,2,2,4,6,8,0,0,1,5,0,1,3,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Evangelische Christen Gemeenschap,0451::SB8,1422 JP,1506,817,2,2,0,2,2,739,82,0,0,2,0,0,823,208,95,54,139,43,37,33,11,48,6,0,9,50,8,21,10,20,2,4,3,1,5,0,1,4,0,4,0,0,1,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportvereniging KDO,0451::SB9,1424 NN,1444,821,0,0,0,1,1,737,84,0,0,1,0,0,822,261,91,79,137,21,22,19,12,35,4,4,2,55,5,27,3,13,1,5,0,2,1,13,0,0,0,3,0,5,1,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Legmeervogels,0451::SB10,1422 NE,1597,1126,2,1,0,4,0,1005,128,0,0,4,0,0,1133,364,100,56,217,46,39,26,16,40,14,1,17,77,9,53,5,26,2,1,2,1,6,2,2,0,0,4,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Thamerkerk,0451::SB11,1422 XS,1737,752,0,0,0,0,0,704,50,0,0,2,0,0,754,200,73,40,134,28,30,38,20,40,6,6,12,52,5,27,6,25,2,0,1,1,6,0,0,0,0,0,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Poldersport de Kwakel,0451::SB12,1424 ND,1618,926,1,1,0,1,1,838,90,0,0,1,0,0,929,333,82,73,147,31,37,28,8,28,9,3,1,63,8,37,1,19,0,1,0,2,1,10,3,0,0,1,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schutse P.G.U.,0451::SB13,1422 GB,1661,875,0,6,0,1,2,798,80,0,1,0,0,0,880,212,74,74,179,61,44,49,13,34,5,3,10,52,3,25,4,22,0,3,1,0,4,0,0,1,1,1,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Buurtnest,0451::SB14,1422 LB,1782,878,0,6,0,0,4,785,98,0,0,3,0,0,887,164,100,32,98,54,66,45,12,30,13,3,93,72,26,22,2,13,17,2,0,1,3,6,0,0,1,3,0,0,0,0,,
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0451::SB15,,0,1921,0,2,0,0,,,,,0,0,,,1923,563,211,404,165,54,80,198,50,58,58,6,1,9,1,40,3,7,0,0,0,0,0,2,1,7,0,2,0,1,0,0,0,0
Haarlem,Uithoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0451::SB16,,0,36,0,0,0,0,,,,,0,0,,,36,8,6,3,4,1,1,7,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
