contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Nieuwstraat,0546::SB1,2312 KB,0,948,1,3,0,1,2,882,69,0,0,1,0,0,953,115,24,36,264,126,27,51,15,86,2,4,3,22,26,15,2,106,6,2,2,1,7,1,2,1,0,0,0,2,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rijksmuseum van Oudheden,0546::SB2,2311 EW,0,1051,2,1,0,1,11,993,49,0,1,0,0,0,1053,143,17,45,366,122,18,67,21,51,2,3,1,25,19,10,0,128,3,4,0,1,2,1,1,0,0,0,1,0,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Erfgoed Leiden en Omstreken,0546::SB3,2311 PZ,0,1195,0,0,0,0,4,1187,4,0,0,0,0,0,1195,163,24,46,365,155,39,90,22,87,2,3,0,30,26,15,2,110,4,3,0,0,5,1,0,1,0,0,0,2,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SSR-Leiden,0546::SB4,2311 NB,0,1119,1,3,0,2,7,1053,61,0,2,0,0,0,1121,131,26,36,331,174,26,52,20,56,3,5,16,22,34,13,3,141,5,5,2,4,2,1,1,0,1,1,3,5,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Academiegebouw,0546::SB5,2311 GJ,0,979,2,2,0,0,12,920,52,0,0,1,0,0,984,152,13,52,307,117,18,66,19,55,1,3,1,14,12,12,0,132,0,1,0,1,2,0,0,0,0,0,0,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Herberg,0546::SB6,2312 GZ,0,1186,0,1,0,0,11,1143,32,0,0,0,0,0,1186,150,52,42,353,145,39,59,31,68,5,3,11,39,26,16,3,125,1,7,1,2,2,2,1,0,0,0,0,3,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hooglandse Kerk,0546::SB7,2312 KC,0,1341,5,2,0,2,4,1343,3,0,0,2,0,0,1350,154,19,46,445,187,28,67,25,101,0,1,3,28,35,20,3,161,0,4,2,2,2,2,2,0,0,2,0,2,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woningcorporatie De Sleutels,0546::SB9,2312 NV,0,1165,4,2,0,0,4,1101,66,0,0,0,0,0,1171,150,64,34,274,164,55,74,26,87,3,2,16,42,32,16,3,102,2,2,1,3,6,4,1,0,0,0,1,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Marekerk,0546::SB10,2312 GS,0,1280,2,2,0,0,14,1267,3,0,0,0,0,0,1284,165,19,51,411,178,37,81,28,87,5,2,3,34,27,12,0,125,2,2,1,2,2,0,1,0,0,0,0,5,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsgehoorzaal,0546::SB11,2311 CS,0,635,4,0,0,0,1,602,36,0,0,0,0,0,639,105,11,26,203,76,14,34,10,28,2,1,3,22,17,8,0,70,0,1,1,1,1,0,0,1,0,0,0,0,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Museum De Lakenhal,0546::SB13,2312 RA,0,1297,1,1,0,0,11,1245,44,1,0,1,0,0,1300,135,23,51,409,189,24,61,46,85,3,2,8,23,36,16,5,165,2,3,1,4,3,0,2,0,0,0,0,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RC DIOK Leiden,0546::SB14,2332 JP,0,635,3,1,0,1,1,583,56,0,0,1,0,0,640,117,59,35,126,73,32,33,21,25,7,1,6,25,8,7,4,33,4,5,0,4,5,3,0,0,0,0,0,2,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MBO Rijnland Storm Buysingstraat,0546::SB15,2332 VW,0,1276,5,1,0,0,1,1275,4,0,2,0,0,0,1280,173,197,43,243,118,92,79,28,78,4,2,41,60,11,22,2,50,7,7,1,2,6,5,0,1,0,0,0,4,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt Morschwijck,0546::SB16,2332 JC,0,1174,8,7,0,1,4,1182,2,0,1,0,0,0,1188,169,118,39,206,121,67,77,38,68,15,4,61,71,15,22,6,47,15,3,0,2,5,2,2,0,0,1,0,0,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ROC Mondriaan,0546::SB17,2332 AA,0,978,2,1,0,2,2,916,61,0,2,0,0,0,979,108,61,43,241,127,58,62,23,61,14,5,11,33,13,13,3,77,2,6,0,4,5,4,2,0,1,0,0,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Waterland,0546::SB18,2334 EM,0,960,7,0,0,1,3,897,66,0,1,0,0,0,966,157,70,50,285,90,20,59,16,49,0,0,9,22,17,22,2,83,0,3,1,0,1,1,2,0,0,0,0,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leidse Reddingsbrigade,0546::SB19,2334 CC,0,1165,2,1,1,0,4,1104,61,1,0,1,0,0,1169,148,16,52,401,174,21,63,24,67,2,3,0,20,15,13,2,127,1,1,4,1,6,0,0,0,0,0,0,4,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuin Rondom de Maredijk,0546::SB20,2316 VP,0,1127,0,0,0,0,10,1050,67,0,0,0,0,0,1127,148,34,52,300,176,36,67,19,69,5,2,3,36,20,19,5,105,3,7,4,4,6,4,0,0,0,0,0,3,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Studio Moio (De Rondedans),0546::SB22,2316 NZ,0,988,5,1,0,0,4,918,72,0,0,0,0,0,994,85,126,35,185,120,64,55,23,74,2,0,25,65,15,13,1,69,13,11,2,0,3,0,0,0,0,1,0,1,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theehuis Noord,0546::SB23,2316 EP,0,1146,4,8,0,1,6,1007,144,0,1,0,0,0,1157,132,59,34,276,154,58,74,15,78,5,3,78,37,12,13,7,71,25,5,2,2,2,0,1,0,0,1,0,2,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt Het Gebouw,0546::SB24,2315 VA,0,1183,4,11,0,2,4,1052,144,0,0,2,0,0,1200,108,168,21,191,127,73,49,19,51,5,1,140,88,28,11,6,52,29,2,1,3,3,4,1,0,0,1,0,0,1,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Waterkeet (naast zwembad De Zijl),0546::SB26,2315 VK,0,457,1,4,0,0,1,414,47,0,0,0,0,0,462,57,56,7,96,54,25,18,6,26,5,0,25,25,3,11,1,25,2,5,3,2,3,1,0,1,0,0,0,0,0,,
Leiden,Leiden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt De Kooi,0546::SB28,2315 CD,0,1126,2,3,0,0,1,1007,125,2,0,2,0,0,1133,134,271,31,163,90,85,64,13,66,4,3,36,67,7,17,5,52,5,3,0,0,3,2,0,2,0,1,0,2,0,,
