contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Parkstad Limburg Theater,0917::SB1,6411 AS,1489,1456,4,8,0,2,5,1368,97,0,0,2,0,0,1470,195,186,77,271,98,134,97,5,86,8,0,27,150,19,31,5,38,7,9,0,1,5,0,1,0,0,4,0,0,2,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brightlands,0917::SB3,6411 CR,1412,193,0,0,0,0,1,171,21,0,0,0,0,0,193,47,6,16,46,12,13,13,1,15,0,0,1,13,0,1,0,5,0,1,0,0,0,2,0,1,0,0,0,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Trefcentrum 't Loon,0917::SB4,6411 TR,1985,808,4,3,0,0,0,720,95,0,0,0,0,0,815,86,165,43,74,52,93,68,7,45,8,2,51,78,5,8,2,6,2,5,0,0,2,1,0,0,0,3,2,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Twee Gezusters,0917::SB6,6411 GT,1522,959,7,4,0,2,3,926,43,0,0,2,0,0,972,160,102,83,144,70,81,64,7,47,8,1,4,97,14,17,5,30,4,5,0,2,3,0,3,3,0,3,0,0,2,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Grotius College,0917::SB7,6417 BM,1681,828,3,0,0,0,0,765,68,0,0,2,0,2,833,232,50,54,201,45,27,44,5,50,2,0,7,51,0,10,0,33,0,7,1,2,4,3,0,0,0,0,0,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau IVN,0917::SB10,6417 VD,1561,219,1,0,0,1,0,206,15,0,0,1,0,0,221,37,15,9,37,21,19,15,7,21,2,0,1,14,3,7,2,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MEE Zuid-Limburg,0917::SB11,6419 BT,928,791,0,2,0,0,1,741,51,0,0,0,0,0,793,232,63,72,132,28,61,54,6,44,14,1,2,40,1,10,1,20,0,2,0,0,2,0,0,0,0,1,4,0,1,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis Welten,0917::SB12,6419 CV,2193,1062,3,1,0,1,0,972,93,0,1,0,0,0,1065,225,109,104,185,53,88,65,7,60,16,1,2,54,2,24,2,34,0,1,1,1,11,0,3,2,0,3,9,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkpunt Peter Schunck,0917::SB15,6418 XL,981,555,0,0,0,3,1,513,44,0,0,3,0,0,558,69,99,29,63,21,81,38,7,34,11,2,3,63,0,18,1,9,0,1,0,0,1,2,0,0,1,0,1,0,1,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Café Admiraal,0917::SB16,6418 CB,1019,921,4,2,0,1,3,835,90,0,0,1,0,0,928,182,131,60,124,52,81,58,2,59,18,3,7,90,3,14,6,13,2,2,0,0,4,2,2,0,0,3,2,0,1,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis Caumerbron,0917::SB17,6418 CV,1865,1440,5,8,7,0,2,1290,154,0,7,0,0,0,1446,206,264,74,130,66,217,107,16,85,37,0,11,148,9,25,4,13,0,6,0,1,6,6,0,1,1,3,4,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vitalis Parc Imstenrade,0917::SB18,6418 PP,1874,676,0,3,0,0,1,608,70,0,0,0,0,0,679,213,66,77,99,21,28,53,2,26,6,0,2,33,1,21,3,13,0,1,0,0,5,3,1,0,0,0,2,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau A gene Bek,0917::SB19,6417 TZ,1735,1693,5,2,5,0,6,1565,134,0,0,5,0,0,1705,324,172,103,312,133,166,104,5,98,16,2,4,118,8,29,9,50,0,7,2,2,8,5,5,0,1,2,6,0,2,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau BMV Molenberg,0917::SB22,6416 CC,2180,953,6,0,1,0,2,853,103,0,1,0,0,0,958,109,193,36,117,53,88,55,4,65,18,0,28,114,4,14,1,19,14,5,0,0,3,0,0,1,0,3,8,0,0,1,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau C-mill,0917::SB23,6416 SG,904,293,0,0,0,0,1,256,36,0,0,0,0,0,293,66,58,19,27,20,25,5,4,12,3,0,3,31,0,7,0,6,0,3,0,0,0,0,0,0,0,2,2,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zalencentrum 't Leiehoes,0917::SB26,6415 VT,2948,1390,5,4,0,3,1,1237,164,0,0,3,0,0,1402,154,316,44,118,73,191,65,14,57,21,3,49,169,11,19,3,23,26,10,2,2,2,2,0,4,2,1,3,1,5,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scouting St. Jan Baptist,0917::SB27,6415 JN,1109,496,6,0,0,0,0,442,60,0,0,0,0,0,502,29,165,14,19,13,92,34,2,22,8,0,16,49,4,4,4,10,2,1,0,0,4,3,0,0,0,0,0,0,0,1,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Palemig,0917::SB29,6415 SB,888,380,0,1,0,0,1,333,47,0,0,0,0,0,381,51,92,17,30,22,42,17,2,22,0,0,16,52,2,6,1,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis het Juphuis,0917::SB30,6412 XM,1288,584,5,6,0,1,0,536,60,0,0,1,0,0,596,82,122,23,58,27,71,35,2,33,3,1,23,72,0,5,5,6,3,2,0,1,2,2,3,0,1,0,1,0,0,1,,
Maastricht,Heerlen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dienstencentrum Schandelen,0917::SB31,6412 WG,846,287,0,0,0,0,0,257,30,0,0,0,0,0,287,26,43,7,27,19,63,24,2,18,2,0,8,28,3,2,2,2,3,2,0,1,2,1,1,0,0,1,0,0,0,0,,
