contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Het Oude Weeshuis,0268::SB1,6511 WT,2344,1735,6,0,0,0,9,1661,71,0,0,0,0,0,1741,237,86,42,483,272,80,79,16,138,4,1,4,61,22,27,7,138,4,5,1,6,12,3,3,1,2,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0268::SB2,6511 PP,1861,1510,4,3,0,1,17,1402,98,0,0,1,0,0,1517,195,50,57,404,241,76,59,9,126,6,1,11,72,37,23,1,120,1,2,0,1,9,1,0,2,0,0,3,3,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Festivalhuis,0268::SB3,6511 PS,2128,1506,4,1,0,20,11,1424,56,0,20,0,0,0,1491,185,36,48,476,262,46,43,6,87,2,1,1,52,48,12,3,176,0,6,1,5,4,1,2,0,0,0,1,1,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Concertgebouw de Vereeniging,0268::SB4,6500 AJ,1482,1484,3,0,0,0,39,1399,49,0,0,0,0,0,1487,179,19,45,549,217,37,60,6,86,2,0,5,19,43,24,0,170,0,5,4,2,10,1,0,1,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Stadsschouwburg,0268::SB5,6511 NH,2085,1092,4,0,0,0,9,1049,38,0,0,0,0,0,1096,142,34,48,351,153,29,53,8,72,3,5,5,18,23,18,2,115,0,4,3,0,1,1,1,0,0,0,1,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zelf Regie Centrum Nijmegen,0268::SB6,6511 TD,1924,790,2,0,0,0,7,740,45,0,0,0,0,0,792,124,18,22,246,128,20,47,12,46,0,0,0,13,15,15,0,74,1,6,0,2,1,0,0,0,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Burghardt,0268::SB7,6512 DR,3332,876,2,0,0,1,8,834,37,0,0,1,0,0,879,86,11,24,299,172,24,49,6,58,1,2,4,19,30,8,1,67,1,3,2,3,4,0,2,0,0,0,0,0,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Bottendaal,0268::SB8,6512 GG,2111,1244,5,2,0,0,6,1191,59,0,0,5,0,0,1256,121,27,26,335,247,72,72,13,122,6,0,19,28,28,14,1,99,3,2,1,1,6,0,0,0,0,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parochiehuis Antonius van Paduakerk,0268::SB9,6524 JL,1551,953,5,0,0,2,3,956,0,0,0,2,0,0,959,127,8,40,338,152,23,51,11,70,0,1,2,18,22,5,2,72,0,4,0,0,3,1,1,0,0,0,0,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oud Burgeren Gasthuis,0268::SB11,6524 PJ,1339,1163,2,0,0,1,3,1093,70,0,0,1,0,0,1166,190,33,64,343,173,39,80,15,66,4,2,0,16,10,11,0,101,0,4,0,0,3,1,4,1,0,0,1,2,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau H. Dominicuskerk,0268::SB12,6524 RN,1390,1576,2,1,0,11,16,1469,105,0,0,11,0,0,1590,225,20,86,457,293,38,101,31,86,1,2,0,22,27,20,2,143,2,8,0,2,5,0,3,0,1,0,0,1,0,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Antonius van Paduakerk,0268::SB13,6524 DJ,1578,1270,2,0,1,2,10,1207,58,0,0,3,0,0,1275,155,23,47,430,207,41,70,15,91,4,2,2,25,24,8,2,109,0,3,0,1,6,0,1,0,0,1,0,2,1,,
Nijmegen,Nijmegen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Daalsehof,0268::SB14,6521 GT,1699,1407,1,1,0,0,9,1339,62,0,0,0,0,0,1410,153,22,37,457,249,66,63,22,103,5,0,3,31,24,22,2,125,1,7,1,2,4,2,2,0,0,0,1,3,0,,
