contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethelkerk,0400::SB1,1781 KA,0,694,1,5,0,0,2,639,59,0,0,0,0,0,700,137,128,41,69,18,49,47,20,32,6,3,3,69,3,17,10,10,0,6,0,2,5,6,1,0,1,0,6,0,3,1,1,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethelkerk,0400::SB2,1781 KA,0,560,3,1,0,0,0,526,38,0,0,0,0,0,564,82,119,42,55,18,50,20,11,25,9,0,1,65,7,20,4,10,1,9,0,0,6,2,0,1,0,0,2,0,0,1,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Centrum,0400::SB3,1781 LC,0,608,3,1,0,0,3,560,49,0,0,0,0,0,612,92,121,34,57,20,52,36,13,21,13,3,0,98,3,13,6,2,0,1,1,1,11,4,0,1,1,0,2,0,1,1,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtvereniging ‘t Kraaienest,0400::SB4,1782 XA,0,785,4,1,0,1,6,721,64,0,0,1,0,0,791,142,166,58,82,28,60,44,17,47,11,3,3,70,3,16,9,12,1,1,0,1,4,3,0,0,0,1,2,0,0,1,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Triade,0400::SB5,1782 BG,0,625,1,1,0,0,1,577,49,0,0,0,0,0,627,124,93,52,77,22,48,20,19,33,2,9,6,64,1,19,3,15,0,3,0,1,6,4,1,0,0,0,1,0,0,1,1,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtvereniging Elto,0400::SB6,1782 AS,0,796,6,3,0,2,1,738,68,0,0,2,0,0,807,150,207,58,69,21,58,26,10,25,9,3,8,90,2,17,13,8,0,4,0,2,3,0,2,0,1,1,6,0,2,1,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Viskom,0400::SB7,1781 TR,0,766,0,1,0,1,3,677,86,0,1,0,0,0,766,110,227,50,60,15,45,30,21,21,9,12,1,101,0,29,10,8,0,2,0,1,2,3,0,1,1,0,7,0,0,0,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Overzet (Odensehuis),0400::SB8,1781 WS,0,808,2,1,0,0,2,723,86,0,0,0,0,0,811,210,145,56,92,19,49,32,23,20,9,7,1,82,3,32,8,5,0,2,0,0,3,1,1,0,0,0,6,0,1,1,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Huisduinen,0400::SB9,1789 AH,0,426,0,1,0,0,0,381,46,0,0,0,0,0,427,121,44,39,70,23,13,23,9,25,3,1,0,32,1,8,0,7,0,1,0,0,2,1,0,0,0,0,2,0,1,0,0,,
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Stadhuis,0400::SB10,1782 GJ,0,2905,5,2,0,5,,,,,0,0,,,2917,865,295,570,192,55,198,312,111,64,99,18,0,32,5,41,11,17,0,0,0,1,1,4,3,7,1,0,1,0,0,2,0,0,59
Den Helder,Den Helder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Amateurvereniging Texelstroom,0400::SB11,1784 EA,0,527,3,3,0,0,0,486,47,0,0,0,0,0,533,89,93,31,42,25,45,26,36,14,4,5,12,60,2,13,5,5,0,0,0,3,1,5,0,1,2,1,1,0,4,2,0,,
