contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wapen van Medemblik,0420::SB1,1671 AA,1667,1045,3,0,0,1,2,937,108,0,1,0,0,0,1047,323,134,77,143,31,43,39,10,40,9,0,1,87,3,43,5,26,0,2,1,1,9,14,3,0,0,0,1,0,0,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sint Pieter,0420::SB2,1671 CS,1516,823,1,0,0,0,695,68,61,0,0,0,0,0,824,207,134,74,110,18,50,35,9,38,10,5,4,67,1,25,4,11,0,2,1,1,2,8,0,2,0,0,2,0,0,2,1,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Muiter,0420::SB4,1671 JA,1597,1159,7,4,0,3,0,1018,155,0,0,3,0,0,1173,293,148,69,133,40,68,29,12,43,20,3,50,132,5,45,6,19,2,5,0,0,7,18,5,4,0,1,2,0,0,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau kantine voetbalvereniging FC Medemblik,0420::SB5,1671 ND,1600,704,1,0,0,1,1,598,105,0,1,0,0,0,704,145,127,41,85,15,39,26,16,28,11,3,41,81,3,20,2,3,0,2,0,0,4,6,0,1,0,2,3,0,0,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grand Cafe de Post,0420::SB6,1679 GJ,925,623,3,2,0,2,2,564,64,0,0,2,0,0,630,150,82,34,77,16,46,35,8,33,7,3,0,56,5,22,5,10,1,8,1,4,2,12,0,0,0,0,1,0,2,3,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijksteunpunt Woudrust,0420::SB7,1678 GA,709,478,1,0,0,0,0,453,26,0,0,0,0,0,479,114,62,23,70,26,36,24,5,30,4,0,0,33,0,14,4,17,0,0,1,1,4,10,0,0,0,0,0,0,0,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Werf,0420::SB8,1691 EC,561,421,0,0,0,0,1,386,35,1,0,1,0,0,422,119,36,44,72,12,21,11,3,14,12,0,0,20,5,14,3,12,0,4,0,3,5,8,1,0,0,0,1,0,1,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Vang,0420::SB9,1654 KB,1268,872,0,1,0,0,1,778,94,0,0,0,0,0,873,240,86,95,115,35,38,44,4,35,6,5,0,79,0,18,1,17,0,0,4,0,1,43,1,1,1,0,1,0,2,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Nieuwe Haven,0420::SB10,1657 AH,881,472,4,0,0,0,0,438,38,0,0,0,0,0,476,135,52,28,62,20,28,17,8,21,7,3,3,37,2,15,3,8,2,0,0,0,1,16,0,0,0,0,1,0,3,0,0,,
Den Helder,Medemblik,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Twisk,0420::SB11,1676 GG,857,628,0,1,0,0,3,573,53,0,0,0,0,0,629,165,57,41,100,30,40,23,20,36,7,2,0,50,1,15,4,8,0,3,0,1,5,12,2,0,0,0,5,0,0,1,0,,
