contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sellingen MFA De Zuides,1950::SB1,9551 BM,1371,744,3,0,0,0,9,673,65,0,0,0,0,0,747,117,103,87,74,35,77,31,34,30,8,7,0,61,0,14,2,4,1,5,2,1,2,42,1,2,0,0,4,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vlagtwedde sportzaal Wischmei,1950::SB2,9541 HE,1352,664,0,2,0,0,4,595,66,0,1,0,1,0,665,114,84,94,58,21,53,25,22,29,13,8,0,78,0,12,3,6,0,1,1,0,0,34,1,1,0,1,3,0,2,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vlagtwedde sportzaal Wischmei,1950::SB3,9541 HE,1130,582,4,0,0,0,4,514,69,1,0,1,0,0,587,95,74,81,41,19,72,28,16,20,7,7,0,64,1,16,2,5,0,0,0,0,0,28,2,0,0,0,4,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bourtange (De Turfschuur),1950::SB4,9545 PH,609,368,0,0,0,0,1,330,37,0,0,0,0,0,368,56,65,39,40,14,35,28,6,21,3,5,0,30,0,3,3,4,0,0,0,0,1,14,0,1,0,0,0,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jipsinghuizen (Buurthuis),1950::SB5,9551 TH,885,585,2,0,0,0,6,508,73,0,0,0,0,0,587,79,71,77,55,22,42,29,16,16,4,7,0,45,0,21,7,7,0,0,0,0,2,81,1,0,1,1,1,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ter Apelkanaal (D'Oale School),1950::SB6,9563 RD,829,526,0,1,0,0,0,471,56,0,0,0,0,0,527,99,106,59,36,10,58,25,9,15,9,1,1,50,1,6,3,1,0,2,0,0,2,28,0,0,0,0,5,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ter Apel  ('t Streekje),1950::SB7,9561 SC,1385,681,1,0,0,0,2,607,73,0,0,0,0,0,682,125,165,63,45,11,72,52,12,14,7,0,0,62,1,21,1,2,0,0,0,2,2,17,1,0,0,2,2,0,1,1,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ter Apel Sporthal kantine,1950::SB8,9561 KD,996,791,0,2,0,1,0,720,74,0,0,1,0,0,794,144,189,88,41,14,72,65,13,15,5,4,4,77,0,18,6,11,0,1,0,4,3,14,0,0,2,0,1,0,0,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ter Apel Sporthal I,1950::SB9,9561 KD,2662,776,1,1,0,1,1,695,83,0,0,1,0,0,779,144,153,70,75,23,78,39,10,27,14,5,2,69,1,16,7,9,0,0,0,3,2,15,0,0,6,0,6,0,2,0,,
Groningen,Westerwolde,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ter Apel Sporthal II,1950::SB10,9561 KD,914,804,1,0,0,0,0,723,82,0,0,0,0,0,805,191,148,66,74,18,86,52,8,17,8,3,2,78,0,17,6,6,0,0,1,3,4,13,0,0,0,1,1,0,1,0,,
