contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0861::SB1,5501 KA,1299,508,0,0,0,0,3,466,39,0,0,0,0,0,508,123,66,32,74,33,46,13,10,19,3,0,10,30,3,9,3,17,2,3,0,3,2,3,0,0,0,1,3,0,0,0,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw D'n Uitwijk,0861::SB2,5501 HP,1292,633,0,3,0,1,1,603,33,0,0,1,0,0,637,177,67,36,88,44,43,28,6,20,5,3,2,67,3,11,0,22,0,2,0,2,0,3,2,0,0,1,0,0,0,1,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkvoorziening De Ligt,0861::SB3,5503 CA,1458,940,0,0,0,0,1,862,76,0,1,0,1,0,939,235,113,73,146,40,86,43,9,25,24,0,3,61,2,26,6,26,0,4,0,3,2,4,1,2,0,0,2,1,0,3,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Voetbalvereniging U.N.A.,0861::SB4,5502 ED,1577,977,0,5,0,0,2,888,92,0,0,0,0,0,982,304,137,91,120,19,71,40,7,27,4,3,0,66,3,22,16,23,1,2,0,1,4,6,2,1,2,2,1,0,0,2,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum d'Ouw School,0861::SB6,5507 LC,1273,803,0,0,0,0,0,729,74,0,0,0,0,0,803,285,57,74,132,25,43,26,11,23,8,1,2,35,1,26,8,24,0,1,0,4,6,7,0,1,0,0,1,0,0,2,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw Sentrum '70,0861::SB7,5503 VE,1562,984,1,0,0,3,0,903,79,0,3,0,0,0,982,193,215,40,113,26,125,47,6,36,17,2,3,85,1,22,5,17,1,4,0,2,2,7,2,6,0,0,5,0,0,2,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis d'n Bond,0861::SB9,5504 BN,1756,1367,0,3,0,0,3,1209,158,0,0,0,0,0,1370,479,164,93,193,64,82,48,8,42,20,1,2,63,4,32,8,34,0,6,0,1,7,9,1,0,4,0,2,0,0,0,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum het Tweespan,0861::SB10,5505 AT,2400,1474,4,2,0,0,0,1326,154,0,0,0,0,0,1480,324,261,98,173,51,138,96,10,36,27,0,24,122,8,19,13,44,10,2,0,1,4,5,0,1,0,1,3,0,0,3,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Dick Bruna,0861::SB13,5508 KE,1931,1122,1,1,0,0,1,1011,112,0,0,0,0,0,1124,426,122,84,171,37,65,39,17,21,13,6,0,50,1,22,3,26,0,1,1,1,7,2,1,0,2,0,2,0,0,2,,
's-Hertogenbosch,Veldhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant Jan's Polder,0861::SB15,5509 LM,1705,1161,1,0,6,0,1,1048,107,0,6,0,0,0,1156,415,103,86,223,49,68,27,9,22,8,2,0,59,1,35,7,32,0,3,0,1,3,2,0,0,0,0,2,4,0,0,,
