contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Heinkenszand, De Stenge A (links)",0654::SB1,4451 CZ,1258,857,3,0,0,1,2,746,113,0,0,1,0,0,861,214,88,121,129,27,39,37,17,38,13,8,3,52,1,25,7,18,0,0,1,1,6,8,3,1,0,0,0,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Heinkenszand, De Stenge B (rechts)",0654::SB2,4451 CZ,1497,960,1,0,0,0,98,857,6,0,0,0,0,0,961,271,106,123,143,17,44,36,21,27,14,11,0,72,0,33,8,13,0,0,0,2,4,15,0,0,0,0,0,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Heinkenszand, Dijkstede",0654::SB3,4451 LA,1629,710,0,2,0,0,1,641,70,0,0,0,0,0,712,215,70,87,89,23,36,31,15,17,3,13,0,39,1,33,6,12,0,1,0,0,3,16,0,0,0,0,0,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lewedorp,0654::SB5,4456 AL,1390,961,3,0,0,0,4,861,99,0,0,0,0,0,964,217,134,148,93,22,49,45,19,22,12,56,2,54,1,38,3,7,2,2,1,2,0,27,1,1,1,2,0,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwdorp,0654::SB6,4455 TL,937,687,1,0,0,0,0,605,83,0,0,0,0,0,688,105,94,63,51,12,19,20,33,15,7,175,1,51,1,7,3,3,0,0,0,0,3,21,1,1,0,0,1,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 's-Heerenhoek,0654::SB7,4453 BE,1558,1039,2,1,0,0,6,934,102,0,0,0,0,0,1042,285,167,156,90,25,50,43,14,24,20,10,5,50,0,35,5,6,0,2,0,1,4,43,0,0,0,2,2,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Borssele,0654::SB8,4454 AS,1014,756,3,1,0,0,3,653,104,0,0,0,0,0,760,74,67,36,27,4,20,12,24,17,6,382,0,45,2,18,2,5,0,2,0,0,1,8,2,1,0,0,1,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Driewegen,0654::SB9,4438 AH,440,332,0,1,0,0,0,298,35,0,0,0,0,0,333,67,36,41,46,11,20,12,17,15,7,3,0,25,0,13,0,4,0,2,0,0,1,11,1,0,0,0,0,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ellewoutsdijk,0654::SB10,4437 AE,317,228,0,0,0,0,2,210,16,0,0,0,0,0,228,53,30,11,27,8,20,9,3,10,0,4,0,12,2,12,1,6,0,1,1,0,0,16,1,0,0,0,1,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ovezande,0654::SB11,4441 AE,941,682,3,0,0,0,4,627,54,0,0,0,0,0,685,172,82,112,82,26,33,17,8,17,9,10,0,47,0,26,0,12,0,0,0,4,1,23,0,0,0,0,1,0,,
Middelburg,Borsele,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oudelande,0654::SB12,4436 AC,535,399,1,0,0,0,0,367,33,0,0,0,0,0,400,82,45,43,37,20,25,17,10,15,6,15,0,35,0,13,1,7,0,0,1,2,0,22,1,0,0,0,2,0,,
