contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Albertusgebouw,1955::SB1,6942 BE,1643,895,0,2,0,1,1,818,79,0,0,1,0,0,898,257,164,101,98,15,87,44,7,21,8,0,6,35,0,21,0,15,1,3,0,1,2,6,0,1,0,0,2,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau DSV Relax,1955::SB2,6942 VA,1600,1007,4,2,0,0,2,925,88,0,0,2,0,2,1015,252,165,83,118,31,78,48,8,25,16,1,12,85,1,34,3,8,0,2,0,1,5,20,2,1,0,1,5,0,2,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Albert Schweitzerschool,1955::SB3,6942 VA,1940,953,0,2,0,0,2,871,82,0,0,0,0,0,955,235,182,89,111,33,68,47,6,28,6,1,8,71,2,22,5,17,0,0,0,0,1,11,1,0,1,0,7,0,1,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cafe-restaurant Uniek,1955::SB4,6942 EA,1794,1474,2,0,0,0,2,1357,117,0,0,0,0,0,1476,439,263,141,184,44,74,60,8,30,16,1,9,108,3,52,5,14,0,1,0,4,2,9,2,2,1,0,1,0,1,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1955::SB5,6942 GK,1509,832,2,1,0,0,4,738,93,0,0,0,0,0,835,214,158,69,124,17,41,22,9,20,8,1,7,70,4,28,3,10,2,2,0,4,2,12,0,0,1,0,4,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw de Zomp,1955::SB6,6941 DM,1471,1077,1,0,0,1,3,977,99,0,0,1,0,0,1079,338,144,166,116,31,38,29,6,11,7,5,0,40,1,42,4,4,0,3,1,1,0,88,0,0,0,0,2,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw de Meikever,1955::SB7,6942 HD,1438,948,0,2,1,0,0,838,113,0,0,1,0,0,951,259,198,111,98,27,45,30,7,16,8,1,0,52,4,29,5,6,0,0,1,4,4,38,1,0,0,0,4,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gouden Handen,1955::SB8,7041 AV,2385,1325,2,0,0,0,9,1187,131,0,0,0,0,0,1327,360,269,97,157,44,69,44,5,54,26,2,4,102,1,41,7,13,2,0,1,0,2,21,0,1,0,0,3,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau het Willem van den Berghcentrum,1955::SB9,7041 CW,1805,750,2,0,0,0,0,651,101,0,0,0,0,0,752,188,137,61,99,28,63,32,3,24,8,1,7,56,2,14,3,7,0,1,0,0,1,11,0,0,0,1,1,0,2,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Laco sportcentrum,1955::SB10,7041 DB,1448,826,1,3,0,0,2,731,97,0,0,0,0,0,830,161,167,51,88,28,86,28,4,24,5,1,21,96,0,18,4,10,0,1,0,0,6,19,0,1,0,0,5,0,2,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Lengel,1955::SB11,7044 AP,1431,872,2,1,0,6,3,790,88,0,0,6,0,0,881,202,158,98,78,27,77,32,5,21,20,1,11,63,0,26,5,6,3,0,0,2,1,29,2,1,0,0,2,0,2,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Zeddam (1),1955::SB12,7038 BX,1019,735,0,1,0,0,2,683,51,0,0,0,0,0,736,187,92,76,116,25,56,33,7,23,9,3,1,39,2,18,0,16,0,1,0,1,3,25,0,0,0,0,1,0,1,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Café Zaal ""de Pluum""",1955::SB13,7039 AA,969,689,4,2,0,0,3,619,73,0,0,0,0,0,695,188,83,104,85,19,32,29,3,25,6,0,0,38,0,23,2,19,0,1,0,1,1,27,0,0,2,0,1,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Gerrit Dieker,1955::SB14,7047 AC,1057,691,0,0,0,0,13,595,83,0,0,0,0,0,691,216,88,96,58,19,51,22,10,15,11,4,4,35,1,13,1,6,0,0,1,3,0,31,1,0,0,0,4,0,1,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Averhof,1955::SB15,7037 BJ,1395,888,0,0,0,0,5,800,83,0,0,0,0,0,888,262,147,119,107,21,53,25,9,23,17,1,0,37,0,25,1,8,0,1,0,3,3,24,0,1,0,0,1,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum  De Dèèl,1955::SB16,7037 DH,839,581,1,1,0,0,0,520,63,0,0,0,0,0,583,212,61,51,80,12,30,5,1,14,9,2,0,26,1,21,3,12,0,0,0,1,1,33,2,1,1,0,2,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau zaal van 't Kelrehuus,1955::SB17,7035 AW,1241,952,1,1,0,0,1,857,96,0,0,0,0,0,954,268,103,155,96,28,59,42,2,16,18,1,0,44,0,32,3,9,0,2,0,3,1,62,2,1,2,0,3,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau clubgebouw voetbalvereniging Azewijn,1955::SB18,7045 AE,650,532,1,0,1,0,1,482,49,0,1,0,0,0,532,141,49,91,33,13,25,19,5,22,0,2,0,23,0,17,1,6,0,2,0,1,1,81,0,0,0,0,0,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mariakerk,1955::SB19,6942 BP,1664,1010,0,0,0,0,4,917,89,0,0,0,0,0,1010,303,135,128,139,34,76,44,8,11,16,0,0,42,0,37,6,11,0,1,0,2,2,11,0,1,0,0,1,0,2,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Zeddam (2),1955::SB20,7038 BX,1197,786,2,1,0,0,4,711,74,0,0,0,0,0,789,197,90,94,115,33,51,33,15,24,14,0,2,38,4,20,3,10,0,2,0,2,5,31,0,0,2,0,1,0,0,,
Arnhem,Montferland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Liemers College,1955::SB21,6942 GC,781,278,0,0,0,1,0,254,25,0,0,1,0,0,279,75,36,27,57,3,19,10,1,9,3,0,0,25,0,1,1,4,0,0,0,1,0,5,0,0,0,1,0,0,0,,
