contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum 't Baken,0358::SB4,1431 JA,1220,1037,2,0,0,1,0,930,108,0,1,0,0,0,1038,283,120,93,123,33,42,43,80,26,11,11,19,64,4,37,5,17,5,3,0,0,5,8,1,2,0,0,0,2,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau NH Wijkcentrum 't Anker,0358::SB6,1432 AV,1220,1150,4,2,0,0,2,1010,143,0,1,0,1,0,1155,360,110,132,146,44,24,24,56,53,11,16,8,61,4,51,2,22,1,4,1,1,3,11,1,4,0,0,0,0,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Hornmeer,0358::SB8,1431 WC,1220,1344,5,0,0,0,5,1207,137,0,0,0,0,0,1349,342,160,132,189,59,46,59,85,44,14,6,18,64,5,55,6,24,4,3,1,2,7,4,2,3,1,8,0,0,1,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Clubgebouw VZOD,0358::SB11,1433 HM,1220,1187,0,0,0,0,4,1064,119,0,0,0,0,0,1187,420,128,124,170,35,32,34,12,37,7,7,11,59,5,54,4,22,1,3,0,1,2,9,2,1,1,3,0,0,2,1,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau R.K. Antoniusschool,0358::SB14,1433 WB,1220,1277,0,3,0,0,2,1146,132,0,0,0,0,0,1280,465,128,143,197,41,33,30,19,30,4,4,5,76,0,39,7,32,3,3,0,2,6,3,2,1,2,2,0,0,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis Aalsmeer,0358::SB15,1431 EH,1220,1880,3,5,0,1,3,1684,202,0,0,1,0,0,1889,699,184,158,289,35,46,38,43,54,14,6,30,109,14,84,4,44,0,5,0,2,6,8,0,0,1,4,0,2,1,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Proosdijhal 1,0358::SB17,1433 KA,1220,981,3,1,0,1,1,898,87,0,0,1,0,0,986,271,137,70,126,25,47,37,46,28,8,4,30,61,3,40,7,13,8,4,0,2,8,3,0,0,0,3,0,0,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Bloemhof 1,0358::SB19,1432 GH,1220,1162,1,1,0,1,1,1027,137,0,0,1,0,0,1165,422,114,71,227,35,32,42,20,35,6,3,1,61,7,40,3,24,1,2,1,1,1,4,2,0,0,3,2,2,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wellantcollege MBO Aalsmeer,0358::SB20,1431 JV,1220,404,0,1,0,0,1,370,34,0,0,0,0,0,405,121,57,51,45,11,9,16,23,11,5,2,0,34,4,7,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,0,,
Haarlem,Aalsmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Aalsmeer,0358::SB22,1431 BD,1220,769,2,0,0,0,0,686,85,0,0,0,0,0,771,276,65,55,114,26,11,19,41,33,1,4,2,43,8,40,1,16,0,0,4,3,2,2,1,0,0,1,0,1,0,0,,
