contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Gemeente,0340::SB1,3911 MG,1297,1526,3,2,0,0,5,1333,193,0,0,0,0,0,1531,274,193,90,175,75,69,74,92,54,3,143,54,121,8,43,4,20,10,5,2,3,5,4,0,0,1,1,3,0,0,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Westpoort,0340::SB2,3911 TM,1291,669,1,0,0,0,1,600,69,0,0,0,0,0,670,126,70,59,107,35,25,28,29,27,2,67,2,46,2,21,1,14,0,1,1,0,1,1,0,1,2,0,0,0,0,1,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sport- en Recreatiecentrum 't Gastland,0340::SB3,3911 PG,1291,606,0,1,0,0,2,533,72,0,0,0,0,0,607,126,70,49,87,28,25,22,27,20,5,38,7,30,4,20,4,19,2,0,0,2,10,7,0,0,0,2,2,0,0,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk - Centrale hal,0340::SB4,3911 EA,1291,592,0,0,0,1,2,532,59,0,0,1,0,0,593,125,66,39,73,34,25,29,24,14,1,71,13,50,0,9,1,10,2,1,1,0,0,2,1,0,0,0,0,0,1,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk - Zaal 1,0340::SB5,3911 EA,1291,590,0,2,0,0,1,529,62,0,0,0,0,0,592,109,61,47,74,34,22,22,29,21,2,74,24,27,0,15,4,8,9,1,0,1,3,1,1,0,0,0,0,0,0,1,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gedachteniskerk,0340::SB6,3911 JS,1291,361,0,0,1,0,1,327,32,0,1,0,0,0,360,79,25,30,53,21,18,14,34,13,2,16,1,20,0,13,1,15,0,1,0,2,1,0,0,1,0,0,0,0,0,1,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Steakhouse Cunera (ingang Kastanjelaan),0340::SB7,3911 AS,1291,1212,1,1,0,0,3,1088,123,0,0,0,0,0,1214,321,119,85,222,80,34,43,66,34,8,68,3,43,4,37,5,21,4,2,0,0,5,4,0,1,1,0,1,0,1,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rhenendael,0340::SB8,3911 RM,1291,569,1,3,0,0,0,496,77,0,0,0,0,0,573,183,42,70,64,3,2,13,40,11,2,80,0,28,1,12,1,7,0,1,0,2,0,6,0,0,0,0,0,0,1,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Dorpshuis - Grote zaal,0340::SB9,3911 CX,1291,634,0,0,0,1,0,524,111,0,0,1,0,0,635,71,42,61,31,9,5,9,36,11,2,298,1,30,1,11,0,3,0,1,0,1,0,9,0,0,0,1,0,0,1,0,,
Utrecht,Rhenen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Dorpshuis - Gymzaal,0340::SB10,3911 CX,1291,655,0,1,0,0,1,541,114,0,0,0,0,0,656,83,36,76,37,4,4,2,33,8,2,322,1,17,1,17,2,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,
