contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Klavier,0809::SB1,5171 CV,1864,1461,7,4,0,0,6,1346,120,0,0,0,0,0,1472,342,268,102,211,52,121,38,10,60,21,6,20,95,7,46,9,17,0,5,0,3,4,7,1,4,1,0,0,1,0,10,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voormalig Bankkantoor,0809::SB2,5171 RA,1598,980,2,0,0,1,13,874,94,0,1,0,0,0,981,401,107,97,156,27,40,19,8,19,12,2,4,28,0,26,5,17,0,2,0,1,2,5,1,0,0,0,0,1,0,0,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gildenbond,0809::SB3,5171 JM,1755,1122,1,0,0,0,6,994,123,0,0,0,0,0,1123,311,206,73,117,51,99,44,13,28,16,1,9,78,2,29,10,13,5,0,0,1,5,7,1,1,2,0,0,0,0,0,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Park Vossenberg,0809::SB4,5171 DA,1458,848,0,1,0,0,2,751,96,0,0,0,0,0,849,250,140,72,105,23,55,22,11,23,8,36,1,56,0,15,2,6,0,0,0,5,2,13,0,2,0,0,0,1,0,0,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-trough Gemeentewerf Kaatsheuvel,0809::SB5,5171 PH,1428,371,0,0,1,0,6,323,41,0,1,0,0,0,370,124,65,32,33,17,11,9,5,3,4,1,2,30,0,19,3,4,0,0,0,0,1,4,1,1,0,0,0,0,0,2,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Pannehoef,0809::SB6,5171 ZC,1514,797,1,6,0,0,0,705,99,0,0,0,0,0,804,168,192,52,104,27,82,31,5,14,8,1,12,53,3,19,6,8,1,1,0,0,2,5,0,0,0,0,0,2,0,1,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Kaatsheuvel,0809::SB7,5171 NG,1681,887,0,1,0,2,4,782,100,0,2,0,0,0,886,296,132,68,102,35,50,31,2,25,10,3,7,56,2,27,9,14,0,1,0,1,1,9,2,1,0,0,0,2,0,1,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Crossroads,0809::SB8,5172 EA,1815,1487,8,2,0,1,2,1496,0,0,0,1,0,0,1498,477,269,116,162,38,106,49,8,37,22,1,2,85,3,58,7,11,0,2,0,4,6,21,2,0,0,0,0,0,0,1,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk Sint Jans Onthoofding,0809::SB9,5175 BA,1608,877,1,0,0,0,3,801,74,0,0,0,0,0,878,287,84,83,153,42,56,33,10,21,11,2,2,30,4,21,4,16,0,0,0,3,4,8,0,1,0,0,0,1,0,1,,
Tilburg,Loon op Zand,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Wetering,0809::SB10,5175 BZ,1646,1638,6,3,0,6,8,1477,156,0,6,0,0,0,1641,543,170,133,300,85,82,80,9,54,11,2,1,79,4,25,5,27,0,5,2,3,4,9,0,1,0,0,0,3,0,1,,
