contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Arnhem,0202::SB1,6811 DG,2142,1468,8,10,13,0,20,1403,76,0,0,13,0,0,1499,248,65,51,329,167,60,94,21,122,3,2,17,89,54,27,7,79,4,9,2,6,3,5,0,1,1,0,0,0,2,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rozet,0202::SB2,6811 EP,1534,1248,1,3,0,0,9,1196,46,0,1,0,0,0,1251,188,56,38,305,159,61,49,11,109,5,1,15,74,45,22,8,82,0,9,1,0,5,3,0,0,2,0,0,0,0,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pathé Arnhem,0202::SB3,6811 KE,1402,878,8,1,1,0,1,832,56,0,0,2,1,0,889,114,46,15,191,127,41,42,17,74,2,0,3,51,43,11,4,68,1,8,2,2,2,6,1,0,0,1,0,1,5,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum 't Huukske,0202::SB4,6812 BS,1040,701,2,1,0,0,0,672,30,0,2,0,0,0,702,89,52,29,157,89,43,47,13,87,9,0,1,28,8,9,3,25,0,2,0,0,5,0,0,2,1,0,1,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Koepelgevangenis Arnhem,0202::SB5,6812 CW,1282,1883,0,0,0,2,19,1748,118,0,0,2,0,0,1885,279,76,74,542,236,71,112,33,166,16,3,9,46,27,29,2,132,0,9,1,0,11,4,2,0,0,0,1,0,2,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau SIZA ( het Dorp),0202::SB6,6813 CD,936,493,3,0,0,0,3,454,40,0,0,1,0,0,497,66,17,31,122,71,35,35,18,35,1,1,1,13,3,6,3,28,0,0,0,1,0,1,0,1,0,0,1,0,3,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Derksen Veilingbedrijf,0202::SB7,6814 GA,1441,1120,2,1,0,0,5,1036,82,0,0,0,0,0,1123,158,34,34,299,157,64,71,38,87,6,1,9,39,22,10,1,58,6,11,1,2,9,2,0,0,0,0,0,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Nederlands Watermuseum,0202::SB8,6814 CL,1685,1134,4,2,0,0,4,1057,79,0,0,0,0,0,1140,216,24,36,333,127,28,74,14,82,3,4,3,35,30,20,5,70,3,7,2,3,6,0,1,1,1,1,0,1,4,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum De Bakermat,0202::SB9,6814 JA,1698,1118,0,3,0,12,1,1044,88,0,0,12,0,0,1133,250,36,60,367,107,20,72,14,65,2,4,3,21,10,0,1,75,0,6,0,0,4,0,0,0,0,0,0,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Bauer,0202::SB11,6813 KZ,1183,944,0,0,0,0,2,859,83,0,0,0,0,0,944,209,17,50,365,77,15,42,21,47,0,0,2,15,2,10,1,65,0,0,4,0,1,0,0,0,0,0,0,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Witsen,0202::SB12,6813 HP,1284,1087,4,0,0,0,3,1008,80,0,0,0,0,0,1091,275,20,40,378,102,19,68,20,58,3,3,2,19,6,23,1,44,0,0,2,1,1,1,0,0,0,0,0,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Siza,0202::SB13,6816 RP,1648,1006,0,1,3,0,8,904,98,0,0,3,0,0,1010,256,74,69,230,83,30,33,24,71,2,2,1,36,5,17,4,48,0,6,1,1,3,4,1,0,2,0,0,0,3,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Craneveer,0202::SB14,6815 GB,1073,606,1,0,0,0,3,555,49,0,0,0,0,0,607,117,17,23,160,68,27,40,25,48,2,0,0,21,3,8,1,35,0,1,0,0,5,1,1,0,0,2,0,1,0,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rode Kruisgebouw,0202::SB15,6815 CD,1511,1096,3,2,0,0,4,1018,81,0,0,2,0,0,1103,201,53,52,281,124,41,74,28,92,2,4,7,35,8,16,1,60,1,2,1,1,7,0,3,0,0,0,0,0,2,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rijn IJssel (Vaksch Wageningen),0202::SB16,6814 BS,1424,1085,4,0,0,2,2,1021,64,0,2,0,0,0,1087,183,36,47,354,122,33,59,16,104,1,3,1,29,20,13,2,47,1,2,2,0,3,0,3,2,1,0,0,0,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Jan Ligthartschool (dependance),0202::SB18,6821 CK,1495,1092,0,1,0,0,2,1046,45,0,0,0,0,0,1093,153,23,24,336,160,40,53,13,115,1,1,6,39,23,10,0,74,0,4,1,1,10,4,1,0,0,0,0,0,0,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Nieuwe Hommel,0202::SB19,6821 CE,1896,1301,6,3,4,0,1,1224,81,0,4,0,0,0,1306,146,47,35,315,212,56,70,17,156,7,1,41,55,31,11,4,63,7,9,0,4,7,0,4,1,0,0,0,1,1,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC Klarendal,0202::SB21,6822 ET,1763,1090,5,3,0,0,0,1013,84,0,1,0,1,0,1097,106,96,17,213,130,93,52,19,115,6,0,73,65,22,12,5,47,3,8,2,0,3,0,0,0,0,0,1,0,2,,
Arnhem,Arnhem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Plaatsmaken,0202::SB22,6822GC,2094,1148,3,4,0,13,5,1047,116,0,0,13,0,0,1168,98,96,21,198,132,84,59,8,147,5,3,75,77,40,5,4,59,12,8,0,1,6,0,1,0,1,0,0,4,4,,
