contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zandvoorts Museum,0473::SB1,2042 KA,0,946,2,4,0,0,9,942,1,0,0,0,0,0,952,307,119,36,134,31,25,39,7,56,9,1,0,66,5,40,4,40,0,4,0,2,8,2,4,2,0,3,0,2,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Strandhotel Centerparcs,0473::SB2,2041 JB,0,545,0,1,0,1,54,456,37,0,0,1,0,0,547,164,76,36,69,14,30,26,6,34,7,0,0,29,3,29,1,9,0,4,0,1,4,0,0,3,0,0,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oranje Nassauschool (tent),0473::SB3,2042 CH,0,1060,3,1,0,1,1,964,98,0,1,0,0,0,1063,341,140,62,173,49,27,45,5,57,6,0,2,59,5,38,5,36,0,2,2,1,1,2,1,0,0,0,0,1,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Brede-School ""De Blauwe Tram""",0473::SB4,2042 VD,0,569,1,0,0,0,4,510,56,0,0,0,0,0,570,190,71,28,91,26,16,20,4,38,2,0,0,31,1,17,6,17,0,0,0,3,5,3,0,0,0,0,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rode Kruisgebouw,0473::SB5,2041 NN,0,827,1,0,0,0,2,750,76,0,0,0,0,0,828,202,168,38,88,27,51,29,2,31,14,1,5,96,1,33,12,14,1,1,1,0,3,4,1,0,2,2,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Brede-school ""De Blauwe Tram""",0473::SB6,2042 VD,0,573,2,0,0,0,0,526,49,0,0,0,0,0,575,195,75,27,104,12,22,21,3,24,6,0,1,34,3,22,1,17,0,2,0,1,1,1,0,0,0,0,0,1,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Pluspunt Zandvoort (A),0473::SB7,2041 VW,0,590,2,4,0,0,2,538,56,0,0,0,0,0,596,108,135,35,65,28,38,19,5,25,3,1,13,73,2,16,7,7,0,2,0,2,2,1,0,1,0,1,0,1,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wooncentrum Kostverloren,0473::SB8,2042PZ,0,291,0,0,0,0,0,267,24,0,0,0,0,0,291,88,37,20,46,7,15,10,2,15,3,0,0,16,0,12,1,14,0,0,0,0,1,2,0,1,0,0,0,0,0,1,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Nieuw-Unicum,0473::SB9,2042 XK,0,186,0,1,1,0,3,177,6,0,1,0,0,0,186,43,15,12,23,18,15,12,8,18,2,2,1,9,1,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Woonzorgcentrum  A.G.Bodaan (tent),0473::SB10,2116 TR,0,525,0,0,0,0,0,494,31,0,0,0,0,0,525,226,26,32,119,12,9,11,9,28,2,2,0,18,0,14,0,13,0,0,0,1,1,0,2,0,0,0,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Pluspunt Zandvoort (B) (tent),0473::SB11,2041 VP,0,725,0,2,0,0,1,662,64,0,0,0,0,0,727,171,169,30,74,31,37,34,2,28,8,2,7,79,1,21,3,14,0,2,1,2,0,0,2,1,0,3,0,2,1,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Station NS (tent),0473::SB12,2041 AB,0,1226,1,6,0,1,8,1121,105,0,0,1,0,0,1234,372,176,58,161,51,47,41,7,64,6,1,8,106,13,44,12,28,1,4,2,4,6,7,3,0,0,2,0,0,1,1,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brede-School Blauwe Tram,0473::SB14,2042VD,0,382,0,2,0,1,35,187,163,0,0,1,0,0,385,108,65,31,53,5,22,35,1,16,2,0,0,16,3,14,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Pluspunt Zandvoort (A),0473::SB17,2041VW,0,270,0,0,0,0,1,249,20,0,0,0,0,0,270,49,60,24,23,2,28,27,0,17,4,0,1,13,0,16,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brede-School Blauwe Tram,0473::SB24,2042VD,0,413,0,0,0,0,217,156,40,0,0,0,0,0,413,128,53,31,55,12,31,28,4,17,1,0,0,19,1,22,2,4,0,2,0,0,0,0,2,0,0,1,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Pluspunt Zandvoort (A),0473::SB27,2041VW,0,240,0,1,0,0,0,228,13,0,0,0,0,0,241,77,39,14,29,6,15,14,5,13,2,0,3,7,0,9,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Zandvoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Zandvoort,0473::SB28,,0,1341,2,11,0,0,,,,,0,0,,,1354,445,175,188,142,23,76,125,13,47,38,2,1,12,0,32,3,4,0,0,0,1,1,3,0,9,0,0,0,1,0,0,0,0
