contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Korenaere,0748::SB1,4611 RD,0,612,0,1,0,0,1,571,41,0,0,0,0,0,613,163,51,26,111,39,46,44,0,23,5,1,12,32,4,14,7,18,0,2,0,0,4,3,0,0,1,0,0,1,1,4,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De ontmoetingskerk,0748::SB2,4613 AB,0,658,1,1,0,0,0,618,42,0,0,0,0,0,660,190,47,49,157,45,24,28,1,29,1,2,3,35,3,19,0,12,0,4,1,2,2,1,1,1,0,0,0,1,0,0,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting Facilitair Bedrijf,0748::SB3,4611 WB,0,671,0,1,0,2,0,609,65,0,0,2,0,0,674,174,73,35,122,35,51,33,6,34,9,0,22,29,3,11,3,11,5,0,0,1,3,1,0,4,1,1,0,0,0,4,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor,0748::SB4,4611 AR,0,832,1,3,0,0,7,739,89,0,1,0,1,0,835,227,115,40,149,38,63,36,9,25,6,0,19,62,2,15,1,8,2,2,0,2,6,1,0,0,0,1,0,1,0,2,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum het Fort,0748::SB5,4615 EV,0,989,0,4,0,1,0,886,108,0,0,1,0,0,994,191,199,56,101,31,89,59,7,34,15,3,60,80,4,14,13,6,6,3,0,2,10,1,0,0,2,0,0,1,0,2,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymnasium Juvenaat,0748::SB6,4615 DC,0,442,0,1,0,1,2,401,39,0,0,1,0,0,442,92,58,25,76,25,46,18,4,10,9,0,18,22,4,9,8,10,1,0,0,1,5,0,0,0,1,0,0,0,0,0,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sint Gertrudiskerk,0748::SB7,4611 NR,0,1046,2,0,0,2,5,983,63,0,0,3,0,1,1051,302,109,64,185,80,53,42,11,41,10,0,5,59,8,29,6,22,0,6,0,1,3,2,0,0,2,1,0,2,0,3,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Emmauskerk,0748::SB8,4614 GW,0,1308,3,2,0,0,2,1176,135,0,0,0,0,0,1313,307,223,63,158,67,129,61,23,49,15,0,32,99,4,25,11,18,7,3,0,3,3,2,0,3,0,1,0,0,0,2,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum de Moerkens,0748::SB9,4614 EK,0,1429,1,0,0,3,1,1302,129,0,0,3,0,0,1432,423,155,82,260,61,97,73,22,45,14,2,16,82,1,39,10,24,6,0,1,4,4,4,0,2,0,0,0,1,0,1,,
Tilburg,Bergen op Zoom,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Residentie Meilust,0748::SB10,4614 CZ,0,784,1,0,0,0,0,729,56,0,0,0,0,0,785,230,77,78,162,27,43,35,9,23,4,4,6,29,1,26,1,16,3,1,0,0,6,1,0,0,0,0,0,2,0,0,,
