contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0512::SB1,,1363,1102,1,3,0,4,1,978,123,0,4,0,0,0,1102,268,97,74,181,52,62,44,40,58,3,18,33,87,4,33,5,23,5,2,1,0,3,3,0,1,2,0,1,1,1,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Nieuwe Doelen A,0512::SB2,,1317,613,1,6,0,2,1,564,57,0,0,2,0,0,622,121,46,21,146,40,24,26,17,31,7,6,9,65,8,15,0,13,4,2,0,2,0,1,2,1,0,2,3,0,1,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Nieuwe Doelen B,0512::SB3,,1226,877,2,0,0,0,1,822,55,0,1,0,0,0,878,207,53,59,177,69,32,49,27,36,5,10,7,63,6,25,6,28,3,4,0,1,2,0,2,3,0,0,3,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bazuin,0512::SB4,,1312,751,2,3,0,0,4,713,39,0,0,0,0,0,756,164,65,37,159,36,58,42,29,37,3,6,12,51,4,12,2,23,1,1,2,0,3,1,0,2,0,0,1,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolgebouw De Regenboog,0512::SB5,,1390,943,3,1,0,0,1,840,106,0,0,0,0,0,947,228,99,61,176,56,57,23,51,37,4,12,9,67,3,19,4,20,0,1,0,1,4,5,1,4,0,1,0,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fortes Lyceum,0512::SB6,,1293,698,0,1,0,0,2,621,76,0,0,0,0,0,699,201,32,52,138,41,24,31,45,25,8,15,3,34,1,16,2,17,3,3,2,0,3,1,0,1,0,0,0,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Oosterbliek A,0512::SB7,,1472,975,0,1,0,1,1,858,118,0,0,1,0,0,977,229,114,64,159,45,62,43,65,21,16,15,17,59,3,28,2,19,4,0,0,2,2,2,0,1,1,2,0,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Oosterbliek B,0512::SB8,,1240,973,1,0,0,1,1,860,114,0,0,1,0,0,975,263,110,54,145,46,57,49,63,29,10,19,14,57,2,20,5,18,3,2,0,1,2,0,1,0,1,1,1,0,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Oosterbliek C,0512::SB9,,1156,889,0,3,0,0,1,789,102,0,0,0,0,0,892,215,91,64,140,46,51,44,54,20,6,25,9,51,1,34,1,22,1,2,0,1,4,2,0,0,2,1,0,2,0,,
Dordrecht,Gorinchem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis West,0512::SB10,,1317,884,1,8,0,2,0,766,129,0,0,2,0,0,895,204,118,54,116,28,63,43,44,27,15,38,18,55,0,21,3,14,3,2,0,2,8,3,0,3,0,2,0,0,0,,
