contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Beuningen,0209::SB1,6641 AE,1090,682,1,3,0,0,7,612,66,0,1,0,0,0,685,216,67,34,139,42,19,29,10,17,3,1,2,49,4,14,4,18,1,2,0,0,1,6,0,0,0,1,0,0,3,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jeugd Act. Centr. Hotspot,0209::SB2,6641 SJ,1090,971,3,5,0,0,3,869,107,0,0,0,0,0,979,235,182,41,130,47,65,56,6,21,11,3,24,74,7,26,5,19,0,1,0,1,2,4,2,0,1,4,1,2,1,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennisclub De Linden,0209::SB3,6641 KH,1090,1109,1,0,0,0,0,996,114,0,0,0,0,0,1110,370,145,90,196,47,66,46,10,20,6,1,0,48,2,31,3,13,1,2,1,0,5,3,0,2,0,0,0,0,1,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Droom! Beuningen,0209::SB4,6641 SZ,1090,1261,0,2,0,0,1,1113,150,0,0,0,0,0,1264,374,129,88,236,67,81,54,17,40,18,1,0,51,3,51,4,30,0,1,0,0,1,5,3,0,3,1,1,2,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scouting Beuningen '76,0209::SB5,6551 DR,1090,1349,1,2,0,0,3,1203,146,0,0,0,0,0,1352,513,122,117,246,48,40,46,7,28,10,0,4,64,4,34,6,33,0,0,0,5,5,9,1,0,2,0,3,1,1,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweer Kazerne Beuningen,0209::SB6,6641 AC,1090,952,5,0,0,0,1,861,96,0,0,1,0,0,958,278,151,60,152,43,57,41,7,31,11,3,1,58,1,23,3,13,0,1,0,0,5,7,1,0,0,0,3,0,2,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Ewijk,0209::SB7,6644 CH,1090,827,1,0,0,0,2,738,87,0,1,0,0,0,827,251,108,69,129,35,55,35,3,15,7,2,0,48,3,37,4,11,1,0,0,1,0,6,2,0,0,0,5,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA 't Hart Ewijk,0209::SB8,6644 EA,1090,1212,2,0,0,0,2,1105,107,0,0,0,0,0,1214,318,171,109,169,48,80,60,8,53,17,2,1,73,2,40,5,16,2,2,0,2,2,21,0,2,2,0,4,1,2,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kloosterhof,0209::SB9,6551 EB,1090,768,0,1,0,0,0,706,63,0,0,0,0,0,769,198,111,44,109,42,77,43,2,28,4,2,4,51,4,23,0,13,0,2,0,1,2,4,0,0,0,1,2,0,1,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Muziekcentrum ULTO,0209::SB10,6645 AD,1090,526,0,1,0,0,0,493,34,0,0,0,0,0,527,162,71,52,85,19,26,18,2,18,7,1,0,19,0,17,4,10,0,0,0,1,2,10,1,0,0,0,0,1,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Lèghe Polder,0209::SB12,6641 DC,1090,1054,4,1,0,0,3,976,80,0,0,0,0,0,1059,239,163,75,160,48,112,64,3,27,18,0,11,56,7,35,2,11,5,1,0,2,6,5,0,1,0,0,1,2,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Tinnegieter,0209::SB13,6641 DH,1090,1519,1,1,0,0,4,1383,135,0,0,1,0,0,1522,381,207,115,215,94,149,70,14,51,19,2,7,90,3,47,5,26,3,4,0,2,4,4,1,2,0,0,3,1,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal 't Centrum Weurt,0209::SB14,6551 ZN,1090,696,1,0,0,0,1,646,50,0,0,0,0,0,697,169,87,40,125,67,45,38,5,30,3,2,3,26,4,17,2,21,0,1,0,0,2,2,2,2,0,0,0,2,1,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Paulus,0209::SB15,6645 BT,1090,627,1,1,0,0,0,583,46,0,0,0,0,0,629,212,58,47,106,19,53,18,1,24,5,0,2,32,3,21,4,9,0,1,0,0,1,11,0,0,0,0,0,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Beuningen Early Voting maandag,0209::SB101,6641 AE,1090,535,1,1,0,0,1,485,50,0,1,0,0,0,536,156,52,68,77,9,56,41,11,20,6,2,0,13,2,13,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Paulus Early Voting maandag,0209::SB115,6645 BT,1090,136,0,1,0,0,0,125,12,0,0,0,0,0,137,33,10,36,6,3,18,16,1,2,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Beuningen Early Voting dinsdag,0209::SB201,6641 AE,1090,605,1,1,0,0,0,551,57,0,0,1,0,0,608,162,100,67,77,25,51,25,9,15,15,4,5,16,7,14,1,8,0,0,0,0,0,2,0,2,0,0,0,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Paulus Early Voting dinsdag,0209::SB215,6645 BT,1149,159,0,0,0,0,0,145,14,0,0,0,0,0,159,49,17,17,21,6,17,18,1,1,3,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nijmegen,Beuningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau gemeentehuis,0209::SB301,6641 AE,1154,1592,0,3,0,0,,,,,0,0,,,1595,466,124,368,130,26,161,173,27,18,54,2,1,2,0,15,4,10,0,0,0,0,0,1,2,4,0,1,3,0,0,0,0
