contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0289::SB1,,1773,990,2,2,0,3,8,917,72,0,0,3,0,0,997,106,29,30,248,159,46,61,32,74,3,1,10,29,22,16,2,99,1,6,1,1,5,2,1,0,0,0,0,1,5,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum De Toekomst,0289::SB2,,1785,366,1,0,0,0,3,352,12,0,0,0,0,0,367,35,17,18,77,45,21,18,7,22,0,5,9,20,9,5,0,50,1,1,0,0,0,3,0,1,0,0,1,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Huis van de Nude,0289::SB3,,1126,555,0,1,0,1,5,516,34,0,1,0,0,0,555,61,29,18,137,68,26,34,29,29,3,9,6,20,11,5,0,53,0,3,1,2,2,4,1,1,0,1,1,1,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vakschool Rijn IJssel,0289::SB4,,1125,1769,1,4,0,0,10,1653,111,0,0,0,0,0,1774,257,74,70,402,267,60,95,80,102,3,5,17,38,31,24,5,200,2,6,2,6,11,8,2,0,0,0,1,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde Kerk Vrijgemaakt,0289::SB5,,1644,1109,2,2,0,0,5,1015,93,0,0,0,0,0,1113,124,72,48,267,178,53,63,72,70,8,10,8,33,7,13,3,71,1,1,1,3,0,2,0,0,0,0,0,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel WICC,0289::SB6,,1000,552,1,0,0,0,8,502,43,0,0,0,0,0,553,73,24,34,122,74,29,27,15,37,2,1,4,18,6,10,3,59,3,1,0,1,0,1,1,0,0,0,4,0,3,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Pomhorst,0289::SB7,,1581,898,2,2,0,0,6,815,83,0,0,2,0,0,904,98,102,28,174,123,73,50,40,54,5,6,21,35,10,14,2,33,10,4,1,0,3,7,0,0,3,0,0,1,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sociëteit de Cantil,0289::SB8,,1271,956,1,5,0,0,24,879,59,0,0,0,0,0,962,79,17,49,285,130,30,49,24,53,2,2,2,23,13,12,2,162,0,5,3,2,6,4,0,0,0,0,1,1,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuinvereniging Tuindorp,0289::SB9,,1169,688,0,3,0,0,2,623,66,0,0,0,0,0,691,70,92,32,92,72,64,68,22,54,9,2,13,35,7,17,2,20,1,4,0,0,3,2,0,0,0,0,1,2,4,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tafeltennisvereniging Shot,0289::SB10,,1798,342,0,0,0,0,1,310,31,0,0,0,0,0,342,32,24,11,90,71,20,23,7,18,1,0,1,8,1,2,1,15,12,3,0,0,0,0,0,0,0,0,1,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Immanuel Kerk,0289::SB11,,2156,652,0,2,0,0,2,606,46,0,0,0,0,0,654,73,53,27,107,92,37,36,42,53,1,32,5,36,10,7,0,24,5,3,1,1,1,1,0,0,0,0,1,0,4,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Vlinder,0289::SB12,,2154,1686,1,1,0,2,16,1537,137,0,0,2,0,0,1690,204,56,75,406,303,77,108,74,106,2,21,8,36,23,20,2,132,2,4,1,3,3,11,3,1,1,0,2,0,2,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parkflat Belmonte,0289::SB13,,1039,807,3,0,0,0,5,752,53,0,0,0,0,0,810,151,30,55,242,86,19,58,27,60,2,3,0,16,4,3,1,39,0,2,0,1,3,3,2,0,0,0,0,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Aanloop,0289::SB14,,1705,1674,1,2,0,1,10,1505,163,0,0,1,0,0,1678,273,88,90,418,255,66,123,56,77,11,12,5,39,11,31,4,91,1,7,1,1,6,4,2,0,0,0,1,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Nol in 't Bosch,0289::SB15,,1405,735,0,0,0,1,71,656,7,0,1,0,0,0,734,204,24,36,182,70,10,33,38,40,5,11,0,23,1,17,0,36,0,0,1,0,1,0,0,0,0,0,0,0,3,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Tarthorst,0289::SB16,,947,527,2,1,0,0,3,497,30,0,0,0,0,0,530,61,39,27,114,93,26,32,16,18,3,4,5,18,13,8,2,41,0,2,0,2,1,1,0,0,0,0,1,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging WAVV,0289::SB17,,1413,723,1,0,0,0,1,644,79,0,0,0,0,0,724,135,72,47,156,91,31,54,16,25,0,8,2,23,4,17,2,33,0,0,0,0,1,3,0,0,0,0,0,0,3,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grote Kerk Markt,0289::SB18,,1271,2259,5,3,0,0,38,2109,120,0,0,0,0,0,2267,185,40,107,642,424,37,120,69,162,3,7,14,37,39,20,3,320,1,8,1,5,5,3,1,0,0,1,1,1,3,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Campus WUR Forumgebouw,0289::SB19,,962,1545,4,3,0,0,35,1452,65,0,0,0,0,0,1552,110,17,54,384,330,28,66,53,117,2,3,4,27,45,12,5,258,0,9,2,3,4,8,2,0,0,0,1,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vredehorst,0289::SB20,,1283,1021,2,4,0,0,8,939,80,0,0,0,0,0,1027,115,67,44,185,163,76,66,59,65,8,9,8,45,21,13,2,59,0,1,2,1,4,4,0,0,0,1,1,0,2,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vakschool Rijn IJssel 15/3,0289::SB21,,0,239,0,0,0,0,2,216,21,0,0,0,0,0,239,35,17,22,54,28,12,18,10,17,1,0,0,7,0,2,0,9,0,2,0,0,0,1,2,0,0,1,1,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vakschool Rijn IJssel 16/3,0289::SB22,,0,282,0,0,0,0,2,262,18,0,0,0,0,0,282,52,21,17,36,39,20,20,18,18,1,4,1,5,0,7,0,20,0,1,0,0,0,0,0,0,0,0,0,0,2,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grote Kerk markt 15/3,0289::SB23,,0,464,0,0,0,0,1,428,35,0,0,0,0,0,464,56,23,48,99,65,27,60,14,25,3,6,0,4,4,6,0,20,0,0,0,0,0,3,1,0,0,0,0,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grote Kerk Markt 16/3,0289::SB24,,0,531,1,3,0,0,6,482,47,0,0,0,0,0,535,55,26,29,133,69,32,54,21,41,0,5,1,9,3,8,1,39,1,1,0,0,0,2,0,0,0,0,0,0,1,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vredehorst 15/3,0289::SB25,,0,511,0,1,2,0,1,477,36,0,0,2,0,0,514,55,40,68,84,47,49,72,32,21,1,0,2,7,2,9,1,18,0,0,0,0,0,2,0,0,0,1,0,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vredehorst 16/3,0289::SB26,,0,534,0,0,0,0,0,489,46,0,0,1,0,0,535,55,54,43,80,55,48,56,32,27,7,6,11,15,4,9,1,24,2,1,0,0,0,2,0,1,0,0,1,0,0,,
Arnhem,Wageningen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Stadhuis,0289::SB27,,0,2014,0,1,0,0,,,,,0,0,,,2015,401,100,316,306,87,156,333,111,72,38,20,1,16,2,24,2,26,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
