contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Heilige Martinus Kerk,0840::SB1,4715 CB,1685,887,0,0,0,0,3,773,110,0,1,0,0,0,886,255,165,102,113,24,45,20,10,32,3,0,0,49,0,30,8,10,0,0,0,0,3,15,2,0,0,0,0,0,0,1,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Agora,0840::SB2,4715 AV,1851,975,0,1,0,0,2,838,136,0,0,0,0,0,976,270,228,74,92,25,62,38,9,18,20,3,3,66,2,28,3,12,0,1,1,2,5,11,1,0,0,0,0,0,0,1,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis D'n Hoge Dries,0840::SB3,4721 AC,1378,917,2,0,0,0,1,799,119,0,0,0,0,0,919,283,140,121,107,20,48,19,5,34,12,1,0,61,0,26,3,8,0,2,0,1,3,19,1,1,0,0,0,1,0,1,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café de Coop,0840::SB4,4714 EA,1627,1220,0,3,0,1,1,1027,196,0,0,1,0,1,1224,326,345,80,78,21,91,36,5,19,13,2,3,98,2,45,12,10,0,1,0,2,5,23,0,1,2,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Trapkes,0840::SB5,4714 CN,2205,1182,1,0,0,0,0,977,206,0,0,0,0,0,1183,329,290,125,69,22,76,43,5,31,20,2,1,80,0,52,3,10,0,0,1,1,3,19,0,0,0,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportpark Rood-Wit,0840::SB6,4711 AV,2266,1178,1,2,0,0,0,966,215,0,0,0,0,0,1181,199,548,52,43,12,68,26,2,25,14,3,0,133,2,34,6,4,0,1,0,3,0,1,0,0,0,1,0,0,0,1,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Lanteern,0840::SB7,4711 EG,2162,1075,0,0,0,0,5,872,198,0,0,0,0,0,1075,207,490,46,28,19,62,17,4,23,10,0,2,111,0,32,5,5,0,0,0,1,0,11,0,0,0,0,0,0,0,2,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Pleintje,0840::SB8,4711 JR,2070,1153,0,0,0,0,0,928,225,0,0,0,0,0,1153,149,634,27,46,16,79,25,4,14,6,0,16,90,0,27,9,3,0,0,0,2,0,2,1,0,0,0,0,0,0,3,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0840::SB9,4715 RW,1819,950,1,0,0,0,1,791,159,0,0,0,0,0,951,245,355,53,50,19,46,13,1,20,5,1,4,95,1,19,1,4,0,0,0,0,2,15,1,0,0,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Nieuwenbergh,0840::SB10,4735 TA,1681,1120,1,0,0,0,3,998,120,0,0,0,0,0,1121,307,263,104,109,29,72,26,7,32,16,4,0,72,1,30,7,17,0,1,0,0,3,14,3,0,1,1,0,0,0,1,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Agora 15 maart 2021,0840::SB11,4715 AV,0,181,0,1,0,0,2,162,18,0,0,0,0,0,182,50,25,30,21,2,24,16,1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Agora 16 maart 2021,0840::SB12,4715 AV,0,204,0,2,0,0,0,185,21,0,0,0,0,0,206,64,40,33,19,3,9,17,0,1,6,0,0,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis 15 maart 2021,0840::SB13,4715 RW,0,266,0,1,0,0,0,220,48,0,0,1,0,1,268,69,83,26,10,6,21,22,3,9,3,0,0,9,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis 16 maart 2021,0840::SB14,4715 RW,0,387,0,0,0,0,2,326,59,0,0,0,0,0,387,85,150,32,26,7,31,13,3,6,3,2,0,18,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,
Tilburg,Rucphen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,0840::SB15,4715 RW,0,1531,1,3,0,0,,,,,0,0,,,1535,472,330,265,49,20,162,93,10,31,42,0,0,13,0,20,1,5,0,0,0,1,0,6,0,7,0,0,1,0,1,2,0,0
