contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP)
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Stadhuisplein 1",0772::SB1,,7226,1084,0,4,0,0,7,1014,67,0,0,0,0,0,1088,225,41,34,299,122,31,53,8,41,1,3,9,39,23,15,2,107,2,6,5,4,4,1,4,1,0,0,1,3,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Stadhuisplein 1",0772::SB2,,1,944,3,0,0,2,11,869,69,0,0,2,0,0,949,185,48,36,247,100,38,40,5,51,7,3,10,48,9,14,2,84,1,4,2,2,5,0,2,1,0,0,0,0,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Stadhuisplein 1",0772::SB3,,1,970,0,1,0,2,2,894,72,1,3,0,0,0,968,188,37,37,256,97,40,46,5,64,3,2,9,32,13,13,1,104,1,4,1,3,6,1,0,2,0,0,0,4,0,1
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Stadhuisplein 1",0772::SB4,,1,994,5,5,5,0,7,947,55,0,0,5,0,0,1009,194,54,33,281,84,29,46,7,54,3,2,14,34,17,18,3,99,0,9,1,3,4,0,0,1,1,1,1,1,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Stadhuisplein 1",0772::SB5,,1,895,1,1,0,0,1,828,68,0,0,0,0,0,897,192,29,37,232,80,40,33,5,43,3,2,11,43,14,13,1,94,1,6,0,1,7,1,2,0,0,1,1,1,0,2
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau GGZE Dr Poletlaan 40,0772::SB6,,4124,686,2,2,0,0,1,604,85,0,0,0,0,0,690,162,62,25,128,60,36,33,11,35,5,1,34,37,7,7,1,30,0,1,0,1,1,1,0,1,0,0,3,2,0,2
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau GGZE Dr Poletlaan 40,0772::SB7,,1,601,3,0,0,0,2,549,54,1,0,1,0,0,605,149,56,34,113,48,28,16,15,27,2,1,17,38,2,12,7,21,2,6,0,3,2,0,0,0,0,0,0,2,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau GGZE Dr Poletlaan 40,0772::SB8,,1,661,2,1,0,0,2,597,65,0,0,0,0,0,664,161,56,41,135,56,34,28,11,36,1,0,15,32,5,7,1,27,3,4,1,1,1,1,0,0,0,0,1,1,0,2
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Achtse Barrier Savoiepad 14,0772::SB9,,7135,1267,4,2,1,0,0,1122,150,0,1,0,0,0,1272,335,173,99,185,59,81,53,18,34,17,1,10,95,8,31,12,24,1,7,0,3,5,7,1,2,1,1,2,2,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Achtse Barrier Savoiepad 14,0772::SB10,,1,1065,4,0,0,5,0,956,118,0,5,0,0,0,1074,243,169,67,160,53,91,52,13,25,10,1,14,72,6,28,12,16,5,2,0,5,7,2,0,2,1,1,3,3,0,2
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Achtse Barrier Savoiepad 14,0772::SB11,,1,1190,4,1,0,5,3,1063,134,0,0,5,0,0,1200,302,163,70,200,64,85,53,21,42,17,1,11,64,6,32,10,27,1,2,2,2,4,5,2,1,0,0,2,0,0,1
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Achtse Barrier Savoiepad 14,0772::SB12,,1,1163,4,4,2,0,2,1031,140,0,0,2,0,0,1173,334,142,70,213,61,77,32,12,43,13,5,8,69,1,23,4,29,6,2,0,2,3,1,2,3,0,0,6,0,0,2
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Sporthal Frits Philips, Avignonln 1",0772::SB13,,3443,1086,0,5,0,0,2,982,107,0,0,0,0,0,1091,266,118,63,206,49,74,55,8,28,15,4,14,79,3,28,19,37,6,1,1,4,2,1,1,3,0,0,0,0,1,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Sporthal Frits Philips, Avignonln 1",0772::SB14,,1,1116,0,1,0,2,0,995,124,0,0,2,0,0,1119,234,143,81,205,59,69,42,24,37,22,4,9,85,3,30,7,38,4,0,0,1,5,2,1,1,0,0,1,1,1,7
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Tennishal, Vijfkamplaan 10",0772::SB15,,6909,824,0,4,0,0,2,717,109,0,0,0,0,0,828,186,99,44,127,48,67,28,16,24,10,2,41,64,8,7,1,24,10,5,0,3,3,1,0,1,0,0,3,1,0,1
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Tennishal, Vijfkamplaan 10",0772::SB16,,1,857,6,2,0,0,2,757,106,0,0,0,0,0,865,179,115,46,136,55,59,21,16,30,14,1,50,52,5,22,8,23,5,3,0,2,2,0,3,0,1,2,1,3,2,1
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Tennishal, Vijfkamplaan 10",0772::SB17,,1,799,1,2,0,0,0,700,102,0,0,0,0,0,802,174,79,37,152,37,66,25,14,31,5,4,44,57,7,22,3,17,9,1,0,1,1,1,1,0,3,0,1,3,4,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Tennishal, Vijfkamplaan 10",0772::SB18,,1,835,2,1,0,1,0,725,113,0,1,0,0,0,838,183,101,39,130,48,49,50,14,24,9,2,39,78,6,15,4,16,9,3,0,2,1,1,2,0,0,0,6,2,2,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Gymzaal BS, Pieter Poststraat 13a",0772::SB19,,2537,625,1,2,0,0,1,568,59,0,0,0,0,0,628,94,71,31,92,62,57,31,10,28,8,2,43,44,7,15,1,18,2,4,0,0,2,2,0,1,0,0,0,0,0,0
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Gymzaal BS, Pieter Poststraat 13a",0772::SB20,,1,644,1,0,0,0,2,564,79,0,0,0,0,0,645,93,103,29,85,51,56,26,11,23,4,1,45,45,10,14,0,23,6,3,2,1,3,1,0,3,0,0,0,0,2,4
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Elf13, St Philomenastraat 11",0772::SB21,,1576,1136,6,2,0,0,6,1047,91,0,0,0,0,0,1144,156,108,29,226,112,83,51,16,46,8,0,83,72,19,19,9,59,6,6,3,3,4,3,1,4,2,0,0,0,1,7
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Barrierweg 1,0772::SB22,,2518,762,4,2,0,0,4,684,80,0,0,0,0,0,768,128,71,31,104,57,60,42,9,35,11,0,93,44,7,6,4,29,10,5,0,0,2,2,0,0,2,0,3,1,3,3
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Barrierweg 1,0772::SB23,,1,858,4,3,1,3,6,765,98,0,0,4,0,0,869,115,82,30,148,65,68,24,11,26,10,3,97,68,12,19,2,38,11,5,1,3,7,0,0,3,1,0,1,3,4,1
's-Hertogenbosch,Eindhoven,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Gerretsonlaan 17,0772::SB24,,2439,778,3,0,0,0,3,691,87,0,0,0,0,0,781,123,76,33,156,67,63,40,33,43,6,4,26,31,3,7,3,39,2,1,0,7,3,0,0,3,2,0,2,3,0,2
