contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Waalwijk,0867::SB1,5141 PA,1627,792,2,3,0,0,2,726,69,0,0,0,0,0,797,224,101,58,121,32,47,33,6,30,9,0,13,50,1,36,1,19,0,2,0,0,3,3,1,0,1,0,0,1,0,0,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basischool Besoyen,0867::SB3,5141 BP,2202,1361,3,2,1,0,2,1220,145,0,1,0,1,0,1367,400,190,89,219,41,73,51,36,36,16,12,14,84,1,36,5,20,1,4,3,4,8,8,1,1,2,1,0,1,0,4,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau De Mads, Dans- en muziekcentrum",0867::SB6,5142 CB,1887,961,1,4,0,0,2,864,100,0,0,0,0,0,966,219,129,50,110,40,93,42,13,32,13,2,78,73,3,16,8,14,10,2,0,0,1,3,2,2,3,0,0,2,0,1,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis De Ouwe Toren,0867::SB7,5142 EP,1948,1184,5,4,0,0,2,1078,112,0,1,0,1,0,1192,325,177,62,200,37,95,34,5,41,19,1,8,88,3,31,9,18,2,3,2,1,9,3,2,1,2,0,0,6,0,0,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Balade,0867::SB8,5142 WX,1695,1108,3,4,0,0,0,989,126,0,0,0,0,0,1115,196,176,86,115,51,96,50,13,45,14,3,97,81,3,18,2,13,19,5,2,3,4,9,0,1,3,1,0,2,0,0,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kindcentrum Zanddonk,0867::SB9,5144 GE,1748,766,1,2,0,0,3,687,78,0,1,0,0,0,768,165,109,49,106,46,65,39,7,19,7,0,54,51,1,8,6,11,0,3,0,2,5,5,0,0,1,0,0,5,0,2,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis Zanddonk,0867::SB11,5144 VM,2033,1291,4,2,0,0,0,1178,119,0,0,0,0,0,1297,365,176,77,209,56,126,44,16,38,11,1,15,65,6,32,7,17,2,9,2,2,7,1,5,1,1,0,0,0,0,0,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Bourgondisch Hof,0867::SB12,5144 AL,1775,963,4,1,0,0,0,875,93,0,0,0,0,0,968,218,165,35,113,55,94,33,6,37,22,7,30,73,3,26,5,8,1,1,0,3,11,8,2,0,1,0,0,2,0,4,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Juliana v Stolberg,0867::SB13,5144 CJ,1138,914,0,1,0,0,1,840,73,0,1,0,0,0,914,353,67,87,176,43,34,26,24,24,2,0,4,28,0,26,0,14,0,0,0,2,1,0,1,1,0,0,0,1,0,0,,
Tilburg,Waalwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis Bloemenoord,0867::SB15,5143 TB,1106,615,1,2,0,0,4,545,69,0,0,0,0,0,618,147,116,24,61,18,68,26,4,13,10,1,40,62,1,9,1,4,0,1,1,2,1,2,0,0,0,0,0,1,0,2,,
