contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nienoordkapel,1969::SB1,9351 AN,1304,516,0,0,0,0,2,467,47,0,0,0,0,0,516,75,58,62,83,18,50,40,35,14,1,8,0,36,1,12,0,5,0,0,0,2,2,9,0,2,0,1,2,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Leek,1969::SB2,9351 BJ,1061,522,3,0,0,0,1,487,37,0,0,0,0,0,525,109,83,46,67,20,32,33,33,8,7,10,1,41,2,7,0,4,0,0,0,2,2,11,2,0,1,1,0,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dienstencentrum De Schutse,1969::SB3,9351 KP,1132,754,3,1,0,0,1,678,79,0,0,0,0,0,758,110,102,58,96,35,89,65,55,27,11,5,2,44,0,15,5,18,0,2,0,0,1,7,0,2,1,1,2,0,1,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cazemier Boerderij,1969::SB4,9356 AT,1260,966,0,0,0,0,2,885,79,0,0,0,0,0,966,193,111,89,123,53,86,62,71,22,7,10,0,61,3,27,7,10,0,0,0,1,1,24,1,0,3,0,1,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Novatec,1969::SB5,9356 AS,1305,570,0,0,0,0,3,513,54,0,0,0,0,0,570,99,76,50,74,34,45,39,44,14,5,1,2,28,2,14,4,15,0,2,0,4,2,14,1,0,0,0,1,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Zevenhuizen,1969::SB6,9354 AR,1087,770,1,0,0,0,1,693,77,0,0,0,0,0,771,174,94,123,66,13,50,42,38,17,5,9,0,49,1,13,0,10,0,3,0,0,4,53,1,1,0,4,0,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Sierdhuus,1969::SB7,9354 BN,1106,684,1,1,0,0,0,618,68,0,0,0,0,0,686,137,71,116,64,20,47,39,26,22,4,1,0,40,0,17,5,10,0,1,0,1,6,46,0,4,1,1,4,0,1,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pannenkoekenburcht Nienoord,1969::SB8,9351 PG,775,466,1,1,0,0,5,420,43,0,0,0,0,0,468,89,42,47,72,13,17,20,59,10,3,7,0,38,1,12,0,8,0,0,0,0,3,24,0,0,0,1,0,0,0,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MCO De Gaveborg,1969::SB9,9828 RC,554,481,0,1,0,1,0,442,41,0,0,1,0,0,483,65,40,32,80,35,39,35,24,19,5,10,0,32,0,19,2,6,0,3,0,5,0,27,1,0,0,0,1,0,1,0,,
Groningen,Westerkwartier,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Bolwerk,1969::SB10,9812 PL,273,261,1,0,0,0,1,241,20,0,0,0,0,0,262,18,3,13,32,22,19,16,86,17,0,15,0,6,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,
