contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0873::SB1,4631 GC,3584,2328,0,4,0,2,9,2077,244,0,2,0,0,0,2330,689,441,145,261,58,162,72,10,63,25,1,21,209,8,76,9,33,1,2,0,3,5,19,4,4,1,0,0,4,0,2,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Appartementencomplex Lucashof,0873::SB2,4631 LR,1918,1001,2,1,0,0,5,902,97,0,0,0,0,0,1004,342,158,76,121,20,72,14,6,34,13,3,2,53,3,37,4,20,0,4,0,4,4,4,2,3,0,0,0,0,0,2,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Blickvelt,0873::SB3,4634 TN,1209,761,0,2,0,2,2,696,63,0,2,0,0,0,761,236,108,69,81,16,47,23,13,35,9,0,0,56,0,35,6,5,0,0,0,2,1,15,1,2,0,0,0,0,0,1,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mult centrum De Drieschaar,0873::SB4,4641 TH,2772,1029,0,1,0,1,4,926,101,0,0,1,0,0,1031,322,189,122,84,21,53,29,10,33,12,3,0,72,1,32,6,9,0,4,0,6,2,16,1,1,0,0,0,0,0,1,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Dekkers,0873::SB5,4641 CP,1066,795,0,0,0,0,4,692,99,0,0,0,0,0,795,209,168,52,65,24,67,40,13,29,12,0,0,49,2,32,3,9,0,2,0,2,1,12,0,1,1,0,0,1,0,1,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Multifunctioneel Centrum De Biezen,0873::SB6,4645 DA,2205,1135,1,2,0,0,12,996,130,0,0,0,0,0,1138,288,299,49,106,24,76,33,6,38,15,0,3,122,5,39,5,9,0,4,0,3,6,4,1,0,0,0,0,0,0,0,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Multifunctioneel Centrum De Kloek,0873::SB7,4635 BW,1706,1135,3,2,0,2,8,1009,125,0,0,2,0,0,1142,398,147,119,130,38,55,23,7,43,5,2,0,67,0,41,9,16,0,0,1,4,3,18,1,1,0,0,0,2,0,5,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentewerken Woensdrecht (buitendienst ),0873::SB8,4631 RH,1776,751,2,3,0,0,1,683,72,0,0,0,0,0,756,218,115,60,99,18,47,30,3,21,12,1,1,51,2,43,2,12,1,1,0,2,6,5,0,0,0,0,0,0,0,1,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,0873::SB50,4631 GC,0,1792,4,4,0,2,,,,,0,2,,,1802,519,216,331,130,33,180,193,20,30,72,4,1,23,0,25,1,4,0,0,0,0,1,2,0,6,1,0,0,0,0,0,0,0
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0873::SB101,4631 GC,0,451,0,0,0,0,0,402,49,0,0,0,0,0,451,131,64,45,58,8,59,37,4,13,1,0,2,16,0,4,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0873::SB102,4631 GC,0,598,1,2,0,0,5,526,70,0,0,0,0,0,601,160,111,60,71,9,51,33,11,11,12,2,4,29,0,21,2,7,0,0,1,0,0,0,0,0,0,1,0,2,0,0,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mult centrum De Drieschaar,0873::SB103,4641 TH,0,205,0,0,0,0,2,180,23,0,0,0,0,0,205,49,32,34,14,5,17,21,7,7,5,0,0,5,0,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
Tilburg,Woensdrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mult centrum De Drieschaar,0873::SB104,4641 TH,0,254,0,0,0,0,0,215,39,0,0,0,0,0,254,86,45,20,25,6,24,7,4,5,5,1,0,3,0,13,2,3,0,0,2,0,2,0,0,1,0,0,0,0,0,0,,
