contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theater De Schuur,1709::SB1,4761 CA,1125,627,1,2,0,1,2,570,57,0,1,0,0,0,629,164,74,58,79,27,32,22,18,38,7,0,1,41,0,30,1,15,0,2,0,2,6,7,0,0,0,0,0,2,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Theaterzaal De Borgh,1709::SB2,4761 BE,1195,1442,1,1,0,3,2,1301,138,0,3,0,0,0,1441,449,190,102,218,51,98,55,9,31,12,3,14,98,0,52,7,16,2,2,0,4,6,14,3,0,0,0,0,2,0,4,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tien Koevoet Dancemasters,1709::SB3,4761 GE,1328,576,0,0,0,1,0,532,45,0,0,1,0,0,577,146,102,46,59,12,66,25,8,26,8,1,5,36,1,15,3,2,0,2,1,3,3,1,1,0,1,0,0,2,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pluspunt Serena,1709::SB4,4761 TW,1609,1427,1,1,0,1,0,1283,145,0,1,0,0,0,1428,334,247,91,186,58,131,73,20,38,9,1,26,74,3,63,15,30,3,1,1,3,7,10,0,1,1,1,0,0,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Anker,1709::SB5,4761 CD,1547,171,0,1,0,0,0,152,20,0,0,0,0,0,172,42,8,18,22,8,9,6,17,11,2,1,0,10,1,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Droge Mark,1709::SB6,4761 JB,1557,578,2,9,0,0,1,532,55,0,1,0,1,0,588,121,116,32,59,21,78,22,8,10,7,1,26,30,1,19,3,9,0,1,1,1,1,4,1,2,2,0,1,0,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trefpunt,1709::SB7,4761 ZC,1585,1592,2,0,0,5,0,1439,160,0,0,5,0,0,1599,515,205,139,217,54,98,50,27,41,11,4,31,80,1,67,3,23,0,1,0,4,4,9,3,3,1,0,0,1,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vier Hoog Zevenbergen,1709::SB8,4762 AL,1520,264,1,0,0,0,0,242,23,0,0,0,0,0,265,80,50,16,26,11,19,6,3,7,4,1,1,22,0,5,1,5,0,0,0,0,0,6,0,0,1,0,0,0,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Stedeke,1709::SB9,4772 RA,708,526,0,1,0,0,3,482,42,0,0,0,0,0,527,149,77,58,53,9,36,16,5,14,10,4,0,31,0,13,4,5,0,1,0,1,0,38,1,0,1,0,0,0,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Zevensprong,1709::SB10,4765 CP,1327,853,0,0,0,1,3,756,95,0,0,1,0,0,854,246,143,78,94,21,60,28,17,28,9,3,0,46,0,18,7,18,1,2,0,1,1,21,3,2,3,2,0,0,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Klundert Spido,1709::SB11,4791 JN,1498,739,2,2,0,0,1,666,76,0,0,0,0,0,743,195,106,93,68,8,50,26,62,7,4,15,5,49,2,21,2,5,0,0,0,1,2,14,1,0,0,0,0,1,0,2,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Niervaert,1709::SB12,4791 GB,1506,723,2,2,0,0,3,646,78,0,0,0,0,0,727,170,137,67,65,27,52,13,29,24,9,8,1,60,1,26,6,3,1,2,0,0,3,12,0,0,5,0,0,1,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Stad Klundert,1709::SB13,4791 HL,1560,1196,0,3,1,0,2,1074,124,0,0,1,0,0,1200,320,136,115,175,27,74,34,85,26,12,22,2,86,3,35,0,13,1,1,1,1,3,16,1,0,0,0,1,5,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ankerkuil,1709::SB14,4781 AR,873,591,2,0,0,0,2,530,61,0,0,0,0,0,593,139,147,38,38,18,60,22,9,13,10,4,2,39,0,21,4,5,0,1,1,0,4,8,0,5,2,0,0,0,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau D' Ouwe School,1709::SB15,4759 BD,887,608,0,0,0,0,3,550,55,0,0,0,0,0,608,217,97,57,57,11,32,17,5,9,16,2,1,40,0,24,5,2,0,2,0,0,0,11,0,1,0,0,0,1,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Standaert,1709::SB16,4758 AJ,1775,1221,2,0,0,1,1,1095,128,0,0,1,0,0,1224,353,247,100,116,37,105,34,8,38,22,1,1,71,1,27,11,8,0,2,0,1,8,20,3,2,1,1,0,1,0,2,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Irene,1709::SB17,4797 AJ,1818,1318,0,1,0,0,2,1189,128,0,0,0,0,0,1319,437,112,148,204,45,64,48,29,49,12,8,0,65,2,43,4,23,1,3,0,2,7,8,0,3,0,0,0,1,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Blokhut,1709::SB18,4797 HT,1000,564,1,3,0,0,0,515,53,0,0,0,0,0,568,134,89,50,66,13,55,29,11,24,13,2,2,32,1,16,3,6,0,0,0,1,1,13,0,0,0,0,0,1,0,2,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Parel,1709::SB19,4793 CB,1371,1133,0,2,0,1,5,1008,120,0,2,0,1,0,1133,272,248,93,119,24,82,35,19,31,7,9,4,99,4,43,5,17,1,1,0,2,1,15,1,0,0,1,0,0,0,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Trefpunt,1709::SB20,4793 EP,1291,577,0,4,0,0,0,514,67,0,0,0,0,0,581,172,89,73,57,14,44,30,11,13,8,1,0,38,1,16,0,3,0,1,0,1,1,1,1,0,0,1,0,0,1,0,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Graanbeurs,1709::SB21,4793 GB,1458,753,5,1,2,0,0,671,86,0,2,0,0,0,757,227,119,52,72,19,44,26,8,22,7,3,0,78,3,24,4,13,0,0,0,3,2,24,2,0,0,0,0,0,0,1,,
Tilburg,Moerdijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pestalozzihuis,1709::SB22,4794 AA,825,472,0,0,0,0,0,412,60,0,0,0,0,0,472,89,96,49,46,13,42,24,12,15,4,2,1,39,0,12,5,6,0,0,0,1,2,9,1,1,0,0,0,1,0,2,,
