contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Geestmerambacht #1,0416::SB201,1723 XN,1658,727,2,2,0,0,1,661,69,0,0,0,0,0,731,190,87,46,91,36,47,34,10,35,8,0,10,56,4,18,5,18,2,2,1,4,5,9,2,0,0,0,4,0,1,2,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal IKC Oudkarspel #1,0416::SB401,1724 NZ,1250,1021,5,3,0,0,0,929,101,0,0,1,0,0,1030,308,98,87,160,43,40,48,7,34,10,0,2,88,0,27,12,16,2,2,0,2,6,18,0,3,0,1,4,0,3,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal IKC Waterrijk #1,0416::SB301,1723 AA,2343,926,1,1,0,0,1,831,96,0,0,0,0,0,928,253,101,89,165,32,50,40,12,35,8,2,4,62,2,23,3,11,6,2,1,3,6,11,0,0,1,0,3,0,0,0,1,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal IKC Waterrijk #2,0416::SB302,1723 AA,1130,948,1,2,0,0,0,869,81,0,1,0,0,0,950,247,120,74,147,37,49,36,12,36,8,3,3,69,1,31,15,15,2,3,2,5,8,15,1,0,0,0,6,0,2,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Geestmerambacht #2,0416::SB202,1723 XN,1205,782,1,2,0,1,1,724,61,0,0,1,0,0,786,206,97,58,94,25,59,25,14,26,10,2,11,76,5,24,8,15,1,3,0,2,3,10,0,0,0,1,5,0,0,2,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Winkelcentrum Broekerveiling,0416::SB6,1721 CK,1178,1175,2,5,0,0,6,1067,116,0,0,7,0,0,1189,296,113,97,200,46,60,63,37,44,14,4,5,92,3,42,4,21,0,5,0,3,8,8,1,1,0,0,4,1,2,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Christelijk Gereformeerde Kerk,0416::SB7,1721 PP,1231,771,0,0,0,0,0,701,70,0,0,0,0,0,771,306,51,72,113,20,25,10,45,22,4,5,0,35,1,31,4,16,0,0,1,0,0,4,2,2,1,0,0,0,0,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Oostwal #1,0416::SB101,1834 GH,1389,696,1,0,0,0,0,648,49,0,0,0,0,0,697,195,65,52,126,45,38,24,15,23,6,1,0,53,3,17,3,13,0,1,0,2,2,6,1,0,0,2,2,0,0,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Regenboog,0416::SB9,1834 CC,1071,815,3,2,0,0,0,761,58,0,1,0,0,0,819,170,56,46,152,54,32,35,37,59,12,2,1,85,1,19,6,30,0,1,0,2,4,4,1,0,1,0,5,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Oostwal #2,0416::SB102,1834 GH,1103,716,0,1,0,0,1,661,55,0,0,0,0,0,717,191,48,56,133,39,33,30,26,28,7,2,4,57,0,23,6,17,0,2,0,1,2,7,0,1,0,1,1,0,0,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bonte Koe,0416::SB11,1832 AD,198,170,0,0,0,0,1,149,20,0,0,0,0,0,170,38,18,3,31,9,11,6,4,15,2,0,0,16,0,5,1,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal IKC Oudkarspel #2,0416::SB402,1724 NZ,1989,1180,2,2,0,0,1,1082,104,3,0,3,0,0,1187,354,123,98,153,54,48,49,10,46,11,0,3,125,4,40,8,16,1,2,1,1,5,17,0,2,0,0,6,0,1,2,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis De Binding,0416::SB1301,1722 KC,976,1218,1,0,0,0,2,1104,113,0,0,0,0,0,1219,326,133,101,214,55,53,51,34,53,7,3,9,74,5,47,8,19,0,0,0,0,8,10,4,1,0,2,0,0,1,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive through parkeerterrein Karwei #1,0416::SB501,1721 CZ,0,539,0,1,0,0,3,475,62,0,0,0,0,0,540,169,51,39,67,24,22,16,10,17,4,2,4,51,3,25,9,7,1,2,0,5,2,5,0,0,0,1,2,0,1,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Geestmerambacht #3,0416::SB203,1723 XN,1199,855,0,1,0,0,1,768,87,0,0,0,0,0,856,205,115,68,138,43,48,35,18,12,9,0,13,56,1,35,2,21,6,2,0,1,2,14,0,1,2,0,5,0,2,1,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trefpunt Kerk,0416::SB17,1721 BB,1365,809,0,0,0,1,3,703,102,0,1,0,0,0,808,165,60,76,111,33,41,33,67,53,7,17,0,64,3,19,3,22,0,8,0,1,7,9,1,2,0,2,2,1,2,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Oostwal #3,0416::SB103,1834 GH,1089,680,1,0,0,0,0,636,45,0,0,0,0,0,681,183,57,50,135,53,21,29,12,31,5,1,3,49,1,19,5,19,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive through parkeerterrein Karwei #2,0416::SB502,1721 CZ,1727,598,3,0,0,0,1,522,78,0,0,0,0,0,601,173,74,45,91,21,15,12,17,27,2,4,2,70,1,11,2,7,1,1,2,1,5,6,0,1,0,0,3,0,1,1,2,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis de Binding,0416::SB1302,1722 KC,0,2134,3,8,0,12,,,,,0,14,,,2159,556,153,487,191,57,141,231,92,73,46,11,3,18,0,34,5,14,0,1,0,1,2,6,1,6,0,0,1,0,3,1,0,0,2
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Oostwal,0416::SB115,1724 GH,0,301,0,0,0,1,0,290,13,0,0,2,1,0,303,70,16,50,44,12,28,27,10,11,9,2,0,5,0,9,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis de Binding,0416::SB1315,1722 KC,0,517,0,2,0,1,0,486,34,0,0,1,0,0,520,123,54,79,79,16,33,40,22,15,7,5,3,13,0,13,3,5,0,1,0,1,0,3,1,0,0,0,1,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Oostwal,0416::SB116,1834 GH,0,230,2,3,0,0,0,216,19,0,0,0,0,0,235,58,22,33,45,9,14,14,4,7,2,0,0,16,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Den Helder,Langedijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis de Binding,0416::SB1316,1722 KC,0,620,0,1,0,0,7,560,54,0,0,0,0,0,621,153,77,91,77,22,49,37,7,28,8,1,2,20,0,15,7,11,1,1,0,0,2,5,2,2,0,0,2,0,0,0,0,,
