contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0637::SB101,2711 EB,975,470,0,1,0,0,5,435,31,0,0,0,0,0,471,107,60,47,58,21,48,32,13,19,12,4,4,16,1,14,4,5,0,0,0,0,0,0,1,1,0,0,1,2,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speelboerderij Het Buitenbeest,0637::SB102,2715 VP,975,160,0,2,0,0,1,147,14,0,0,0,0,0,162,42,24,7,29,4,15,16,4,3,2,0,0,7,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterkerk,0637::SB103,2721 ND,975,677,0,0,0,1,2,603,73,0,0,1,0,0,678,227,102,44,71,24,39,36,22,14,9,3,7,12,0,43,7,10,0,1,0,0,0,1,0,3,0,0,1,1,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtvereniging Buytenrode,0637::SB104,2717 BG,975,340,3,1,0,0,1,307,36,0,0,0,0,0,344,66,39,29,57,17,30,27,14,12,3,1,4,10,2,7,4,11,1,0,0,1,1,1,0,0,0,0,0,3,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Groen-Blauwlaan 121,0637::SB105,2718 GH,975,846,0,1,0,2,2,738,109,0,0,2,0,0,849,241,108,85,112,24,63,60,28,30,14,6,2,17,3,29,6,12,1,0,0,0,0,0,3,0,1,0,0,1,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnasttieklokaal Carmenschouw 9,0637::SB106,2726 KG,975,392,0,1,0,1,2,359,33,0,0,1,0,0,394,113,30,42,49,29,29,32,15,15,3,2,2,5,0,11,7,4,0,0,0,1,0,0,2,0,0,0,0,1,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Lijnbaan 311,0637::SB107,2728 AG,975,458,0,2,0,0,0,415,45,0,0,0,0,0,460,131,56,32,60,12,37,44,12,14,7,5,2,11,6,17,2,7,0,0,0,0,1,1,0,0,0,0,0,1,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Velddreef 330,0637::SB108,2727 CV,975,339,0,0,0,0,0,305,34,0,0,0,0,0,339,86,40,27,38,21,29,32,9,10,6,2,2,16,4,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Forelsloot 5,0637::SB109,2724 CA,975,282,1,1,0,0,0,267,17,0,0,0,0,0,284,54,32,32,41,13,18,33,13,9,5,4,2,4,0,8,3,8,0,0,1,0,0,2,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Kerkenbos 10,0637::SB110,2715 RP,975,328,1,1,0,1,0,310,21,0,0,1,0,0,331,67,38,38,52,10,21,37,12,11,5,4,2,13,2,6,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Willem Alexanderplantsoen 6b,0637::SB111,2713 VM,975,308,0,0,0,1,0,281,28,0,0,1,0,0,309,81,32,29,43,13,26,30,9,9,4,5,2,7,2,6,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Spitsbergen 1,0637::SB112,2721 GP,975,95,0,0,0,0,0,84,11,0,0,0,0,0,95,36,17,8,2,2,2,4,2,6,1,2,3,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0637::SB201,2711 EC,0,425,3,1,0,0,2,383,44,0,0,0,0,0,429,96,51,38,59,13,30,31,7,16,13,2,7,16,6,15,5,7,5,0,0,0,0,2,1,1,0,2,0,2,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speelboerderij Het Buitenbeest,0637::SB202,2715 VP,975,165,0,0,0,1,0,146,20,0,0,1,0,0,166,28,29,5,22,10,14,8,7,7,3,0,5,14,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterkerk,0637::SB203,2721 ND,975,846,0,0,0,4,1,752,97,0,0,4,0,0,850,249,112,47,97,25,59,45,26,22,17,19,24,44,3,28,8,11,3,0,0,0,0,4,3,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtvereniging Buytenrode,0637::SB204,2717 BG,975,391,0,1,0,0,0,349,43,0,0,0,0,0,392,77,56,34,39,14,35,31,18,23,6,4,5,20,3,12,1,7,1,1,0,1,0,0,0,2,0,0,1,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Groen-Blauwlaan 121,0637::SB205,2718 GH,975,942,1,0,0,1,2,824,118,0,0,1,0,0,944,276,131,65,135,34,66,46,23,31,15,5,12,33,3,39,4,15,2,2,0,0,1,1,2,1,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnasttieklokaal Carmenschouw 9,0637::SB206,2726 KG,975,355,0,0,0,0,0,318,37,0,0,0,0,0,355,107,33,36,51,2,21,24,15,15,8,0,1,22,0,12,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Lijnbaan 311,0637::SB207,2728 AG,975,598,1,0,0,1,0,523,77,0,0,1,0,0,600,173,87,40,79,29,49,39,20,21,10,0,1,13,5,9,8,7,0,1,0,1,1,2,2,1,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Velddreef 330,0637::SB208,2727 CV,975,330,1,1,0,0,3,295,34,0,0,0,0,0,332,81,50,23,25,21,40,20,8,8,4,0,10,18,3,11,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Forelsloot 5,0637::SB209,2724 CA,975,269,0,1,0,0,0,237,33,0,0,0,0,0,270,62,38,23,35,10,20,19,8,13,6,0,4,9,1,14,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Kerkenbos 10,0637::SB210,2715 RP,975,346,0,2,0,0,0,310,38,0,0,0,0,0,348,57,61,26,44,14,34,18,10,10,6,6,10,15,3,14,4,5,2,0,0,1,0,1,0,0,0,3,0,2,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportzaal Willem Alexanderplantsoen 6b,0637::SB211,2713 VM,975,328,0,0,0,0,0,295,34,0,0,1,0,0,329,71,46,25,40,7,31,28,8,15,10,7,4,15,4,10,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymnastieklokaal Spitsbergen 1,0637::SB212,2721 GP,975,140,0,0,0,0,0,121,19,0,0,0,0,0,140,43,14,5,24,4,6,8,3,8,0,0,5,6,1,8,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0637::SB301,2711 EB,975,1348,2,2,0,0,5,1227,120,0,0,0,0,0,1352,261,164,50,236,75,82,58,19,72,13,6,49,112,28,37,6,43,6,6,0,5,10,4,0,0,0,0,4,1,1,,
Leiden,Zoetermeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speelboerderij Het Buitenbeest,0637::SB302,2715 VP,975,726,3,3,1,1,1,682,51,0,0,2,0,0,734,103,123,50,95,44,63,33,15,34,10,4,16,67,12,18,10,16,2,4,1,1,3,1,0,0,0,0,0,1,0,,
