contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brikke Oave,0899::SB1,6441 AT,1577,1056,8,2,0,0,7,944,115,0,0,0,0,0,1066,210,202,61,109,32,90,67,14,42,8,0,5,136,5,30,5,14,1,7,0,3,1,6,1,1,1,1,3,0,1,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal voormalige BS Rumpenerhof,0899::SB2,6443 AE,1589,304,4,0,0,0,0,272,36,0,0,0,0,0,308,40,66,17,34,8,32,34,3,13,5,2,1,29,1,1,0,7,4,1,0,0,1,1,0,0,0,1,1,0,0,2,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine BSV Limburgia,0899::SB3,6441 SW,890,558,0,0,0,0,0,469,89,0,0,0,0,0,558,57,150,40,26,9,56,35,6,7,9,0,3,121,5,9,3,9,0,2,0,1,2,2,0,0,0,2,1,0,3,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal BMV Bronsheim 1,0899::SB4,6442 AJ,1120,505,0,2,0,0,0,444,63,0,0,0,0,0,507,46,139,11,32,17,54,35,4,28,6,1,6,86,3,11,4,1,0,1,0,0,2,1,2,1,1,6,2,2,3,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal BMV Bronsheim 2,0899::SB5,6442 AJ,1462,483,2,0,0,0,1,424,62,0,0,2,0,0,487,43,149,17,29,13,60,24,7,21,6,1,3,83,5,9,4,1,0,0,0,1,3,1,0,0,0,3,0,0,0,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Rumpen 1,0899::SB6,6443 BS,1329,459,2,0,0,0,3,412,46,0,0,0,0,0,461,68,89,18,53,16,44,42,5,18,7,0,1,73,1,8,3,2,1,0,0,0,6,1,0,2,0,0,1,0,0,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Rumpen 2,0899::SB7,6443 BS,1166,496,1,0,0,0,2,450,45,0,0,0,0,0,497,68,85,36,57,10,55,44,10,16,6,1,5,84,0,2,5,3,2,0,0,3,1,1,0,0,0,2,0,0,0,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede School Langeberg,0899::SB8,6445 EM,1086,754,0,2,0,0,5,662,89,0,0,0,0,0,756,101,199,43,71,23,71,62,2,27,15,0,3,91,1,15,7,7,0,0,1,1,2,6,1,0,0,4,1,0,0,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw De Burcht,0899::SB9,6445 CE,1181,767,2,1,0,0,6,763,1,0,0,0,0,0,770,124,217,38,56,18,85,61,10,30,10,0,0,82,1,18,1,5,0,0,2,1,2,2,0,1,0,0,1,0,2,0,,
Maastricht,Brunssum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Brede School Treebeek 1,0899::SB10,6446 AK,1388,719,0,1,0,0,1,639,80,0,0,0,0,0,720,127,141,48,78,22,82,33,21,19,4,12,5,89,0,9,5,7,1,3,0,1,5,2,0,2,0,1,2,0,0,0,,
