contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0406::SB1,1276 KB,1172,1552,4,4,0,0,5,1381,174,0,0,0,0,0,1560,397,132,100,267,68,70,56,46,66,14,11,67,104,13,51,2,44,7,5,1,3,5,13,3,1,0,5,0,1,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Beatrixschool,0406::SB2,1272 BP,1296,997,0,3,0,0,3,890,107,0,0,0,0,0,1000,272,86,84,131,32,26,17,79,42,6,31,26,60,2,22,1,37,15,1,0,0,2,15,3,0,0,4,0,1,1,1,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkgebouw De Engel,0406::SB3,1272 EC,912,508,0,0,0,0,2,443,63,0,0,0,0,0,508,216,21,48,98,9,3,12,5,24,0,5,1,18,1,19,0,23,0,0,1,2,1,0,1,0,0,0,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwe Kerk,0406::SB4,1272 GS,1633,1035,0,0,0,3,4,946,88,0,0,3,0,0,1038,322,51,135,168,35,21,19,125,24,6,32,0,40,2,19,4,20,0,2,0,1,4,2,0,0,0,3,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cool-spot b.v.,0406::SB5,1271 LW,1799,696,0,0,0,0,1,625,70,0,0,0,0,0,696,185,70,61,113,32,26,27,21,29,2,7,41,40,2,12,2,16,2,1,2,0,1,4,0,0,0,0,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Brassershoeve,0406::SB6,1271 RP,1246,797,0,1,0,2,1,734,65,0,0,2,0,0,800,232,56,94,143,16,17,26,50,36,3,20,1,31,2,30,1,29,0,2,1,1,3,1,1,0,0,1,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zenderkerk,0406::SB7,1276 NS,1355,1095,2,2,1,2,2,1003,97,0,0,3,0,0,1102,248,119,153,107,36,50,29,138,30,9,44,16,59,2,21,0,13,3,3,0,1,4,3,2,2,2,1,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Meentamorfose,0406::SB8,1276 AS,1360,660,2,2,0,1,2,589,74,0,0,1,0,0,665,134,49,43,97,36,47,26,25,20,8,24,52,47,3,13,3,13,8,4,1,0,1,1,2,2,0,1,0,0,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oosterlichtkerk,0406::SB9,1276 LJ,1951,654,1,1,0,0,1,606,49,0,0,0,0,0,656,150,61,68,116,23,31,21,55,19,1,14,9,29,5,24,3,8,3,3,1,1,2,0,1,0,0,4,0,2,0,0,,
Haarlem,Huizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Holleblok,0406::SB10,1273 EG,2153,1670,2,1,0,1,6,1666,2,0,0,1,0,0,1674,419,162,121,263,76,97,67,65,72,16,8,38,110,11,38,7,37,18,4,1,5,10,13,3,3,2,0,0,2,1,1,,
