contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Huis van de Gemeente,0352::SB1,3962 CL,0,973,1,2,0,2,1,877,100,0,0,2,0,0,978,230,119,112,142,58,83,90,33,32,8,4,1,16,0,24,0,13,0,1,0,2,0,2,2,0,0,1,0,0,0,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Dorpshuys van Cothen,0352::SB2,3945 CB,0,223,0,2,0,0,0,205,20,0,0,0,0,0,225,82,15,44,21,3,7,12,7,12,1,0,0,6,0,7,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Toekomst,0352::SB3,3947 PG,0,194,0,1,0,0,0,174,21,0,0,0,0,0,195,53,13,26,15,5,9,12,14,7,3,22,0,3,0,6,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Huis van de Gemeente,0352::SB4,3962 CL,0,939,0,0,0,2,2,845,90,0,2,0,0,0,937,253,116,94,140,43,66,64,21,32,18,5,3,25,0,28,4,19,0,1,0,2,0,2,0,1,0,1,1,0,0,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau 't Dorpshuys van Cothen,0352::SB5,3945 CB,0,276,0,1,0,0,0,251,26,0,0,0,0,0,277,86,32,41,31,8,17,12,8,4,3,1,0,10,1,16,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Toekomst,0352::SB6,3947 PG,0,193,0,0,0,0,0,173,20,0,0,0,0,0,193,41,21,21,23,2,8,7,10,9,1,28,1,11,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Huis van de Gemeente,0352::SB7,3962 CL,0,1778,6,5,0,0,10,1564,215,0,0,0,0,0,1789,449,190,109,307,101,97,72,36,70,18,19,54,116,6,48,5,53,4,1,0,2,5,9,1,1,2,0,2,0,0,1,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Wijk bij Duurstede,0352::SB8,3961 CA,0,568,0,0,0,0,0,505,63,0,0,0,0,0,568,147,46,50,106,21,36,20,10,30,8,1,0,49,3,13,4,18,0,1,1,0,0,1,1,0,0,0,1,0,0,1,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Revius Lyceum,0352::SB10,3962 KT,0,960,1,2,0,0,2,830,131,0,0,0,0,0,963,297,90,56,178,46,41,30,31,42,8,4,3,55,1,39,2,22,1,0,0,1,1,8,2,0,0,0,1,0,1,0,,
Utrecht,Wijk bij Duurstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Revius Lyceum II,0352::SB11,3962 KT,0,709,1,0,0,0,0,625,85,0,0,0,0,0,710,225,80,61,122,28,26,27,15,16,7,5,4,36,1,22,2,16,1,2,0,0,2,4,1,0,1,0,2,0,1,2,,
