contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0200::SB1,7311 LG,1918,1899,4,4,0,0,10,1767,130,0,0,0,0,0,1907,405,167,104,351,137,99,93,70,68,11,25,36,164,18,40,7,49,6,7,1,5,11,3,1,5,2,3,5,1,5,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau ACEC,0200::SB2,7311 CD,1620,898,5,0,0,0,2,837,64,0,0,0,0,0,903,213,56,54,184,43,49,35,20,59,7,5,9,64,6,30,6,43,0,2,0,0,4,5,2,0,0,0,0,0,2,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Parochiecentrum Emmaüshuis,0200::SB3,7311KB,1941,867,5,2,0,1,6,807,62,0,0,1,0,0,875,163,76,55,174,44,39,46,44,54,7,7,15,44,7,33,4,25,2,5,0,3,8,6,1,1,1,0,3,0,0,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Nieuw-Apostolische Kerk Apeldoorn,0200::SB4,7311 HS,1525,507,0,0,0,0,0,476,31,0,0,0,0,0,507,98,32,22,98,35,17,36,21,27,8,4,9,41,4,13,1,20,1,4,0,1,2,5,2,1,0,2,3,0,0,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Grote Kerk,0200::SB5,7315 AB,1450,2198,4,5,0,0,2,2050,162,7,0,7,0,0,2214,590,134,179,435,126,60,81,119,120,11,35,13,127,5,47,10,73,1,0,1,2,9,3,1,4,1,3,5,0,3,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kerk de Koningshof,0200::SB6,7316 CE,1006,906,0,2,0,0,2,825,81,0,0,0,0,0,908,273,46,52,204,37,17,30,103,35,2,30,3,23,0,18,2,24,1,0,0,1,2,1,1,0,1,0,0,0,0,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gereformeerde Gemeente Apeldoorn,0200::SB7,7316 EG,2058,413,0,0,0,0,0,373,40,0,0,0,0,0,413,81,17,41,62,32,9,12,35,13,0,60,0,14,0,20,0,11,0,1,1,0,0,3,0,0,0,0,1,0,0,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scheidsrechtersvereniging,0200::SB8,7316 JC,1287,527,1,0,0,2,0,492,34,0,2,0,0,0,526,95,55,36,98,21,33,33,16,30,7,10,1,40,1,12,5,16,1,2,0,1,1,3,1,0,0,4,3,0,2,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Buys-Ballotstraat,0200::SB9,7316 LD,1511,797,1,3,0,0,2,734,64,0,1,0,1,0,800,180,66,66,101,36,50,45,48,39,8,31,9,53,3,16,4,19,5,0,0,0,4,0,1,1,1,7,4,0,0,,
Arnhem,Apeldoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum De Groene Hoven,0200::SB10,7315 EE,2241,1628,0,3,0,3,2,1470,162,0,0,3,0,0,1634,378,149,161,251,75,66,81,137,67,13,38,30,86,2,24,4,42,1,2,0,0,6,5,1,2,1,1,3,0,2,,
