contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Zien,0450::SB1,1911 TR,1242,738,1,1,0,0,4,671,65,0,0,0,0,0,740,205,77,61,123,30,42,47,6,32,7,1,2,39,4,19,4,14,0,2,2,3,3,6,4,0,0,0,2,0,3,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Meet 1,0450::SB2,1911 GA,1090,886,0,0,0,0,1,810,75,0,0,0,0,0,886,231,93,61,134,54,58,40,19,34,10,3,4,47,3,30,5,20,1,4,2,1,3,13,0,0,6,1,4,0,3,1,1,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal de Meet 2,0450::SB3,1911 GA,1476,914,2,1,0,0,0,849,68,0,0,0,0,0,917,220,96,70,156,55,50,37,8,32,8,1,1,68,5,38,6,21,0,4,0,5,6,11,0,1,4,0,6,2,0,3,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0450::SB4,1911 EG,1484,782,0,2,0,2,5,738,43,0,0,2,0,0,786,203,89,58,142,41,32,28,7,36,2,2,4,64,3,22,6,16,0,3,0,2,5,8,1,0,1,0,2,0,3,2,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent parkeerterrein Marskramer,0450::SB5,1911 GD,1712,1158,4,2,0,1,4,1084,75,0,1,0,0,0,1163,279,99,108,194,67,50,67,14,56,9,5,5,69,1,45,6,29,5,13,4,4,7,12,1,0,0,0,3,0,3,2,1,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent 1 parkeerterrein Deen/NS station,0450::SB6,1911 KT,1937,1323,3,1,0,2,9,1210,110,0,0,2,0,0,1329,391,81,92,292,74,64,59,9,56,16,4,3,54,2,56,5,30,0,3,6,1,4,10,4,0,1,1,4,0,1,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent 2 parkeerterrein Deen/NS station,0450::SB7,1911 KT,1688,1519,6,2,0,0,3,1403,121,0,0,0,0,0,1527,537,121,106,303,83,64,67,6,46,7,1,2,57,6,45,3,41,0,1,1,5,6,5,1,0,1,1,1,0,2,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Early Vote Gymzaal de Meet Maandag 15 maart 2021,0450::SB102,1911 GA,0,350,0,0,0,0,0,338,12,0,0,0,0,0,350,90,34,43,64,14,23,47,6,8,1,0,0,3,0,10,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Early Vote Gemeentehuis Maandag 15 maart 2021,0450::SB104,1911 EG,0,212,1,0,0,0,2,200,11,0,0,0,0,0,213,50,20,33,42,2,17,20,2,7,2,1,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Early Vote Gymzaal de Meet Dinsdag 16 maart 2021,0450::SB202,1911 GA,0,278,0,0,0,0,0,253,25,0,0,0,0,0,278,75,24,25,37,10,21,27,4,11,4,0,0,9,0,9,2,7,1,1,0,1,0,1,0,1,5,0,2,0,1,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Early Vote Gemeentehuis Dinsdag 16 maart 2021,0450::SB204,1911 EG,0,231,0,1,0,0,0,217,15,0,0,0,0,0,232,62,19,29,40,9,19,12,5,11,3,0,0,5,1,7,1,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,,
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 10 tm 16 maart,0450::SB400,1911 EG,0,741,1,2,0,1,,,,,0,1,,,745,167,82,130,79,25,54,98,12,29,25,0,0,1,1,13,1,7,0,1,0,0,1,6,0,5,4,0,0,0,0,0,0,1,0
Den Helder,Uitgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2 (17 maart na 21.00 uur),0450::SB401,1911 EG,0,11,0,0,0,0,,,,,0,0,,,11,4,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
