contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schoter,0317::SB1,3755 DD,1240,775,2,1,0,0,0,691,86,0,1,0,0,0,777,244,89,87,104,15,10,10,18,28,4,7,0,47,0,56,1,21,0,2,1,0,0,28,0,0,0,0,2,0,1,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bongerd,0317::SB2,3755 CL,1153,481,0,1,0,0,0,437,44,0,1,0,0,0,481,136,53,63,98,11,24,22,9,14,3,4,0,11,1,18,1,7,0,1,0,1,1,2,1,0,0,0,0,0,0,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van Eemnes,0317::SB3,3755 EZ,1275,839,0,1,0,1,3,766,72,0,0,1,0,0,841,238,87,56,142,48,34,37,22,38,7,3,2,47,2,31,3,20,0,7,0,3,3,5,0,2,0,0,1,0,0,1,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van Eemnes,0317::SB4,3755 EZ,1243,851,2,1,0,0,3,791,60,0,0,0,0,0,854,239,94,62,140,41,32,45,18,50,4,5,2,52,5,18,2,25,0,2,0,0,3,6,2,0,0,0,3,0,0,1,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0317::SB5,3755 AZ,1177,1319,2,3,0,0,1,1205,119,0,0,1,0,0,1325,490,107,106,208,44,54,30,24,47,9,3,2,75,3,48,5,41,0,1,0,2,3,12,0,0,1,0,2,0,1,1,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De RaadsVore,0317::SB6,3755 HD,1227,471,3,1,0,0,0,442,33,0,0,0,0,0,475,145,40,42,87,26,14,15,18,13,3,4,0,23,1,12,4,13,0,1,0,1,2,3,1,0,1,0,1,0,1,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (15-03-2021),0317::SB7,3755 AZ,0,296,0,1,0,0,0,272,25,0,0,0,0,0,297,90,23,41,40,8,24,22,8,16,2,0,0,3,2,8,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De RaadsVore (15-03-2021),0317::SB8,3755 HD,0,208,0,0,0,0,0,194,14,0,0,0,0,0,208,51,18,23,33,2,10,19,15,9,1,5,0,0,0,8,0,10,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van Eemnes (16-03-2021),0317::SB9,3755 EZ,0,358,1,1,0,0,0,329,31,0,0,0,0,0,360,94,39,50,55,9,19,32,16,14,4,2,0,7,0,7,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (16-03-2021),0317::SB10,3755 AZ,0,214,0,0,0,0,0,191,23,0,0,0,0,0,214,71,13,28,28,2,5,12,11,14,3,0,0,10,2,6,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau I,0317::SB11,3755 EZ,0,479,0,2,0,0,,,,,0,0,,,481,134,36,75,63,15,36,54,17,28,7,1,0,2,2,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Utrecht,Eemnes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau II,0317::SB12,3755 AZ,0,8,0,0,0,0,,,,,0,0,,,8,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
