contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Fontein,0537::SB1,2224 ER,1757,1303,3,5,0,0,0,1096,215,0,0,0,0,0,1311,216,166,130,87,21,29,28,189,34,11,207,9,111,4,23,5,7,9,3,1,0,4,5,2,0,0,2,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw de Wiek,0537::SB2,2223 XA,1625,984,1,0,0,0,0,887,98,0,0,0,0,0,985,165,193,98,69,30,62,30,62,29,10,36,20,95,2,29,7,20,3,3,0,1,4,6,5,2,0,3,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Open Hof Kerk,0537::SB3,2223 EE,1351,876,1,0,0,2,3,774,102,0,0,2,0,0,879,232,83,109,109,18,28,14,73,38,10,33,0,61,4,32,3,17,0,1,0,1,2,6,0,0,0,1,0,1,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis,0537::SB4,2223 AN,1510,1018,1,0,0,0,2,893,124,0,0,0,0,0,1019,249,99,167,104,18,37,15,100,45,9,34,0,66,0,36,6,21,0,1,0,1,2,4,1,0,2,1,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pnielkerk,0537::SB5,2221 BN,0,1165,4,2,1,0,0,1001,169,0,1,0,0,0,1170,225,199,91,75,26,64,28,114,32,18,98,10,116,4,38,4,7,3,1,0,1,3,5,0,0,0,3,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Beth-El-Kerk,0537::SB6,2225 PK,1683,821,0,0,0,0,0,701,121,1,0,1,0,0,822,112,78,74,34,7,3,8,98,27,5,272,0,52,0,31,4,11,0,2,0,0,0,1,0,0,0,1,0,1,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vredeskerk,0537::SB7,2225 BR,1914,1064,1,1,0,0,0,912,154,0,0,0,0,0,1066,216,165,149,73,17,23,16,93,44,12,101,1,85,4,33,7,12,0,2,0,1,4,4,0,0,0,2,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkhaventje,0537::SB8,2225 HC,0,698,1,1,0,0,7,613,80,0,0,0,0,0,700,119,75,85,34,5,11,11,95,14,6,159,0,51,0,18,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgeb 't Zandgat,0537::SB9,2225 AS,2002,1287,3,1,0,1,0,1290,0,0,1,0,0,0,1290,188,213,130,83,26,32,20,126,37,10,176,0,146,3,52,2,17,0,1,0,2,2,12,2,4,0,2,0,1,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Boorsmazaal,0537::SB10,2225 DZ,1880,890,0,0,0,0,0,766,124,0,0,0,0,0,890,166,110,127,55,13,21,17,93,15,14,139,0,69,0,30,1,8,0,1,0,0,3,3,3,1,0,1,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gr van Prinstererschool,0537::SB11,2224 SZ,1841,1350,1,1,0,0,5,1147,200,0,0,0,0,0,1352,244,173,151,80,19,51,23,155,18,12,238,5,117,2,33,2,13,0,1,1,0,3,5,1,1,0,2,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Cleijn Duin,0537::SB12,2224 BN,1522,395,1,0,0,0,0,356,40,0,0,0,0,0,396,70,53,58,45,9,13,6,31,12,0,21,8,40,2,10,1,3,6,0,2,1,1,2,0,0,0,1,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurtcentrum De Schelp,0537::SB13,2221 TH,1415,431,2,1,0,0,0,371,63,0,0,0,0,0,434,60,75,28,36,16,15,12,25,12,3,21,46,47,2,13,7,4,2,2,0,0,3,1,1,0,0,0,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau IJsclub Voorwaarts Katwijk,0537::SB14,2221 CH,1230,695,0,0,0,0,5,586,104,0,0,0,0,0,695,151,151,60,31,13,30,9,49,24,3,61,2,71,3,16,7,7,1,2,0,1,0,2,0,0,0,0,0,1,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Katwijk,0537::SB15,2221 KK,1179,755,0,1,0,1,1,663,91,0,1,0,0,0,755,176,136,93,53,9,17,15,62,18,9,21,6,86,1,28,5,13,0,0,0,2,1,1,0,3,0,0,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Rijnsoever,0537::SB16,2221 JA,1177,674,0,2,1,0,0,583,94,0,0,1,0,0,677,116,117,66,54,14,24,22,57,24,6,40,14,77,1,22,5,5,0,4,0,1,1,1,1,0,2,0,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hockeyclub Catwyck,0537::SB17,2221 KJ,1681,917,0,0,0,0,0,808,109,0,0,0,0,0,917,242,119,108,81,22,31,19,60,23,8,33,12,97,2,33,1,13,1,1,0,0,1,3,2,1,0,1,0,3,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vakcollege Rijnmond,0537::SB18,2224 VT,1882,1233,2,2,0,0,0,1068,169,0,0,0,0,0,1237,215,214,119,129,27,39,18,89,38,19,85,13,142,2,43,4,19,1,5,0,4,5,0,0,0,2,1,0,0,0,,
Leiden,Katwijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Dorpshuis Valkenburg,0537::SB19,2235 BC,1365,697,2,0,0,0,2,624,73,0,0,0,0,0,699,179,63,78,81,20,16,15,70,23,6,14,1,55,3,35,1,21,0,2,0,2,6,3,2,0,0,0,0,1,0,,
