contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis Schagen, Laan 19 Schagen",0441::SB1,1741 EA,903,854,1,1,0,5,5,782,64,0,5,0,0,0,851,220,58,59,164,45,51,39,4,43,17,4,4,67,4,18,6,15,0,4,12,1,5,7,2,1,0,0,2,0,2,0,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Basisschool De Ark, Jozef Israëlstraat 4 Schagen",0441::SB2,1741 JP,1336,886,4,1,0,2,4,823,66,0,0,2,0,0,893,232,81,87,155,35,66,56,14,36,9,1,1,44,7,22,4,15,0,1,1,0,5,8,0,0,0,2,0,0,3,1,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkgebouw De Groene Schakel, Iepenlaan 56 Schagen",0441::SB3,1741 TG,1543,764,3,0,0,0,4,703,60,0,0,0,0,0,767,182,82,65,121,31,52,45,10,34,9,3,1,77,3,17,0,11,0,3,0,0,2,9,1,0,1,1,3,0,0,1,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkgebouw De Groene Schakel 2 (voorheen De Rank) Iepenlaan 56, Schagen",0441::SB4,1741 TG,1244,737,0,0,0,1,0,664,74,0,0,1,0,0,738,177,92,57,99,44,62,32,13,31,8,0,0,61,4,17,2,13,0,2,0,3,2,7,3,1,1,0,2,0,3,1,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal Waldervaart 2 (voorheen de Tender), Merelstraat 38 Schagen",0441::SB5,1742 JM,1004,758,2,1,0,2,3,699,61,0,0,2,0,0,763,170,72,80,116,39,52,37,14,47,11,1,4,66,1,16,6,10,0,2,1,0,2,9,1,0,0,0,0,0,0,0,1,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal Waldervaart, Merelstraat 38 Schagen",0441::SB6,1742 JM,1652,894,3,8,0,0,3,813,89,0,0,0,0,0,905,223,103,55,122,69,60,40,20,39,15,5,2,71,5,16,3,15,0,4,0,2,2,13,2,1,0,0,5,0,2,0,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Spartahal (handbalkantine), Zuiderweg 2A Schagen",0441::SB7,1741 NA,1651,1135,3,0,0,0,3,1048,87,0,0,0,0,0,1138,323,109,92,195,47,75,40,8,42,12,1,1,82,4,42,9,28,0,3,1,2,3,7,2,0,0,2,2,0,2,1,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stemcontainer De Miede/Weideveld, De Miede Schagen",0441::SB8,1741 DD,1480,913,2,1,0,2,5,833,76,0,2,0,0,0,914,333,64,83,166,34,35,33,7,38,10,0,2,35,1,23,10,23,0,2,1,2,4,3,1,0,0,0,1,0,0,2,0,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stemcontainer Parkeerterrein Nesserpark, Nesserpark Schagen",0441::SB9,1741 XN,1590,691,1,1,0,1,0,626,66,0,1,0,0,0,692,242,46,66,107,28,32,29,4,24,4,1,0,44,0,26,5,13,0,1,1,2,2,7,3,0,0,0,1,0,1,1,1,,
Den Helder,Schagen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Alpha, Loet 13 Schagen",0441::SB10,1741 BN,903,401,0,0,0,0,2,368,31,0,0,0,0,0,401,119,28,33,66,19,30,13,1,21,4,0,0,39,1,7,1,11,0,0,0,2,2,0,1,0,0,0,2,0,0,1,0,,
